date,etf,close
2020-01-15,NSE:LOWVOLIETF,9.399999618530273
2020-01-16,NSE:LOWVOLIETF,9.46399974822998
2020-01-16,NSE:MON100,63.48099899291992
2020-01-16,NSE:MOM100,18.860000610351562
2020-01-16,NSE:BANKBEES,325.1600036621094
2020-01-16,NSE:NIFTYBEES,130.91000366210938
2020-01-16,NSE:CPSEETF,23.549999237060547
2020-01-17,NSE:MON100,64.1500015258789
2020-01-17,NSE:MOM100,19.059999465942383
2020-01-17,NSE:LOWVOLIETF,9.404999732971191
2020-01-17,NSE:BANKBEES,322.9100036621094
2020-01-17,NSE:NIFTYBEES,131.19000244140625
2020-01-17,NSE:CPSEETF,23.479999542236328
2020-01-20,NSE:LOWVOLIETF,9.392000198364258
2020-01-20,NSE:MON100,65.38200378417969
2020-01-20,NSE:CPSEETF,22.84000015258789
2020-01-20,NSE:BANKBEES,318.0
2020-01-20,NSE:MOM100,18.90999984741211
2020-01-20,NSE:NIFTYBEES,129.77999877929688
2020-01-21,NSE:MON100,64.14800262451172
2020-01-21,NSE:BANKBEES,316.4200134277344
2020-01-21,NSE:MOM100,19.079999923706055
2020-01-21,NSE:LOWVOLIETF,9.340999603271484
2020-01-21,NSE:CPSEETF,22.6200008392334
2020-01-21,NSE:NIFTYBEES,129.27000427246094
2020-01-22,NSE:CPSEETF,21.790000915527344
2020-01-22,NSE:NIFTYBEES,128.52999877929688
2020-01-22,NSE:LOWVOLIETF,9.217000007629395
2020-01-22,NSE:BANKBEES,313.8500061035156
2020-01-22,NSE:MON100,64.7770004272461
2020-01-22,NSE:MOM100,18.799999237060547
2020-01-23,NSE:MON100,64.73200225830078
2020-01-23,NSE:NIFTYBEES,129.30999755859375
2020-01-23,NSE:MOM100,18.979999542236328
2020-01-23,NSE:LOWVOLIETF,9.279000282287598
2020-01-23,NSE:BANKBEES,317.0899963378906
2020-01-23,NSE:CPSEETF,21.8700008392334
2020-01-24,NSE:MON100,64.78600311279297
2020-01-24,NSE:LOWVOLIETF,9.352999687194824
2020-01-24,NSE:MOM100,19.25
2020-01-24,NSE:NIFTYBEES,130.11000061035156
2020-01-24,NSE:CPSEETF,21.940000534057617
2020-01-24,NSE:BANKBEES,319.57000732421875
2020-01-27,NSE:CPSEETF,21.739999771118164
2020-01-27,NSE:LOWVOLIETF,9.293999671936035
2020-01-27,NSE:NIFTYBEES,128.72999572753906
2020-01-27,NSE:MOM100,19.350000381469727
2020-01-27,NSE:MON100,64.31999969482422
2020-01-27,NSE:BANKBEES,315.5199890136719
2020-01-28,NSE:NIFTYBEES,128.10000610351562
2020-01-28,NSE:MOM100,19.25
2020-01-28,NSE:MON100,63.736000061035156
2020-01-28,NSE:BANKBEES,314.1300048828125
2020-01-28,NSE:CPSEETF,21.479999542236328
2020-01-28,NSE:LOWVOLIETF,9.289999961853027
2020-01-29,NSE:MOM100,19.25
2020-01-29,NSE:BANKBEES,315.5299987792969
2020-01-29,NSE:NIFTYBEES,128.75999450683594
2020-01-29,NSE:LOWVOLIETF,9.375
2020-01-29,NSE:CPSEETF,21.59000015258789
2020-01-29,NSE:MON100,64.46700286865234
2020-01-30,NSE:CPSEETF,21.420000076293945
2020-01-30,NSE:MOM100,18.979999542236328
2020-01-30,NSE:BANKBEES,312.7099914550781
2020-01-30,NSE:MON100,64.14299774169922
2020-01-30,NSE:NIFTYBEES,127.73999786376953
2020-01-30,NSE:LOWVOLIETF,9.522000312805176
2020-01-31,NSE:BANKBEES,316.8999938964844
2020-01-31,NSE:MON100,64.86499786376953
2020-01-31,NSE:MOM100,18.940000534057617
2020-01-31,NSE:CPSEETF,20.68000030517578
2020-01-31,NSE:NIFTYBEES,127.16999816894531
2020-01-31,NSE:LOWVOLIETF,9.199000358581543
2020-02-03,NSE:BANKBEES,306.92999267578125
2020-02-03,NSE:MON100,63.974998474121094
2020-02-03,NSE:NIFTYBEES,124.41999816894531
2020-02-03,NSE:CPSEETF,20.09000015258789
2020-02-03,NSE:MOM100,18.729999542236328
2020-02-03,NSE:LOWVOLIETF,9.116000175476074
2020-02-04,NSE:CPSEETF,20.530000686645508
2020-02-04,NSE:LOWVOLIETF,9.232999801635742
2020-02-04,NSE:MOM100,18.850000381469727
2020-02-04,NSE:NIFTYBEES,126.75
2020-02-04,NSE:MON100,64.65799713134766
2020-02-04,NSE:BANKBEES,312.8999938964844
2020-02-05,NSE:NIFTYBEES,127.91000366210938
2020-02-05,NSE:BANKBEES,316.80999755859375
2020-02-05,NSE:MON100,66.02300262451172
2020-02-05,NSE:MOM100,19.040000915527344
2020-02-05,NSE:CPSEETF,20.450000762939453
2020-02-05,NSE:LOWVOLIETF,9.272000312805176
2020-02-06,NSE:MOM100,19.139999389648438
2020-02-06,NSE:CPSEETF,20.59000015258789
2020-02-06,NSE:BANKBEES,319.8299865722656
2020-02-06,NSE:LOWVOLIETF,9.23799991607666
2020-02-06,NSE:NIFTYBEES,128.94000244140625
2020-02-06,NSE:MON100,66.4260025024414
2020-02-07,NSE:LOWVOLIETF,9.288000106811523
2020-02-07,NSE:NIFTYBEES,128.19000244140625
2020-02-07,NSE:MON100,66.65799713134766
2020-02-07,NSE:CPSEETF,20.850000381469727
2020-02-07,NSE:MOM100,19.170000076293945
2020-02-07,NSE:BANKBEES,318.3399963378906
2020-02-10,NSE:MOM100,19.149999618530273
2020-02-10,NSE:BANKBEES,317.67999267578125
2020-02-10,NSE:MON100,66.26899719238281
2020-02-10,NSE:NIFTYBEES,127.91000366210938
2020-02-10,NSE:LOWVOLIETF,9.206000328063965
2020-02-10,NSE:CPSEETF,20.3799991607666
2020-02-11,NSE:CPSEETF,20.59000015258789
2020-02-11,NSE:BANKBEES,319.4700012207031
2020-02-11,NSE:MOM100,19.149999618530273
2020-02-11,NSE:MON100,67.13999938964844
2020-02-11,NSE:LOWVOLIETF,9.227999687194824
2020-02-11,NSE:NIFTYBEES,128.3000030517578
2020-02-12,NSE:MOM100,18.940000534057617
2020-02-12,NSE:MON100,67.13800048828125
2020-02-12,NSE:LOWVOLIETF,9.26200008392334
2020-02-12,NSE:BANKBEES,321.07000732421875
2020-02-12,NSE:CPSEETF,20.6200008392334
2020-02-12,NSE:NIFTYBEES,129.19000244140625
2020-02-13,NSE:NIFTYBEES,129.3000030517578
2020-02-13,NSE:LOWVOLIETF,9.25
2020-02-13,NSE:BANKBEES,318.2200012207031
2020-02-13,NSE:CPSEETF,20.440000534057617
2020-02-13,NSE:MOM100,18.93000030517578
2020-02-13,NSE:MON100,67.42500305175781
2020-02-14,NSE:BANKBEES,314.75
2020-02-14,NSE:LOWVOLIETF,9.236000061035156
2020-02-14,NSE:MOM100,18.969999313354492
2020-02-14,NSE:MON100,67.8010025024414
2020-02-14,NSE:NIFTYBEES,128.3800048828125
2020-02-14,NSE:CPSEETF,19.959999084472656
2020-02-17,NSE:CPSEETF,19.540000915527344
2020-02-17,NSE:MON100,68.29499816894531
2020-02-17,NSE:NIFTYBEES,127.83999633789062
2020-02-17,NSE:MOM100,18.75
2020-02-17,NSE:BANKBEES,313.05999755859375
2020-02-17,NSE:LOWVOLIETF,9.189000129699707
2020-02-18,NSE:CPSEETF,19.56999969482422
2020-02-18,NSE:MOM100,18.549999237060547
2020-02-18,NSE:BANKBEES,312.2799987792969
2020-02-18,NSE:MON100,67.46399688720703
2020-02-18,NSE:NIFTYBEES,127.33999633789062
2020-02-18,NSE:LOWVOLIETF,9.140000343322754
2020-02-19,NSE:LOWVOLIETF,9.222999572753906
2020-02-19,NSE:MON100,67.6709976196289
2020-02-19,NSE:MOM100,18.81999969482422
2020-02-19,NSE:CPSEETF,20.079999923706055
2020-02-19,NSE:BANKBEES,314.010009765625
2020-02-19,NSE:NIFTYBEES,128.58999633789062
2020-02-20,NSE:MON100,68.625
2020-02-20,NSE:NIFTYBEES,128.36000061035156
2020-02-20,NSE:LOWVOLIETF,9.196999549865723
2020-02-20,NSE:BANKBEES,315.1199951171875
2020-02-20,NSE:CPSEETF,20.170000076293945
2020-02-20,NSE:MOM100,18.93000030517578
2020-02-24,NSE:LOWVOLIETF,9.375
2020-02-24,NSE:CPSEETF,19.649999618530273
2020-02-24,NSE:MON100,65.97000122070312
2020-02-24,NSE:MOM100,18.770000457763672
2020-02-24,NSE:NIFTYBEES,125.7300033569336
2020-02-24,NSE:BANKBEES,309.6700134277344
2020-02-25,NSE:CPSEETF,19.68000030517578
2020-02-25,NSE:NIFTYBEES,125.33999633789062
2020-02-25,NSE:LOWVOLIETF,9.027999877929688
2020-02-25,NSE:MON100,65.47599792480469
2020-02-25,NSE:BANKBEES,310.5400085449219
2020-02-25,NSE:MOM100,18.729999542236328
2020-02-26,NSE:NIFTYBEES,124.04000091552734
2020-02-26,NSE:LOWVOLIETF,8.946000099182129
2020-02-26,NSE:MOM100,18.260000228881836
2020-02-26,NSE:BANKBEES,309.9200134277344
2020-02-26,NSE:CPSEETF,19.469999313354492
2020-02-26,NSE:MON100,63.2239990234375
2020-02-27,NSE:MOM100,18.100000381469727
2020-02-27,NSE:NIFTYBEES,123.63999938964844
2020-02-27,NSE:CPSEETF,19.299999237060547
2020-02-27,NSE:BANKBEES,307.4200134277344
2020-02-27,NSE:MON100,63.30699920654297
2020-02-27,NSE:LOWVOLIETF,8.902999877929688
2020-02-28,NSE:MON100,60.01499938964844
2020-02-28,NSE:CPSEETF,18.770000457763672
2020-02-28,NSE:MOM100,17.700000762939453
2020-02-28,NSE:BANKBEES,296.7200012207031
2020-02-28,NSE:LOWVOLIETF,8.593999862670898
2020-02-28,NSE:NIFTYBEES,119.29000091552734
2020-03-02,NSE:MOM100,17.65999984741211
2020-03-02,NSE:MON100,61.73099899291992
2020-03-02,NSE:CPSEETF,18.690000534057617
2020-03-02,NSE:NIFTYBEES,118.38999938964844
2020-03-02,NSE:LOWVOLIETF,8.586000442504883
2020-03-02,NSE:BANKBEES,294.45001220703125
2020-03-03,NSE:BANKBEES,298.2699890136719
2020-03-03,NSE:NIFTYBEES,120.4000015258789
2020-03-03,NSE:CPSEETF,19.420000076293945
2020-03-03,NSE:MON100,64.2969970703125
2020-03-03,NSE:LOWVOLIETF,8.763999938964844
2020-03-03,NSE:MOM100,17.729999542236328
2020-03-04,NSE:MON100,63.00400161743164
2020-03-04,NSE:MOM100,17.329999923706055
2020-03-04,NSE:LOWVOLIETF,8.857000350952148
2020-03-04,NSE:NIFTYBEES,119.5199966430664
2020-03-04,NSE:BANKBEES,292.70001220703125
2020-03-04,NSE:CPSEETF,19.520000457763672
2020-03-05,NSE:NIFTYBEES,119.75
2020-03-05,NSE:LOWVOLIETF,8.854999542236328
2020-03-05,NSE:MOM100,17.700000762939453
2020-03-05,NSE:CPSEETF,19.40999984741211
2020-03-05,NSE:MON100,63.459999084472656
2020-03-05,NSE:BANKBEES,294.5899963378906
2020-03-06,NSE:CPSEETF,18.899999618530273
2020-03-06,NSE:LOWVOLIETF,8.711000442504883
2020-03-06,NSE:MON100,62.91899871826172
2020-03-06,NSE:BANKBEES,284.7699890136719
2020-03-06,NSE:NIFTYBEES,117.18000030517578
2020-03-06,NSE:MOM100,17.270000457763672
2020-03-09,NSE:BANKBEES,271.6099853515625
2020-03-09,NSE:LOWVOLIETF,8.329000473022461
2020-03-09,NSE:MOM100,16.559999465942383
2020-03-09,NSE:NIFTYBEES,111.62000274658203
2020-03-09,NSE:CPSEETF,17.799999237060547
2020-03-09,NSE:MON100,60.7400016784668
2020-03-11,NSE:MOM100,16.440000534057617
2020-03-11,NSE:NIFTYBEES,111.30999755859375
2020-03-11,NSE:LOWVOLIETF,8.375
2020-03-11,NSE:BANKBEES,270.6199951171875
2020-03-11,NSE:MON100,60.58000183105469
2020-03-11,NSE:CPSEETF,17.559999465942383
2020-03-12,NSE:MOM100,15.430000305175781
2020-03-12,NSE:NIFTYBEES,102.98999786376953
2020-03-12,NSE:MON100,57.395999908447266
2020-03-12,NSE:BANKBEES,244.88999938964844
2020-03-12,NSE:CPSEETF,16.299999237060547
2020-03-12,NSE:LOWVOLIETF,7.736999988555908
2020-03-13,NSE:BANKBEES,257.760009765625
2020-03-13,NSE:MON100,55.689998626708984
2020-03-13,NSE:CPSEETF,16.350000381469727
2020-03-13,NSE:LOWVOLIETF,8.104000091552734
2020-03-13,NSE:NIFTYBEES,106.36000061035156
2020-03-13,NSE:MOM100,15.779999732971191
2020-03-16,NSE:MON100,55.2599983215332
2020-03-16,NSE:CPSEETF,15.539999961853027
2020-03-16,NSE:LOWVOLIETF,9.006999969482422
2020-03-16,NSE:NIFTYBEES,102.37000274658203
2020-03-16,NSE:BANKBEES,239.97000122070312
2020-03-16,NSE:MOM100,15.170000076293945
2020-03-17,NSE:BANKBEES,226.35000610351562
2020-03-17,NSE:LOWVOLIETF,7.676000118255615
2020-03-17,NSE:MON100,52.89699935913086
2020-03-17,NSE:NIFTYBEES,99.19999694824219
2020-03-17,NSE:CPSEETF,15.630000114440918
2020-03-17,NSE:MOM100,14.630000114440918
2020-03-18,NSE:MOM100,13.779999732971191
2020-03-18,NSE:LOWVOLIETF,7.22599983215332
2020-03-18,NSE:NIFTYBEES,96.08000183105469
2020-03-18,NSE:CPSEETF,15.40999984741211
2020-03-18,NSE:BANKBEES,210.1199951171875
2020-03-18,NSE:MON100,51.729000091552734
2020-03-19,NSE:MOM100,13.239999771118164
2020-03-19,NSE:MON100,52.67499923706055
2020-03-19,NSE:NIFTYBEES,89.47000122070312
2020-03-19,NSE:LOWVOLIETF,6.85099983215332
2020-03-19,NSE:BANKBEES,203.57000732421875
2020-03-19,NSE:CPSEETF,14.550000190734863
2020-03-20,NSE:BANKBEES,204.25
2020-03-20,NSE:MOM100,13.260000228881836
2020-03-20,NSE:CPSEETF,15.670000076293945
2020-03-20,NSE:LOWVOLIETF,7.175000190734863
2020-03-20,NSE:NIFTYBEES,92.97000122070312
2020-03-20,NSE:MON100,55.36199951171875
2020-03-23,NSE:MOM100,12.369999885559082
2020-03-23,NSE:MON100,50.387001037597656
2020-03-23,NSE:LOWVOLIETF,7.228000164031982
2020-03-23,NSE:BANKBEES,174.77999877929688
2020-03-23,NSE:NIFTYBEES,83.5199966430664
2020-03-23,NSE:CPSEETF,14.010000228881836
2020-03-24,NSE:MON100,54.09299850463867
2020-03-24,NSE:CPSEETF,13.90999984741211
2020-03-24,NSE:LOWVOLIETF,7.414999961853027
2020-03-24,NSE:MOM100,12.819999694824219
2020-03-24,NSE:NIFTYBEES,85.0
2020-03-24,NSE:BANKBEES,174.0500030517578
2020-03-25,NSE:MOM100,12.899999618530273
2020-03-25,NSE:LOWVOLIETF,7.6020002365112305
2020-03-25,NSE:NIFTYBEES,89.45999908447266
2020-03-25,NSE:MON100,57.380001068115234
2020-03-25,NSE:BANKBEES,186.86000061035156
2020-03-25,NSE:CPSEETF,13.630000114440918
2020-03-26,NSE:NIFTYBEES,92.68000030517578
2020-03-26,NSE:MON100,54.20800018310547
2020-03-26,NSE:BANKBEES,197.88999938964844
2020-03-26,NSE:LOWVOLIETF,7.886000156402588
2020-03-26,NSE:MOM100,13.100000381469727
2020-03-26,NSE:CPSEETF,14.960000038146973
2020-03-27,NSE:NIFTYBEES,91.26000213623047
2020-03-27,NSE:MON100,56.733001708984375
2020-03-27,NSE:CPSEETF,15.460000038146973
2020-03-27,NSE:LOWVOLIETF,7.666999816894531
2020-03-27,NSE:MOM100,13.029999732971191
2020-03-27,NSE:BANKBEES,201.1999969482422
2020-03-30,NSE:MOM100,13.109999656677246
2020-03-30,NSE:MON100,56.361000061035156
2020-03-30,NSE:CPSEETF,15.430000305175781
2020-03-30,NSE:BANKBEES,191.6199951171875
2020-03-30,NSE:LOWVOLIETF,7.4029998779296875
2020-03-30,NSE:NIFTYBEES,89.16999816894531
2020-03-31,NSE:BANKBEES,194.57000732421875
2020-03-31,NSE:LOWVOLIETF,7.736000061035156
2020-03-31,NSE:MOM100,12.609999656677246
2020-03-31,NSE:MON100,58.888999938964844
2020-03-31,NSE:CPSEETF,16.059999465942383
2020-03-31,NSE:NIFTYBEES,91.94000244140625
2020-04-01,NSE:CPSEETF,15.630000114440918
2020-04-01,NSE:LOWVOLIETF,7.699999809265137
2020-04-01,NSE:NIFTYBEES,89.3499984741211
2020-04-01,NSE:BANKBEES,187.02000427246094
2020-04-01,NSE:MON100,56.428001403808594
2020-04-01,NSE:MOM100,12.760000228881836
2020-04-03,NSE:LOWVOLIETF,7.39900016784668
2020-04-03,NSE:MOM100,12.609999656677246
2020-04-03,NSE:NIFTYBEES,86.58999633789062
2020-04-03,NSE:BANKBEES,174.8300018310547
2020-04-03,NSE:MON100,57.06999969482422
2020-04-03,NSE:CPSEETF,15.75
2020-04-07,NSE:CPSEETF,16.219999313354492
2020-04-07,NSE:MOM100,12.869999885559082
2020-04-07,NSE:MON100,61.20399856567383
2020-04-07,NSE:NIFTYBEES,92.41000366210938
2020-04-07,NSE:BANKBEES,192.1199951171875
2020-04-07,NSE:LOWVOLIETF,7.581999778747559
2020-04-08,NSE:MON100,60.46200180053711
2020-04-08,NSE:NIFTYBEES,92.81999969482422
2020-04-08,NSE:CPSEETF,16.25
2020-04-08,NSE:MOM100,12.979999542236328
2020-04-08,NSE:BANKBEES,191.27999877929688
2020-04-08,NSE:LOWVOLIETF,7.735000133514404
2020-04-09,NSE:NIFTYBEES,96.2300033569336
2020-04-09,NSE:CPSEETF,16.75
2020-04-09,NSE:MOM100,14.039999961853027
2020-04-09,NSE:LOWVOLIETF,7.980000019073486
2020-04-09,NSE:MON100,61.85599899291992
2020-04-09,NSE:BANKBEES,198.5800018310547
2020-04-13,NSE:LOWVOLIETF,7.823999881744385
2020-04-13,NSE:CPSEETF,16.739999771118164
2020-04-13,NSE:MON100,61.21500015258789
2020-04-13,NSE:BANKBEES,196.44000244140625
2020-04-13,NSE:MOM100,13.390000343322754
2020-04-13,NSE:NIFTYBEES,95.62000274658203
2020-04-15,NSE:BANKBEES,191.35000610351562
2020-04-15,NSE:CPSEETF,16.940000534057617
2020-04-15,NSE:LOWVOLIETF,8.017999649047852
2020-04-15,NSE:NIFTYBEES,95.19999694824219
2020-04-15,NSE:MON100,63.71500015258789
2020-04-15,NSE:MOM100,13.859999656677246
2020-04-16,NSE:MOM100,13.600000381469727
2020-04-16,NSE:NIFTYBEES,95.68000030517578
2020-04-16,NSE:LOWVOLIETF,7.886000156402588
2020-04-16,NSE:BANKBEES,195.47999572753906
2020-04-16,NSE:MON100,65.47899627685547
2020-04-16,NSE:CPSEETF,17.270000457763672
2020-04-17,NSE:LOWVOLIETF,8.003000259399414
2020-04-17,NSE:BANKBEES,210.32000732421875
2020-04-17,NSE:MOM100,13.84000015258789
2020-04-17,NSE:NIFTYBEES,98.20999908447266
2020-04-17,NSE:CPSEETF,17.59000015258789
2020-04-17,NSE:MON100,67.30500030517578
2020-04-20,NSE:CPSEETF,17.200000762939453
2020-04-20,NSE:LOWVOLIETF,8.053000450134277
2020-04-20,NSE:MOM100,13.970000267028809
2020-04-20,NSE:MON100,66.09700012207031
2020-04-20,NSE:BANKBEES,206.89999389648438
2020-04-20,NSE:NIFTYBEES,97.98999786376953
2020-04-21,NSE:MON100,65.86599731445312
2020-04-21,NSE:BANKBEES,198.22999572753906
2020-04-21,NSE:LOWVOLIETF,7.999000072479248
2020-04-21,NSE:NIFTYBEES,95.5999984741211
2020-04-21,NSE:CPSEETF,16.690000534057617
2020-04-21,NSE:MOM100,13.6899995803833
2020-04-22,NSE:BANKBEES,199.17999267578125
2020-04-22,NSE:MON100,64.13099670410156
2020-04-22,NSE:CPSEETF,16.579999923706055
2020-04-22,NSE:MOM100,13.850000381469727
2020-04-22,NSE:NIFTYBEES,97.37999725341797
2020-04-22,NSE:LOWVOLIETF,8.362000465393066
2020-04-23,NSE:MON100,64.6449966430664
2020-04-23,NSE:MOM100,13.720000267028809
2020-04-23,NSE:NIFTYBEES,98.62000274658203
2020-04-23,NSE:LOWVOLIETF,8.116000175476074
2020-04-23,NSE:BANKBEES,203.52999877929688
2020-04-23,NSE:CPSEETF,16.579999923706055
2020-04-24,NSE:BANKBEES,196.89999389648438
2020-04-24,NSE:NIFTYBEES,97.0999984741211
2020-04-24,NSE:MON100,64.41100311279297
2020-04-24,NSE:MOM100,13.5
2020-04-24,NSE:LOWVOLIETF,8.4350004196167
2020-04-24,NSE:CPSEETF,16.34000015258789
2020-04-27,NSE:MON100,66.4800033569336
2020-04-27,NSE:LOWVOLIETF,8.321999549865723
2020-04-27,NSE:MOM100,13.489999771118164
2020-04-27,NSE:BANKBEES,201.60000610351562
2020-04-27,NSE:CPSEETF,16.309999465942383
2020-04-27,NSE:NIFTYBEES,98.43000030517578
2020-04-28,NSE:CPSEETF,16.15999984741211
2020-04-28,NSE:LOWVOLIETF,8.038000106811523
2020-04-28,NSE:NIFTYBEES,99.3499984741211
2020-04-28,NSE:MON100,66.82599639892578
2020-04-28,NSE:MOM100,13.680000305175781
2020-04-28,NSE:BANKBEES,207.10000610351562
2020-04-29,NSE:CPSEETF,16.40999984741211
2020-04-29,NSE:NIFTYBEES,101.12000274658203
2020-04-29,NSE:MOM100,13.899999618530273
2020-04-29,NSE:BANKBEES,211.86000061035156
2020-04-29,NSE:LOWVOLIETF,8.107000350952148
2020-04-29,NSE:MON100,65.52899932861328
2020-04-30,NSE:CPSEETF,17.25
2020-04-30,NSE:MOM100,14.15999984741211
2020-04-30,NSE:BANKBEES,215.3300018310547
2020-04-30,NSE:LOWVOLIETF,8.28499984741211
2020-04-30,NSE:NIFTYBEES,104.18000030517578
2020-04-30,NSE:MON100,66.72599792480469
2020-05-04,NSE:CPSEETF,16.719999313354492
2020-05-04,NSE:NIFTYBEES,98.80000305175781
2020-05-04,NSE:MON100,64.09500122070312
2020-05-04,NSE:LOWVOLIETF,8.0649995803833
2020-05-04,NSE:BANKBEES,199.1999969482422
2020-05-04,NSE:MOM100,13.75
2020-05-05,NSE:LOWVOLIETF,8.196000099182129
2020-05-05,NSE:CPSEETF,16.809999465942383
2020-05-05,NSE:MOM100,13.579999923706055
2020-05-05,NSE:BANKBEES,195.1199951171875
2020-05-05,NSE:NIFTYBEES,97.6500015258789
2020-05-05,NSE:MON100,65.7699966430664
2020-05-06,NSE:BANKBEES,199.27999877929688
2020-05-06,NSE:CPSEETF,16.799999237060547
2020-05-06,NSE:MON100,66.66999816894531
2020-05-06,NSE:LOWVOLIETF,8.406999588012695
2020-05-06,NSE:MOM100,13.670000076293945
2020-05-06,NSE:NIFTYBEES,98.5
2020-05-07,NSE:CPSEETF,16.489999771118164
2020-05-07,NSE:MON100,67.88300323486328
2020-05-07,NSE:BANKBEES,197.25
2020-05-07,NSE:NIFTYBEES,97.5999984741211
2020-05-07,NSE:MOM100,13.75
2020-05-07,NSE:LOWVOLIETF,7.831999778747559
2020-05-08,NSE:CPSEETF,16.06999969482422
2020-05-08,NSE:MOM100,13.579999923706055
2020-05-08,NSE:NIFTYBEES,98.12000274658203
2020-05-08,NSE:BANKBEES,195.3000030517578
2020-05-08,NSE:MON100,68.08499908447266
2020-05-08,NSE:LOWVOLIETF,7.927000045776367
2020-05-11,NSE:CPSEETF,16.1200008392334
2020-05-11,NSE:NIFTYBEES,98.20999908447266
2020-05-11,NSE:BANKBEES,191.4199981689453
2020-05-11,NSE:MOM100,13.640000343322754
2020-05-11,NSE:LOWVOLIETF,7.946000099182129
2020-05-11,NSE:MON100,68.40399932861328
2020-05-12,NSE:BANKBEES,190.27000427246094
2020-05-12,NSE:MON100,68.91000366210938
2020-05-12,NSE:CPSEETF,16.190000534057617
2020-05-12,NSE:NIFTYBEES,97.95999908447266
2020-05-12,NSE:MOM100,13.789999961853027
2020-05-12,NSE:LOWVOLIETF,7.96999979019165
2020-05-13,NSE:LOWVOLIETF,7.986000061035156
2020-05-13,NSE:NIFTYBEES,99.69000244140625
2020-05-13,NSE:MON100,67.86900329589844
2020-05-13,NSE:MOM100,13.75
2020-05-13,NSE:BANKBEES,197.77999877929688
2020-05-13,NSE:CPSEETF,16.65999984741211
2020-05-14,NSE:NIFTYBEES,97.41999816894531
2020-05-14,NSE:LOWVOLIETF,7.973999977111816
2020-05-14,NSE:MOM100,13.729999542236328
2020-05-14,NSE:BANKBEES,192.4199981689453
2020-05-14,NSE:CPSEETF,16.270000457763672
2020-05-14,NSE:MON100,66.89399719238281
2020-05-15,NSE:LOWVOLIETF,7.949999809265137
2020-05-15,NSE:MON100,67.95600128173828
