strategy,side,open_ts,close_ts,entry,exit,qty,pnl,fee,pnl_pct,holding_hrs,reason
grid,long,2021-07-13 06:00,2021-07-13 07:00,32471.8154,33180.08,4.750012287184719e+25,3.204689930042695e+28,1.595758600358941e+27,2.078,1,grid TP hit (32958.89)
grid,long,2021-07-13 08:00,2021-07-13 09:00,32725.5218,33273.0,5.193827617760919e+25,2.668532991127212e+28,1.7497440415483107e+27,1.57,1,grid TP hit (33216.40)
ema,short,2021-07-12 17:00,2021-07-14 03:00,33112.12,31830.01,2.124582391594176e+26,2.627582022839188e+29,9.63663072476298e+27,3.735,34,TP hit (32300.00)
grid,long,2021-07-13 10:00,2021-07-16 22:00,32596.8217,31578.31,5.743432558357197e+25,-6.221557441121121e+28,3.7180418227338825e+27,-3.323,84,grid SL hit (31618.92)
grid,long,2021-07-16 23:00,2021-07-17 00:00,30913.1119,31636.52,9.001861210876707e+25,6.22367145816791e+28,2.8834740676306425e+27,2.237,1,grid TP hit (31376.81)
grid,long,2021-07-17 01:00,2021-07-17 04:00,30915.732,31387.84,9.92043910856361e+25,4.36046022184437e+28,3.2305794879943736e+27,1.422,3,grid TP hit (31379.47)
grid,long,2021-07-17 05:00,2021-07-17 06:00,31014.6457,31580.01,1.0890750776575204e+26,5.809012001073194e+28,3.482291436621496e+27,1.72,1,grid TP hit (31479.87)
grid,long,2021-07-17 07:00,2021-07-17 08:00,31040.9354,31706.44,1.1987305606070677e+26,7.592781301660775e+28,3.848257207850504e+27,2.041,1,grid TP hit (31506.55)
grid,long,2021-07-17 09:00,2021-07-17 13:00,31135.3969,31618.78,1.3169222366462904e+26,5.928565050075079e+28,4.3721448201508343e+27,1.446,4,grid TP hit (31602.43)
grid,long,2021-07-17 14:00,2021-07-17 15:00,31162.445,31764.75,1.4491279980665216e+26,8.26210460441666e+28,4.6606578433790836e+27,1.83,1,grid TP hit (31629.88)
grid,long,2021-07-17 16:00,2021-07-17 17:00,31207.7846,31731.13,1.594227678054426e+26,7.831128228006324e+28,5.121897877321743e+27,1.574,1,grid TP hit (31675.90)
grid,long,2021-07-17 18:00,2021-07-17 19:00,31259.0144,31834.33,1.7531224958038423e+26,9.52091621984272e+28,5.650709856261616e+27,1.737,1,grid TP hit (31727.90)
grid,long,2021-07-17 20:00,2021-07-17 21:00,31247.2437,31720.0,1.9320327650560682e+26,8.513306277893904e+28,6.205013029892321e+27,1.41,1,grid TP hit (31715.95)
grid,long,2021-07-17 22:00,2021-07-18 00:00,31160.4159,31975.13,2.1336963091485304e+26,1.668421620894086e+29,6.993084728718305e+27,2.509,2,grid TP hit (31627.82)
grid,long,2021-07-18 01:00,2021-07-19 12:00,31729.8543,30713.15,2.309993097833066e+26,-2.450566349024564e+29,1.0198654898702298e+28,-3.343,35,grid SL hit (30777.96)
dca,long,2021-07-01 06:00,2021-07-19 12:00,33511.24,30713.15,4.175554929659954e+24,-1.2513961273781266e+28,8.303827806490594e+26,-8.943,438,DCA SL hit (31165.45)
grid,long,2021-07-19 13:00,2021-07-19 14:00,30146.0925,30816.05,2.6703409979357898e+26,1.7056971339108073e+29,8.331797873080719e+27,2.119,1,grid TP hit (30598.28)
grid,long,2021-07-19 15:00,2021-07-19 16:00,30227.6406,30705.58,2.9348271705734368e+26,1.3114275219044555e+29,9.124201510311901e+27,1.478,1,grid TP hit (30681.06)
ema,long,2021-07-21 11:00,2021-07-23 01:00,31534.11,32761.16,1.5490637256700354e+27,1.8259236858472794e+30,7.48549587361364e+28,3.738,38,TP hit (32532.08)
grid,long,2021-07-19 17:00,2021-07-23 19:00,30275.0487,32248.63,3.2272933272669256e+26,6.137757292455639e+29,2.3156862921781253e+28,6.282,98,grid TP hit (30729.17)
grid,long,2021-07-23 20:00,2021-07-23 21:00,31994.7798,32605.61,4.96038840802086e+26,2.8661965993256963e+29,1.6375819600395465e+28,1.806,1,grid TP hit (32474.70)
grid,long,2021-07-23 22:00,2021-07-27 08:00,32638.8221,37254.98,5.357054156683411e+26,2.4324864551533005e+30,4.041433145689687e+28,13.912,82,grid TP hit (33128.40)
grid,long,2021-07-27 09:00,2021-07-27 10:00,36809.4204,37608.57,5.290703592738968e+26,4.026600401448754e+29,2.0146299387198466e+28,2.068,1,grid TP hit (37361.56)
grid,long,2021-07-27 11:00,2021-07-27 12:00,37493.897,38350.03,5.723749971272121e+26,4.678041712442925e+29,2.222498078996698e+28,2.18,1,grid TP hit (38056.31)
grid,long,2021-07-27 13:00,2021-07-27 22:00,37883.5531,39178.13,6.243147355456791e+26,7.81012259161532e+29,2.7211175805513213e+28,3.302,9,grid TP hit (38451.81)
grid,long,2021-07-27 23:00,2021-07-28 01:00,38866.0019,39878.75,6.713353900437796e+26,6.524522905724774e+29,2.7441316590351085e+28,2.501,2,grid TP hit (39448.99)
grid,long,2021-07-28 15:00,2021-07-28 16:00,39093.7044,40119.86,7.357698968327875e+26,7.251264273775756e+29,2.9887972568810204e+28,2.521,1,grid TP hit (39680.11)
grid,long,2021-07-28 17:00,2021-07-28 18:00,38376.585,40440.99,8.262851992737729e+26,1.6719538079322812e+30,3.383348887449089e+28,5.273,1,grid TP hit (38952.23)
grid,long,2021-07-28 19:00,2021-07-29 09:00,39782.7809,40392.01,8.809094848120423e+26,4.948672336134209e+29,4.180850304555687e+28,1.412,14,grid TP hit (40379.52)
grid,long,2021-07-29 10:00,2021-07-30 20:00,39579.7527,40668.56,9.751327766754833e+26,1.0052201591535946e+30,5.651157531657573e+28,2.604,34,grid TP hit (40173.45)
grid,long,2021-07-30 21:00,2021-07-31 23:00,40564.2798,41461.83,1.0489950304492054e+27,8.838970858780299e+29,5.762856105091196e+28,2.077,26,grid TP hit (41172.74)
grid,long,2021-08-01 00:00,2021-08-01 02:00,41111.3095,41808.25,1.140587248062737e+27,7.460433982536652e+29,4.88781057341644e+28,1.591,2,grid TP hit (41727.98)
grid,long,2021-08-01 03:00,2021-08-01 22:00,41798.603,40268.63,1.2356885232581616e+27,-1.9521475001529685e+30,6.15773613736825e+28,-3.78,19,grid SL hit (40544.64)
ema,short,2021-08-01 23:00,2021-08-03 05:00,39845.44,38254.85,7.104285926996467e+27,1.0926317737941592e+31,3.736884146797461e+29,3.86,30,TP hit (38263.17)
ema,long,2021-08-04 21:00,2021-08-05 06:00,39838.38,39088.18,1.0791897666022577e+28,-8.565373776893672e+30,4.692921478435658e+29,-1.992,9,SL hit (39287.01)
ema,short,2021-08-05 09:00,2021-08-05 14:00,38040.44,39002.78,1.6834713990207888e+28,-1.689835684784229e+31,6.97638186505688e+29,-2.639,5,SL hit (38623.98)
grid,long,2021-08-06 05:00,2021-08-06 06:00,39945.8575,41033.16,4.7632203100872036e+27,4.9811684835068125e+30,1.978931058627961e+29,2.618,1,grid TP hit (40545.05)
grid,long,2021-08-06 07:00,2021-08-06 08:00,40118.6462,40943.08,5.22891775641479e+27,4.0941326992649237e+30,2.1676409798949017e+29,1.952,1,grid TP hit (40720.43)
grid,long,2021-08-06 09:00,2021-08-06 10:00,39983.2579,40684.83,5.78100082481191e+27,3.8176498650303774e+30,2.38139023734674e+29,1.652,1,grid TP hit (40583.01)
grid,long,2021-08-06 11:00,2021-08-06 12:00,39899.9466,40762.86,6.381367494116827e+27,5.243193196354441e+30,2.633743246433755e+29,2.059,1,grid TP hit (40498.45)
grid,long,2021-08-06 13:00,2021-08-06 15:00,40310.209,42199.98,6.960437801766129e+27,1.285256025867687e+31,3.0107359442641902e+29,4.581,2,grid TP hit (40914.86)
ema,long,2021-08-05 17:00,2021-08-06 16:00,40706.99,42519.92,2.338248327387615e+28,4.111074545451736e+31,1.2800599471909357e+30,4.319,23,TP hit (42441.56)
grid,long,2021-08-08 19:00,2021-08-08 20:00,43059.3735,43840.91,9.50282512985297e+27,7.004984534567936e+30,4.2182015752941766e+29,1.712,1,grid TP hit (43705.26)
grid,long,2021-08-08 21:00,2021-08-09 09:00,43565.762,44855.11,1.0346745366521468e+28,1.2806835383042795e+31,5.337200617909074e+29,2.841,12,grid TP hit (44219.25)
grid,long,2021-08-09 10:00,2021-08-09 11:00,44961.9305,45930.01,1.105548253371024e+28,1.0188459797099128e+31,5.1412565361973836e+29,2.05,1,grid TP hit (45636.36)
grid,long,2021-08-09 12:00,2021-08-10 02:00,44990.2099,46084.39,1.2174927862718902e+28,1.2662301690801826e+31,6.592620955207e+29,2.312,14,grid TP hit (45665.06)
grid,long,2021-08-10 03:00,2021-08-10 07:00,45023.1286,45948.0,1.3409536159605404e+28,1.1755148045450296e+31,6.469484358346266e+29,1.947,4,grid TP hit (45698.48)
grid,long,2021-08-10 08:00,2021-08-11 07:00,45442.8075,46349.25,1.463880369239505e+28,1.2395667460002482e+31,8.73565624001167e+29,1.863,23,grid TP hit (46124.45)
grid,long,2021-08-11 08:00,2021-08-11 13:00,45501.4052,46268.63,1.6107727080996083e+28,1.1566385069691933e+31,7.91862618479812e+29,1.578,5,grid TP hit (46183.93)
grid,long,2021-08-11 14:00,2021-08-11 17:00,45792.6598,46522.11,1.762946260753295e+28,1.200889835236577e+31,8.509157911186048e+29,1.488,3,grid TP hit (46479.55)
grid,long,2021-08-11 18:00,2021-08-11 19:00,45608.2876,46448.0,1.9495363465238005e+28,1.5453659768774185e+31,9.16839650261292e+29,1.738,1,grid TP hit (46292.41)
ema,long,2021-08-13 11:00,2021-08-13 20:00,46138.47,47588.0,1.0613958979324231e+29,1.48233314579021e+32,5.619205013977408e+30,3.027,9,TP hit (47533.17)
grid,long,2021-08-11 21:00,2021-08-14 19:00,45639.5613,47033.76,2.146211707907826e+28,2.808022031448331e+31,1.8422354164154142e+30,2.867,66,grid TP hit (46324.15)
grid,long,2021-08-14 20:00,2021-08-14 21:00,45921.2418,47017.45,3.4498833784554267e+28,3.6175583427576834e+31,1.6423227824301357e+30,2.283,1,grid TP hit (46610.06)
grid,long,2021-08-14 22:00,2021-08-14 23:00,46146.0877,47068.51,3.78387732825955e+28,3.3100050918387927e+31,1.803277362122574e+30,1.896,1,grid TP hit (46838.28)
grid,long,2021-08-15 00:00,2021-08-15 22:00,46487.9615,47210.67,4.138400173455183e+28,2.741751759488445e+31,2.4910522226909265e+30,1.425,22,grid TP hit (47185.28)
grid,long,2021-08-15 23:00,2021-08-16 00:00,46269.2127,47546.67,4.579271851881996e+28,5.62937351419469e+31,2.2045074167649366e+30,2.657,1,grid TP hit (46963.25)
grid,long,2021-08-16 01:00,2021-08-17 19:00,46920.1204,45465.01,4.9788658061398095e+28,-7.590004794807236e+31,3.452053800888269e+30,-3.249,42,grid SL hit (45512.52)
grid,long,2021-08-17 20:00,2021-08-18 17:00,44324.0249,45813.89,5.779879441830214e+28,8.276932515870672e+31,3.3430843571360444e+30,3.231,21,grid TP hit (44988.89)
grid,long,2021-08-18 18:00,2021-08-19 14:00,44720.379,45448.27,6.31945329690165e+28,4.240862905122543e+31,3.5901027461247046e+30,1.501,20,grid TP hit (45391.18)
grid,long,2021-08-19 15:00,2021-08-19 18:00,45092.8863,46562.83,6.902751900738869e+28,9.813192068494633e+31,3.334646006595164e+30,3.153,3,grid TP hit (45769.28)
grid,long,2021-08-19 19:00,2021-08-21 23:00,46009.35,48821.87,7.4624331790174635e+28,2.0387098159443258e+32,6.011444052069677e+30,5.938,52,grid TP hit (46699.49)
grid,long,2021-08-22 00:00,2021-08-22 01:00,48229.2346,49025.93,7.87240868292476e+28,5.881134832002578e+31,3.907765589832173e+30,1.549,1,grid TP hit (48952.67)
grid,long,2021-08-22 02:00,2021-08-22 04:00,48104.4056,49110.6,8.693557490939261e+28,8.309789393333753e+31,4.376194701273847e+30,1.987,2,grid TP hit (48825.97)
grid,long,2021-08-22 05:00,2021-08-22 06:00,48392.8136,49164.45,9.522228240805053e+28,6.8736908665515355e+31,4.7400705316156854e+30,1.492,1,grid TP hit (49118.71)
grid,long,2021-08-22 07:00,2021-08-22 09:00,48457.0848,49218.41,1.0473792384775537e+29,7.445570565363158e+31,5.283909930449792e+30,1.467,2,grid TP hit (49183.94)
grid,long,2021-08-22 10:00,2021-08-22 11:00,48378.3242,49132.04,1.1554269472888876e+29,8.133853991173914e+31,5.747808902866647e+30,1.455,1,grid TP hit (49104.00)
grid,long,2021-08-22 12:00,2021-08-22 13:00,48128.6268,48861.87,1.2791374778089595e+29,8.74636609158204e+31,6.328231226723964e+30,1.421,1,grid TP hit (48850.56)
grid,long,2021-08-22 14:00,2021-08-22 15:00,47527.4419,48526.61,1.4265600664226974e+29,1.3552819318967612e+32,7.009145053467919e+30,1.999,1,grid TP hit (48240.35)
grid,long,2021-08-22 16:00,2021-08-22 17:00,47901.5941,48677.28,1.559646921662885e+29,1.1329277640815406e+32,7.686836203075886e+30,1.516,1,grid TP hit (48620.12)
grid,long,2021-08-22 18:00,2021-08-22 19:00,47647.927,48647.85,1.726966062795823e+29,1.641769649257978e+32,8.506335080270655e+30,1.995,1,grid TP hit (48362.65)
grid,long,2021-08-22 20:00,2021-08-22 21:00,47653.2756,48680.02,1.902722015721018e+29,1.8598268217962735e+32,9.378235260198621e+30,2.051,1,grid TP hit (48368.07)
grid,long,2021-08-22 22:00,2021-08-22 23:00,48511.3879,49239.22,2.059618373738477e+29,1.3963746889083518e+32,1.02681677248308e+31,1.398,1,grid TP hit (49239.06)
grid,long,2021-08-23 00:00,2021-08-23 01:00,48677.4884,49822.89,2.260512814402183e+29,2.4751617840993833e+32,1.1403309731174478e+31,2.249,1,grid TP hit (49407.65)
grid,long,2021-08-23 02:00,2021-08-23 03:00,49295.5759,50260.0,2.4601844138778484e+29,2.2474665366794346e+32,1.2519447949951942e+31,1.853,1,grid TP hit (50035.01)
grid,long,2021-08-23 04:00,2021-08-23 09:00,49545.8743,50303.86,2.696822879978107e+29,1.9000137903195482e+32,1.4413938813666649e+31,1.422,5,grid TP hit (50289.06)
grid,long,2021-08-23 10:00,2021-08-23 11:00,49478.7268,50394.85,2.974101018064597e+29,2.5728899262137037e+32,1.5175286687384034e+31,1.748,1,grid TP hit (50220.91)
grid,long,2021-08-23 12:00,2021-08-26 03:00,49519.6044,47911.79,3.273709084193627e+29,-5.543884499408196e+32,2.8036805611632215e+31,-3.42,63,grid SL hit (48034.02)
grid,long,2021-08-26 04:00,2021-08-27 14:00,47165.8188,48125.05,3.768692270409493e+29,3.35659709084963e+32,2.584501181260003e+31,1.888,34,grid TP hit (47873.31)
grid,long,2021-08-27 15:00,2021-08-27 16:00,47461.8999,48178.93,4.126397952520552e+29,2.75746082413275e+32,2.012905060829639e+31,1.408,1,grid TP hit (48173.83)
grid,long,2021-08-27 17:00,2021-08-27 18:00,47446.0513,48325.48,4.545952949888423e+29,3.775410067641276e+32,2.224314253402837e+31,1.75,1,grid TP hit (48157.74)
grid,long,2021-08-27 19:00,2021-08-27 20:00,47569.2847,48895.24,4.99507702413282e+29,6.375960670273597e+32,2.4728843353737827e+31,2.683,1,grid TP hit (48282.82)
grid,long,2021-08-28 11:00,2021-08-28 12:00,47944.5992,48866.0,5.464375635735013e+29,4.764520125203241e+32,2.70359957063525e+31,1.819,1,grid TP hit (48663.77)
grid,long,2021-08-28 13:00,2021-08-28 15:00,48001.7193,48811.12,6.013040509755478e+29,4.5661180741387354e+32,3.008408229336992e+31,1.582,2,grid TP hit (48721.75)
grid,long,2021-08-28 16:00,2021-08-28 17:00,48222.0442,49011.31,6.592994243018307e+29,4.87645477952973e+32,3.271704257311954e+31,1.534,1,grid TP hit (48945.37)
grid,long,2021-08-28 18:00,2021-08-28 21:00,48057.1551,48929.59,7.286662663099469e+29,5.9872350277864885e+32,3.6990341969528134e+31,1.71,3,grid TP hit (48778.01)
grid,long,2021-08-28 22:00,2021-08-28 23:00,47955.7199,48895.35,8.044037562578215e+29,7.160187739095129e+32,3.9823248243585134e+31,1.856,1,grid TP hit (48675.06)
grid,long,2021-08-29 00:00,2021-08-30 23:00,48817.2994,46982.91,8.706151746757649e+29,-1.6619823589779367e+33,6.493515460432587e+31,-3.91,47,grid SL hit (47352.78)
grid,long,2021-08-31 00:00,2021-08-31 01:00,46142.8077,46877.84,1.0094908348478318e+30,6.940941364312263e+32,4.7914284210431365e+31,1.49,1,grid TP hit (46834.95)
grid,long,2021-08-31 08:00,2021-08-31 11:00,47018.9947,47969.51,1.0911242833953021e+30,9.828268521993119e+32,5.430347336945779e+31,1.916,3,grid TP hit (47724.28)
grid,long,2021-08-31 12:00,2021-08-31 13:00,47092.85,47873.37,1.200332447841565e+30,8.787012232982968e+32,5.818225889100651e+31,1.554,1,grid TP hit (47799.24)
grid,long,2021-08-31 14:00,2021-08-31 15:00,46545.1998,47397.13,1.3376674957537518e+30,1.0754051501121906e+33,6.41941201954277e+31,1.727,1,grid TP hit (47243.38)
grid,long,2021-08-31 16:00,2021-09-01 05:00,46656.17,47424.31,1.470105998915093e+30,1.0481992339598934e+33,8.104806155203799e+31,1.528,13,grid TP hit (47356.01)
grid,long,2021-09-01 06:00,2021-09-01 08:00,46596.7548,47347.09,1.6212808861919683e+30,1.1378221937264102e+33,7.868200533465615e+31,1.506,2,grid TP hit (47295.71)
grid,long,2021-09-01 09:00,2021-09-01 11:00,46929.6257,47713.31,1.7730228409527906e+30,1.302778544488586e+33,8.671170815864772e+31,1.566,2,grid TP hit (47633.57)
grid,long,2021-09-01 12:00,2021-09-01 16:00,46991.4147,48473.63,1.9503559474434107e+30,2.791579551553707e+33,9.92678741929049e+31,3.046,4,grid TP hit (47696.29)
grid,long,2021-09-01 17:00,2021-09-01 23:00,47999.0598,48810.52,2.105978261352523e+30,1.5984139997551445e+33,1.1050343609871099e+32,1.581,6,grid TP hit (48719.05)
grid,long,2021-09-02 00:00,2021-09-02 01:00,48053.4023,49708.13,2.31707229547655e+30,3.7175066627086384e+33,1.1661704751898358e+32,3.339,1,grid TP hit (48774.20)
grid,long,2021-09-02 23:00,2021-09-03 03:00,48507.9404,49476.83,2.5323306498402608e+30,2.3219925526722432e+33,1.3155627771923292e+32,1.89,4,grid TP hit (49235.56)
grid,long,2021-09-03 04:00,2021-09-03 08:00,48961.5723,49986.9,2.7642468928626046e+30,2.6891739692316897e+33,1.4508493965927542e+32,1.987,4,grid TP hit (49696.00)
grid,long,2021-09-03 09:00,2021-09-03 11:00,49348.5394,50168.54,3.022003214941154e+30,2.322644723055547e+33,1.5539972639812648e+32,1.557,2,grid TP hit (50088.77)
grid,long,2021-09-03 12:00,2021-09-03 13:00,49886.1623,50713.2,3.292735562540268e+30,2.554144139393929e+33,1.6907247159434485e+32,1.555,1,grid TP hit (50634.45)
grid,long,2021-09-03 14:00,2021-09-05 19:00,49931.3541,50684.56,3.623517251502198e+30,2.4239260260908603e+33,3.053287276682271e+32,1.34,53,grid TP hit (50680.32)
grid,long,2021-09-05 20:00,2021-09-05 21:00,50861.7456,51700.0,3.9173672160517575e+30,3.078690625769538e+33,2.0505948363324928e+32,1.545,1,grid TP hit (51624.67)
grid,long,2021-09-05 22:00,2021-09-06 18:00,51044.6602,51833.37,4.299303638435553e+30,3.112343882483236e+33,2.7855924529172033e+32,1.418,20,grid TP hit (51810.33)
grid,long,2021-09-06 19:00,2021-09-06 20:00,50939.6591,51921.78,4.744661334372105e+30,4.4104001699231653e+33,2.494306527524971e+32,1.825,1,grid TP hit (51703.75)
grid,long,2021-09-06 21:00,2021-09-06 22:00,51317.5051,52591.21,5.188822885410397e+30,6.332731319993559e+33,2.7629755494466688e+32,2.378,1,grid TP hit (52087.27)
ema,short,2021-09-07 14:00,2021-09-07 15:00,47374.1,46656.07,3.097499307247153e+31,2.0777738187724965e+34,1.463236088101731e+33,1.416,1,volatile regime — emergency exit
grid,long,2021-09-06 23:00,2021-09-11 21:00,51873.9415,45380.0,5.658174924811128e+30,-3.7379357704257994e+34,6.3550074576762435e+32,-12.735,118,grid SL hit (50317.72)
grid,long,2021-09-11 22:00,2021-09-12 04:00,44412.6157,45334.11,1.0532322814276692e+31,9.192190920405551e+33,5.132839920942739e+32,1.965,6,grid TP hit (45078.80)
grid,long,2021-09-12 05:00,2021-09-12 07:00,44684.5742,45357.02,1.1534567748676767e+31,7.220118100114959e+33,5.362529605697892e+32,1.401,2,grid TP hit (45354.84)
grid,long,2021-09-12 08:00,2021-09-13 13:00,45427.5203,46140.01,1.2495276863449873e+31,8.117230317365966e+33,7.855251217265711e+32,1.43,29,grid TP hit (46108.93)
grid,long,2021-09-13 14:00,2021-09-13 15:00,43274.3202,44361.31,1.4446150640626722e+31,1.5053957601663167e+34,6.488607939614848e+32,2.408,1,grid TP hit (43923.44)
grid,long,2021-09-13 16:00,2021-09-13 17:00,43768.4553,44461.74,1.5744329097975403e+31,1.0206531955227118e+34,7.087705201639747e+32,1.481,1,grid TP hit (44424.98)
grid,long,2021-09-13 18:00,2021-09-13 19:00,44034.7894,44741.66,1.7235626943315288e+31,1.1402567154424256e+34,7.807899425919601e+32,1.502,1,grid TP hit (44695.31)
grid,long,2021-09-13 20:00,2021-09-14 00:00,44490.9922,45168.69,1.878870851146118e+31,1.184197200529127e+34,8.910944177672791e+32,1.417,4,grid TP hit (45158.36)
grid,long,2021-09-14 01:00,2021-09-14 03:00,44455.7883,45186.85,2.070870300115201e+31,1.418018453820446e+34,9.59155082612796e+32,1.54,2,grid TP hit (45122.63)
grid,long,2021-09-14 04:00,2021-09-14 05:00,44407.346,45237.46,2.283428161925347e+31,1.7909179889438048e+34,1.0458769626469605e+33,1.766,1,grid TP hit (45073.46)
grid,long,2021-09-14 06:00,2021-09-14 07:00,44919.4672,45720.02,2.486895806246079e+31,1.8757692134240697e+34,1.1512218757448044e+33,1.679,1,grid TP hit (45593.26)
grid,long,2021-09-14 08:00,2021-09-14 10:00,45272.2942,46027.93,2.718162314297288e+31,1.925701585544501e+34,1.2823916934939142e+33,1.565,2,grid TP hit (45951.38)
grid,long,2021-09-14 11:00,2021-09-14 12:00,45284.193,46532.99,2.9931736398172868e+31,3.5968439263448993e+34,1.4102233553800492e+33,2.654,1,grid TP hit (45963.46)
grid,long,2021-09-16 16:00,2021-09-17 01:00,47230.75,48028.01,3.164123544812522e+31,2.353566342394954e+34,1.6906279494228402e+33,1.575,9,grid TP hit (47939.21)
grid,long,2021-09-17 02:00,2021-09-17 03:00,47028.1059,47899.83,3.500220343596413e+31,2.881470544898702e+34,1.6975570891356988e+33,1.75,1,grid TP hit (47733.53)
grid,long,2021-09-17 04:00,2021-09-18 04:00,47350.7919,48329.3,3.8297414931593443e+31,3.506817537266504e+34,2.4061534320894967e+33,1.934,24,grid TP hit (48061.05)
grid,long,2021-09-18 05:00,2021-09-23 01:00,47948.8052,43627.41,4.167110503186703e+31,-1.8453141702157754e+35,4.454105841726899e+33,-9.235,116,grid SL hit (46510.34)
grid,long,2021-09-23 02:00,2021-09-23 03:00,43048.8636,44074.57,5.062235180520302e+31,4.966462489271019e+34,2.259047868055585e+33,2.279,1,grid TP hit (43694.60)
grid,long,2021-09-23 04:00,2021-09-23 06:00,43375.9722,44300.32,5.537413005821311e+31,4.867053632289036e+34,2.5144189733329707e+33,2.026,2,grid TP hit (44026.61)
grid,long,2021-09-23 07:00,2021-09-23 17:00,43566.5402,44817.3,6.075130713735017e+31,7.292224755037856e+34,3.0630482520376095e+33,2.755,10,grid TP hit (44220.04)
grid,long,2021-09-23 18:00,2021-09-23 19:00,44064.4281,44767.57,6.623084346917155e+31,4.356762477033629e+34,3.0020563451797446e+33,1.493,1,grid TP hit (44725.39)
grid,long,2021-09-23 20:00,2021-09-23 22:00,44009.8098,44786.35,7.303670693109481e+31,5.336311164832843e+34,3.3528237074500234e+33,1.66,2,grid TP hit (44669.96)
grid,long,2021-09-23 23:00,2021-09-24 09:00,44192.2811,42350.81,8.012212839868199e+31,-1.5135997558284657e+35,3.817391666184208e+33,-4.275,10,grid SL hit (42866.51)
grid,long,2021-09-24 10:00,2021-09-24 18:00,41510.4019,42152.07,9.344129240846827e+31,5.562567827294505e+34,4.332618288341446e+33,1.434,8,grid TP hit (42133.06)
grid,long,2021-09-24 19:00,2021-09-24 20:00,41735.8585,42934.52,1.0235416257876722e+32,1.1823853050437546e+35,4.449458425825349e+33,2.768,1,grid TP hit (42361.90)
grid,long,2021-09-24 21:00,2021-09-24 22:00,42268.0146,42993.13,1.1144169994025362e+32,7.595696942015776e+34,4.85111783661422e+33,1.613,1,grid TP hit (42902.03)
grid,long,2021-09-24 23:00,2021-09-26 18:00,42168.4114,43190.81,1.2304437902335409e+32,1.1762952561533019e+35,8.170869083797221e+33,2.267,43,grid TP hit (42800.94)
grid,long,2021-09-26 19:00,2021-09-27 00:00,42603.7519,43872.24,1.3416880924478559e+32,1.6393735883099703e+35,6.254179087182793e+33,2.868,5,grid TP hit (43242.81)
grid,long,2021-09-27 01:00,2021-09-27 23:00,43607.5851,42147.35,1.4455114264922965e+32,-2.1884652293423655e+35,7.767870692724686e+33,-3.472,22,grid SL hit (42299.36)
grid,long,2021-09-28 00:00,2021-09-28 01:00,41698.005,42459.91,1.6574807055871166e+32,1.1915866493845722e+35,7.125618760579004e+33,1.724,1,grid TP hit (42323.48)
grid,long,2021-09-28 02:00,2021-09-28 03:00,41796.5641,42558.4,1.8216150433508043e+32,1.309277651572993e+35,7.849408443170264e+33,1.72,1,grid TP hit (42423.51)
ema,long,2021-09-26 16:00,2021-09-29 21:00,43214.15,41236.0,6.0027411654127374e+32,-1.2353909941086573e+36,4.795875047253592e+34,-4.762,75,SL hit (42445.25)
grid,long,2021-09-28 04:00,2021-09-30 11:00,41996.3024,43072.29,1.9971827081041924e+32,2.0059302043470597e+35,1.4301362450747166e+34,2.392,53,grid TP hit (42626.25)
grid,long,2021-09-30 12:00,2021-09-30 18:00,42768.2371,43994.08,2.7381204094077207e+32,3.227009930156864e+35,1.2949566996669972e+34,2.756,6,grid TP hit (43409.76)
grid,long,2021-09-30 19:00,2021-09-30 21:00,42879.3253,43754.0,3.0113820703998854e+32,2.498925547057314e+35,1.3505401138598351e+34,1.935,2,grid TP hit (43522.52)
grid,long,2021-09-30 22:00,2021-09-30 23:00,43085.5745,43824.1,3.3021635734801995e+32,2.2922087281924277e+35,1.4652327599381052e+34,1.611,1,grid TP hit (43731.86)
grid,long,2021-10-01 00:00,2021-10-01 01:00,43039.0628,43742.74,3.641300698428724e+32,2.4010288042437615e+35,1.612714755846009e+34,1.532,1,grid TP hit (43684.65)
grid,long,2021-10-01 02:00,2021-10-01 03:00,42728.3248,43635.79,4.0398124205932815e+32,3.487505072720855e+35,1.784839115047051e+34,2.02,1,grid TP hit (43369.25)
grid,long,2021-10-01 04:00,2021-10-01 05:00,42970.6447,43850.33,4.426448557559576e+32,3.697354231939659e+35,1.9652749535172404e+34,1.944,1,grid TP hit (43615.20)
grid,long,2021-10-01 06:00,2021-10-01 07:00,43335.1637,44788.42,4.836229521497631e+32,6.808966594660824e+35,2.1931466751305038e+34,3.249,1,grid TP hit (43985.19)
dca,long,2021-09-24 09:00,2021-10-01 08:00,42350.81,44945.8,1.374011798259701e+32,3.376418944201647e+35,1.8912793216430146e+34,5.802,165,DCA target hit (44891.86)
ema,long,2021-09-30 04:00,2021-10-01 10:00,43506.61,47081.46,1.2477511606618196e+33,4.379747560446006e+36,8.077567624589792e+34,8.068,30,TP hit (44989.69)
grid,long,2021-10-01 08:00,2021-10-03 05:00,44271.613,47990.14,5.222231598362068e+32,1.902742228389092e+36,3.915869148715928e+34,8.23,45,grid TP hit (44935.69)
grid,long,2021-10-03 06:00,2021-10-03 11:00,47253.3951,47974.86,6.793538608984641e+32,4.555010308350292e+35,3.4628900515004747e+34,1.419,5,grid TP hit (47962.20)
grid,long,2021-10-03 12:00,2021-10-03 13:00,47244.9636,48052.5,7.483187910031634e+32,5.6788662889149826e+35,3.6408071063488005e+34,1.606,1,grid TP hit (47953.64)
