strategy,side,open_ts,close_ts,entry,exit,qty,pnl,fee,pnl_pct,holding_hrs,reason
grid,long,2024-06-12 12:00,2024-06-12 16:00,2317.705,2354.8,2.133909,53.42,25.74,1.08,4,grid TP hit (2352.47)
grid,long,2024-06-12 18:00,2024-06-12 20:00,2304.4075,2340.7,2.147446,52.19,25.74,1.055,2,grid TP hit (2338.97)
grid,long,2024-06-12 22:00,2024-06-13 12:00,2302.339,2339.3,2.150548,53.74,25.74,1.085,14,grid TP hit (2336.87)
grid,long,2024-06-13 13:00,2024-06-13 14:00,2291.2085,2329.3,2.16224,56.62,25.75,1.143,1,grid TP hit (2325.58)
grid,long,2024-06-13 15:00,2024-06-13 16:00,2279.684,2314.8,2.174548,50.62,25.74,1.021,1,grid TP hit (2313.88)
grid,long,2024-06-13 17:00,2024-06-13 18:00,2282.245,2318.6,2.173221,53.26,25.75,1.074,1,grid TP hit (2316.48)
grid,long,2024-06-13 19:00,2024-06-13 20:00,2284.215,2319.7,2.172575,51.35,25.75,1.035,1,grid TP hit (2318.48)
grid,long,2024-06-13 22:00,2024-06-14 00:00,2283.427,2320.1,2.174469,54.0,25.75,1.087,2,grid TP hit (2317.68)
grid,long,2024-06-14 01:00,2024-06-14 02:00,2286.185,2321.7,2.173104,51.43,25.75,1.035,1,grid TP hit (2320.48)
grid,long,2024-06-14 03:00,2024-06-14 04:00,2285.6925,2320.9,2.174719,50.82,25.75,1.022,1,grid TP hit (2319.98)
grid,long,2024-06-14 05:00,2024-06-14 06:00,2289.928,2327.5,2.171814,55.85,25.75,1.123,1,grid TP hit (2324.28)
grid,long,2024-06-14 07:00,2024-06-14 08:00,2295.641,2332.6,2.167744,54.36,25.75,1.092,1,grid TP hit (2330.08)
grid,long,2024-06-14 09:00,2024-06-14 10:00,2303.0285,2346.1,2.162055,67.36,25.76,1.353,1,grid TP hit (2337.57)
grid,long,2024-06-14 11:00,2024-06-20 04:00,2312.386,2354.2,2.155128,64.35,25.76,1.291,62,grid TP hit (2347.07)
grid,long,2024-06-20 05:00,2024-06-20 06:00,2318.7885,2357.6,2.150865,57.72,25.76,1.157,1,grid TP hit (2353.57)
grid,long,2024-06-20 07:00,2024-06-20 10:00,2316.8185,2352.8,2.154097,51.75,25.76,1.037,3,grid TP hit (2351.57)
grid,long,2024-06-20 11:00,2024-06-20 13:00,2317.508,2363.1,2.1546,72.46,25.77,1.451,2,grid TP hit (2352.27)
ema,short,2024-06-21 19:00,2024-06-26 13:00,2335.0,2307.6,9.626769,230.71,33.06,1.026,63,TP hit (2312.97)
ema,long,2024-06-27 17:00,2024-07-05 05:00,2336.7,2373.0,9.662514,317.38,33.37,1.406,85,TP hit (2352.39)
grid,long,2024-06-20 14:00,2024-07-05 15:00,2342.2315,2393.0,2.133874,82.56,25.78,1.652,213,grid TP hit (2377.36)
grid,long,2024-07-05 16:00,2024-07-05 18:00,2358.7795,2399.5,2.141947,61.43,25.79,1.216,2,grid TP hit (2394.16)
grid,long,2024-07-05 19:00,2024-07-05 20:00,2361.242,2399.8,2.141245,56.77,25.79,1.123,1,grid TP hit (2396.66)
grid,long,2024-07-07 22:00,2024-07-07 23:00,2357.5975,2394.2,2.145893,52.76,25.79,1.043,1,grid TP hit (2392.96)
grid,long,2024-07-08 00:00,2024-07-08 01:00,2359.075,2394.7,2.145715,50.65,25.79,1.001,1,grid TP hit (2394.46)
grid,long,2024-07-08 02:00,2024-07-08 03:00,2355.2335,2390.6,2.150293,50.26,25.79,0.992,1,grid TP hit (2390.56)
grid,long,2024-07-08 04:00,2024-07-10 13:00,2357.2035,2392.9,2.149557,50.94,25.79,1.005,55,grid TP hit (2392.56)
ema,short,2024-07-09 12:00,2024-07-10 14:00,2367.0,2381.3,9.627636,-171.04,33.37,-0.751,25,SL hit (2374.44)
grid,long,2024-07-10 20:00,2024-07-10 22:00,2342.2315,2378.3,2.155767,51.97,25.78,1.029,1,grid TP hit (2377.36)
