strategy,side,open_ts,close_ts,entry,exit,qty,pnl,fee,pnl_pct,holding_hrs,reason
grid,long,2021-07-28 17:00,2021-07-28 18:00,38376.585,40440.99,0.253476,512.9,10.38,5.273,1,grid TP hit (38952.23)
grid,long,2021-07-28 19:00,2021-07-29 09:00,39782.7809,40392.01,0.245781,138.07,11.66,1.412,14,grid TP hit (40379.52)
grid,long,2021-07-29 10:00,2021-07-30 20:00,39579.7527,40668.56,0.247366,255.0,14.34,2.605,34,grid TP hit (40173.45)
grid,long,2021-07-30 21:00,2021-07-31 23:00,40564.2798,41461.83,0.241967,203.88,13.29,2.077,26,grid TP hit (41172.74)
grid,long,2021-08-01 00:00,2021-08-01 02:00,41111.3095,41808.25,0.23922,156.47,10.25,1.591,2,grid TP hit (41727.98)
grid,long,2021-08-01 03:00,2021-08-01 22:00,41798.603,40268.63,0.235637,-372.26,11.74,-3.78,19,grid SL hit (40544.64)
ema,short,2021-08-01 23:00,2021-08-03 05:00,39845.44,38254.85,1.231142,1893.48,64.76,3.86,30,TP hit (38263.17)
ema,long,2021-08-04 21:00,2021-08-05 06:00,39838.38,39088.18,1.254509,-995.69,54.55,-1.992,9,SL hit (39287.01)
ema,short,2021-08-05 09:00,2021-08-05 14:00,38040.44,39002.78,1.300058,-1304.97,53.88,-2.639,5,SL hit (38623.98)
grid,long,2021-08-06 05:00,2021-08-06 06:00,39945.8575,41033.16,0.121987,127.57,5.07,2.618,1,grid TP hit (40545.05)
grid,long,2021-08-06 07:00,2021-08-06 08:00,40118.6462,40943.08,0.121768,95.34,5.05,1.952,1,grid TP hit (40720.43)
grid,long,2021-08-06 09:00,2021-08-06 10:00,39983.2579,40684.83,0.122406,80.83,5.04,1.652,1,grid TP hit (40583.01)
grid,long,2021-08-06 11:00,2021-08-06 12:00,39899.9466,40762.86,0.122852,100.94,5.07,2.059,1,grid TP hit (40498.45)
grid,long,2021-08-06 13:00,2021-08-06 15:00,40310.209,42199.98,0.12184,224.98,5.27,4.581,2,grid TP hit (40914.86)
ema,long,2021-08-05 17:00,2021-08-06 16:00,40706.99,42519.92,1.19826,2106.76,65.6,4.319,23,TP hit (42441.56)
grid,long,2021-08-08 19:00,2021-08-08 20:00,43059.3735,43840.91,0.232744,171.57,10.33,1.712,1,grid TP hit (43705.26)
grid,long,2021-08-08 21:00,2021-08-09 09:00,43565.762,44855.11,0.23041,285.19,11.89,2.841,12,grid TP hit (44219.25)
grid,long,2021-08-09 10:00,2021-08-09 11:00,44961.9305,45930.01,0.223867,206.31,10.41,2.05,1,grid TP hit (45636.36)
grid,long,2021-08-09 12:00,2021-08-10 02:00,44990.2099,46084.39,0.224163,233.14,12.14,2.312,14,grid TP hit (45665.06)
grid,long,2021-08-10 03:00,2021-08-10 07:00,45023.1286,45948.0,0.224494,196.8,10.83,1.947,4,grid TP hit (45698.48)
grid,long,2021-08-10 08:00,2021-08-11 07:00,45442.8075,46349.25,0.222832,188.69,13.3,1.863,23,grid TP hit (46124.45)
grid,long,2021-08-11 08:00,2021-08-11 13:00,45501.4052,46268.63,0.222937,160.08,10.96,1.578,5,grid TP hit (46183.93)
grid,long,2021-08-11 14:00,2021-08-11 17:00,45792.6598,46522.11,0.221847,151.12,10.71,1.488,3,grid TP hit (46479.55)
grid,long,2021-08-11 18:00,2021-08-11 19:00,45608.2876,46448.0,0.223053,176.81,10.49,1.738,1,grid TP hit (46292.41)
ema,long,2021-08-13 11:00,2021-08-13 20:00,46138.47,47588.0,0.993717,1387.81,52.61,3.027,9,TP hit (47533.17)
grid,long,2021-08-11 21:00,2021-08-14 19:00,45639.5613,47033.76,0.223265,292.11,19.16,2.867,66,grid TP hit (46324.15)
grid,long,2021-08-14 20:00,2021-08-14 21:00,45921.2418,47017.45,0.225432,236.39,10.73,2.283,1,grid TP hit (46610.06)
grid,long,2021-08-14 22:00,2021-08-14 23:00,46146.0877,47068.51,0.224823,196.67,10.71,1.896,1,grid TP hit (46838.28)
grid,long,2021-08-15 00:00,2021-08-15 22:00,46487.9615,47210.67,0.22357,148.12,13.46,1.425,22,grid TP hit (47185.28)
grid,long,2021-08-15 23:00,2021-08-16 00:00,46269.2127,47546.67,0.224925,276.5,10.83,2.657,1,grid TP hit (46963.25)
grid,long,2021-08-16 01:00,2021-08-17 19:00,46920.1204,45465.01,0.222372,-338.99,15.42,-3.249,42,grid SL hit (45512.52)
grid,long,2021-08-17 20:00,2021-08-18 17:00,44324.0249,45813.89,0.234608,335.96,13.57,3.231,21,grid TP hit (44988.89)
grid,long,2021-08-18 18:00,2021-08-19 14:00,44720.379,45448.27,0.233257,156.53,13.25,1.501,20,grid TP hit (45391.18)
grid,long,2021-08-19 15:00,2021-08-19 18:00,45092.8863,46562.83,0.231654,329.33,11.19,3.153,3,grid TP hit (45769.28)
grid,long,2021-08-19 19:00,2021-08-21 23:00,46009.35,48821.87,0.227733,622.16,18.35,5.938,52,grid TP hit (46699.49)
grid,long,2021-08-22 00:00,2021-08-22 01:00,48229.2346,49025.93,0.218519,163.25,10.85,1.549,1,grid TP hit (48952.67)
grid,long,2021-08-22 02:00,2021-08-22 04:00,48104.4056,49110.6,0.219403,209.72,11.04,1.987,2,grid TP hit (48825.97)
grid,long,2021-08-22 05:00,2021-08-22 06:00,48392.8136,49164.45,0.218507,157.73,10.88,1.492,1,grid TP hit (49118.71)
grid,long,2021-08-22 07:00,2021-08-22 09:00,48457.0848,49218.41,0.218521,155.34,11.02,1.467,2,grid TP hit (49183.94)
grid,long,2021-08-22 10:00,2021-08-22 11:00,48378.3242,49132.04,0.219176,154.29,10.9,1.455,1,grid TP hit (49104.00)
grid,long,2021-08-22 12:00,2021-08-22 13:00,48128.6268,48861.87,0.220612,150.85,10.91,1.421,1,grid TP hit (48850.56)
grid,long,2021-08-22 14:00,2021-08-22 15:00,47527.4419,48526.61,0.223697,212.52,10.99,1.999,1,grid TP hit (48240.35)
grid,long,2021-08-22 16:00,2021-08-22 17:00,47901.5941,48677.28,0.222372,161.53,10.96,1.516,1,grid TP hit (48620.12)
grid,long,2021-08-22 18:00,2021-08-22 19:00,47647.927,48647.85,0.223872,212.83,11.03,1.995,1,grid TP hit (48362.65)
grid,long,2021-08-22 20:00,2021-08-22 21:00,47653.2756,48680.02,0.224271,219.22,11.05,2.051,1,grid TP hit (48368.07)
grid,long,2021-08-22 22:00,2021-08-22 23:00,48511.3879,49239.22,0.220734,149.65,11.0,1.398,1,grid TP hit (49239.06)
grid,long,2021-08-23 00:00,2021-08-23 01:00,48677.4884,49822.89,0.220266,241.18,11.11,2.249,1,grid TP hit (49407.65)
grid,long,2021-08-23 02:00,2021-08-23 03:00,49295.5759,50260.0,0.217972,199.13,11.09,1.853,1,grid TP hit (50035.01)
grid,long,2021-08-23 04:00,2021-08-23 09:00,49545.8743,50303.86,0.217251,153.06,11.61,1.422,5,grid TP hit (50289.06)
grid,long,2021-08-23 10:00,2021-08-23 11:00,49478.7268,50394.85,0.217833,188.45,11.11,1.748,1,grid TP hit (50220.91)
grid,long,2021-08-23 12:00,2021-08-26 03:00,49519.6044,47911.79,0.218012,-369.19,18.67,-3.42,63,grid SL hit (48034.02)
grid,long,2021-08-26 04:00,2021-08-27 14:00,47165.8188,48125.05,0.228086,203.15,15.64,1.888,34,grid TP hit (47873.31)
grid,long,2021-08-27 15:00,2021-08-27 16:00,47461.8999,48178.93,0.227069,151.74,11.08,1.408,1,grid TP hit (48173.83)
grid,long,2021-08-27 17:00,2021-08-27 18:00,47446.0513,48325.48,0.227442,188.89,11.13,1.75,1,grid TP hit (48157.74)
grid,long,2021-08-27 19:00,2021-08-27 20:00,47569.2847,48895.24,0.227227,290.04,11.25,2.683,1,grid TP hit (48282.82)
grid,long,2021-08-28 11:00,2021-08-28 12:00,47944.5992,48866.0,0.226031,197.08,11.18,1.819,1,grid TP hit (48663.77)
grid,long,2021-08-28 13:00,2021-08-28 15:00,48001.7193,48811.12,0.22615,171.73,11.31,1.582,2,grid TP hit (48721.75)
grid,long,2021-08-28 16:00,2021-08-28 17:00,48222.0442,49011.31,0.22545,166.75,11.19,1.534,1,grid TP hit (48945.37)
grid,long,2021-08-28 18:00,2021-08-28 21:00,48057.1551,48929.59,0.226548,186.15,11.5,1.71,3,grid TP hit (48778.01)
grid,long,2021-08-28 22:00,2021-08-28 23:00,47955.7199,48895.35,0.227393,202.41,11.26,1.856,1,grid TP hit (48675.06)
grid,long,2021-08-29 00:00,2021-08-30 23:00,48817.2994,46982.91,0.223772,-427.17,16.69,-3.91,47,grid SL hit (47352.78)
grid,long,2021-08-31 00:00,2021-08-31 01:00,46142.8077,46877.84,0.235792,162.12,11.19,1.49,1,grid TP hit (46834.95)
grid,long,2021-08-31 08:00,2021-08-31 11:00,47018.9947,47969.51,0.23172,208.72,11.53,1.916,3,grid TP hit (47724.28)
grid,long,2021-08-31 12:00,2021-08-31 13:00,47092.85,47873.37,0.231777,169.67,11.23,1.554,1,grid TP hit (47799.24)
grid,long,2021-08-31 14:00,2021-08-31 15:00,46545.1998,47397.13,0.234845,188.8,11.27,1.727,1,grid TP hit (47243.38)
grid,long,2021-08-31 16:00,2021-09-01 05:00,46656.17,47424.31,0.234668,167.32,12.94,1.528,13,grid TP hit (47356.01)
grid,long,2021-09-01 06:00,2021-09-01 08:00,46596.7548,47347.09,0.235302,165.14,11.42,1.506,2,grid TP hit (47295.71)
grid,long,2021-09-01 09:00,2021-09-01 11:00,46929.6257,47713.31,0.233962,171.91,11.44,1.566,2,grid TP hit (47633.57)
grid,long,2021-09-01 12:00,2021-09-01 16:00,46991.4147,48473.63,0.233997,334.92,11.91,3.046,4,grid TP hit (47696.29)
grid,long,2021-09-01 17:00,2021-09-01 23:00,47999.0598,48810.52,0.229759,174.38,12.06,1.581,6,grid TP hit (48719.05)
grid,long,2021-09-02 00:00,2021-09-02 01:00,48053.4023,49708.13,0.229839,368.75,11.57,3.339,1,grid TP hit (48774.20)
grid,long,2021-09-02 23:00,2021-09-03 03:00,48507.9404,49476.83,0.228423,209.45,11.87,1.89,4,grid TP hit (49235.56)
grid,long,2021-09-03 04:00,2021-09-03 08:00,48961.5723,49986.9,0.226712,220.55,11.9,1.987,4,grid TP hit (49696.00)
grid,long,2021-09-03 09:00,2021-09-03 11:00,49348.5394,50168.54,0.225359,173.21,11.59,1.557,2,grid TP hit (50088.77)
grid,long,2021-09-03 12:00,2021-09-03 13:00,49886.1623,50713.2,0.223255,173.18,11.46,1.555,1,grid TP hit (50634.45)
grid,long,2021-09-03 14:00,2021-09-05 19:00,49931.3541,50684.56,0.223377,149.43,18.82,1.34,53,grid TP hit (50680.32)
grid,long,2021-09-05 20:00,2021-09-05 21:00,50861.7456,51700.0,0.219563,172.56,11.49,1.545,1,grid TP hit (51624.67)
grid,long,2021-09-05 22:00,2021-09-06 18:00,51044.6602,51833.37,0.219092,158.6,14.2,1.418,20,grid TP hit (51810.33)
grid,long,2021-09-06 19:00,2021-09-06 20:00,50939.6591,51921.78,0.219833,204.35,11.56,1.825,1,grid TP hit (51703.75)
grid,long,2021-09-06 21:00,2021-09-06 22:00,51317.5051,52591.21,0.218591,266.78,11.64,2.378,1,grid TP hit (52087.27)
ema,short,2021-09-07 14:00,2021-09-07 15:00,47374.1,46656.07,1.067849,716.3,50.44,1.416,1,volatile regime — emergency exit
grid,long,2021-09-06 23:00,2021-09-11 21:00,51873.9415,45380.0,0.216739,-1431.83,24.34,-12.735,118,grid SL hit (50317.72)
grid,long,2021-09-11 22:00,2021-09-12 04:00,44412.6157,45334.11,0.251401,219.41,12.25,1.965,6,grid TP hit (45078.80)
grid,long,2021-09-12 05:00,2021-09-12 07:00,44684.5742,45357.02,0.250337,156.7,11.64,1.401,2,grid TP hit (45354.84)
grid,long,2021-09-12 08:00,2021-09-13 13:00,45427.5203,46140.01,0.246563,160.17,15.5,1.43,29,grid TP hit (46108.93)
grid,long,2021-09-13 14:00,2021-09-13 15:00,43274.3202,44361.31,0.259176,270.08,11.64,2.408,1,grid TP hit (43923.44)
grid,long,2021-09-13 16:00,2021-09-13 17:00,43768.4553,44461.74,0.256841,166.5,11.56,1.481,1,grid TP hit (44424.98)
grid,long,2021-09-13 18:00,2021-09-13 19:00,44034.7894,44741.66,0.25564,169.12,11.58,1.502,1,grid TP hit (44695.31)
grid,long,2021-09-13 20:00,2021-09-14 00:00,44490.9922,45168.69,0.253374,159.69,12.02,1.417,4,grid TP hit (45158.36)
grid,long,2021-09-14 01:00,2021-09-14 03:00,44455.7883,45186.85,0.253908,173.86,11.76,1.54,2,grid TP hit (45122.63)
grid,long,2021-09-14 04:00,2021-09-14 05:00,44407.346,45237.46,0.254551,199.65,11.66,1.766,1,grid TP hit (45073.46)
grid,long,2021-09-14 06:00,2021-09-14 07:00,44919.4672,45720.02,0.252068,190.13,11.67,1.679,1,grid TP hit (45593.26)
grid,long,2021-09-14 08:00,2021-09-14 10:00,45272.2942,46027.93,0.250499,177.47,11.82,1.565,2,grid TP hit (45951.38)
grid,long,2021-09-14 11:00,2021-09-14 12:00,45284.193,46532.99,0.2508,301.38,11.82,2.654,1,grid TP hit (45963.46)
grid,long,2021-09-16 16:00,2021-09-17 01:00,47230.75,48028.01,0.241078,179.32,12.88,1.575,9,grid TP hit (47939.21)
grid,long,2021-09-17 02:00,2021-09-17 03:00,47028.1059,47899.83,0.242474,199.61,11.76,1.75,1,grid TP hit (47733.53)
grid,long,2021-09-17 04:00,2021-09-18 04:00,47350.7919,48329.3,0.241219,220.88,15.16,1.934,24,grid TP hit (48061.05)
grid,long,2021-09-18 05:00,2021-09-23 01:00,47948.8052,43627.41,0.238647,-1056.8,25.51,-9.235,116,grid SL hit (46510.34)
grid,long,2021-09-23 02:00,2021-09-23 03:00,43048.8636,44074.57,0.263329,258.35,11.75,2.279,1,grid TP hit (43694.60)
grid,long,2021-09-23 04:00,2021-09-23 06:00,43375.9722,44300.32,0.261913,230.21,11.89,2.026,2,grid TP hit (44026.61)
grid,long,2021-09-23 07:00,2021-09-23 17:00,43566.5402,44817.3,0.261269,313.61,13.17,2.755,10,grid TP hit (44220.04)
grid,long,2021-09-23 18:00,2021-09-23 19:00,44064.4281,44767.57,0.259003,170.38,11.74,1.493,1,grid TP hit (44725.39)
grid,long,2021-09-23 20:00,2021-09-23 22:00,44009.8098,44786.35,0.259686,189.74,11.92,1.66,2,grid TP hit (44669.96)
grid,long,2021-09-23 23:00,2021-09-24 09:00,44192.2811,42350.81,0.259017,-489.31,12.34,-4.275,10,grid SL hit (42866.51)
grid,long,2021-09-24 10:00,2021-09-24 18:00,41510.4019,42152.07,0.233322,138.9,10.82,1.434,8,grid TP hit (42133.06)
grid,long,2021-09-24 19:00,2021-09-24 20:00,41735.8585,42934.52,0.232371,268.43,10.1,2.768,1,grid TP hit (42361.90)
grid,long,2021-09-24 21:00,2021-09-24 22:00,42268.0146,42993.13,0.230058,156.8,10.01,1.613,1,grid TP hit (42902.03)
grid,long,2021-09-24 23:00,2021-09-26 18:00,42168.4114,43190.81,0.23095,220.79,15.34,2.267,43,grid TP hit (42800.94)
grid,long,2021-09-26 19:00,2021-09-27 00:00,42603.7519,43872.24,0.126128,154.11,5.88,2.868,5,grid TP hit (43242.81)
grid,long,2021-09-27 01:00,2021-09-27 23:00,43607.5851,42147.35,0.123566,-187.08,6.64,-3.472,22,grid SL hit (42299.36)
grid,long,2021-09-28 00:00,2021-09-28 01:00,41698.005,42459.91,0.128763,92.57,5.54,1.724,1,grid TP hit (42323.48)
grid,long,2021-09-28 02:00,2021-09-28 03:00,41796.5641,42558.4,0.128668,92.48,5.54,1.72,1,grid TP hit (42423.51)
ema,long,2021-09-26 16:00,2021-09-29 21:00,43214.15,41236.0,1.014013,-2086.88,81.01,-4.762,75,SL hit (42445.25)
grid,long,2021-09-28 04:00,2021-09-30 11:00,41996.3024,43072.29,0.128264,128.83,9.18,2.392,53,grid TP hit (42626.25)
grid,long,2021-09-30 12:00,2021-09-30 18:00,42768.2371,43994.08,0.118251,139.36,5.59,2.756,6,grid TP hit (43409.76)
grid,long,2021-09-30 19:00,2021-09-30 21:00,42879.3253,43754.0,0.118258,98.13,5.3,1.935,2,grid TP hit (43522.52)
grid,long,2021-09-30 22:00,2021-09-30 23:00,43085.5745,43824.1,0.117908,81.85,5.23,1.611,1,grid TP hit (43731.86)
grid,long,2021-10-01 00:00,2021-10-01 01:00,43039.0628,43742.74,0.118213,77.95,5.24,1.532,1,grid TP hit (43684.65)
grid,long,2021-10-01 02:00,2021-10-01 03:00,42728.3248,43635.79,0.119244,102.94,5.27,2.02,1,grid TP hit (43369.25)
grid,long,2021-10-01 04:00,2021-10-01 05:00,42970.6447,43850.33,0.118799,99.23,5.27,1.944,1,grid TP hit (43615.20)
grid,long,2021-10-01 06:00,2021-10-01 07:00,43335.1637,44788.42,0.118017,166.16,5.35,3.249,1,grid TP hit (43985.19)
dca,long,2021-09-24 09:00,2021-10-01 08:00,42350.81,44945.8,0.403645,991.9,55.56,5.802,165,DCA target hit (44891.86)
ema,long,2021-09-30 04:00,2021-10-01 10:00,43506.61,47081.46,1.036703,3638.95,67.11,8.068,30,TP hit (44989.69)
grid,long,2021-10-01 08:00,2021-10-03 05:00,44271.613,47990.14,0.115884,422.23,8.69,8.23,45,grid TP hit (44935.69)
grid,long,2021-10-03 06:00,2021-10-03 11:00,47253.3951,47974.86,0.250881,168.21,12.79,1.419,5,grid TP hit (47962.20)
grid,long,2021-10-03 12:00,2021-10-03 13:00,47244.9636,48052.5,0.251257,190.67,12.22,1.606,1,grid TP hit (47953.64)
grid,long,2021-10-03 14:00,2021-10-03 16:00,47246.1554,48034.99,0.251629,186.1,12.39,1.565,2,grid TP hit (47954.85)
grid,long,2021-10-03 17:00,2021-10-04 17:00,48176.5864,49296.44,0.247131,260.91,15.84,2.191,24,grid TP hit (48899.24)
grid,long,2021-10-04 18:00,2021-10-04 19:00,48578.23,49380.0,0.2456,184.64,12.28,1.548,1,grid TP hit (49306.90)
grid,long,2021-10-04 20:00,2021-10-04 23:00,48271.0577,49224.94,0.247521,223.46,12.64,1.87,3,grid TP hit (48995.12)
grid,long,2021-10-05 00:00,2021-10-05 08:00,48788.035,49919.99,0.245332,264.23,13.47,2.208,8,grid TP hit (49519.86)
grid,long,2021-10-07 20:00,2021-10-07 21:00,53354.6625,54275.62,0.224806,194.68,12.35,1.623,1,grid TP hit (54154.98)
grid,long,2021-10-07 22:00,2021-10-08 00:00,53090.8991,54108.0,0.226267,217.59,12.55,1.811,2,grid TP hit (53887.26)
grid,long,2021-10-08 01:00,2021-10-08 07:00,53482.8898,54829.39,0.224993,289.69,13.26,2.407,6,grid TP hit (54285.13)
grid,long,2021-10-08 08:00,2021-10-10 04:00,54963.0099,55873.06,0.21944,180.7,19.0,1.498,44,grid TP hit (55787.45)
grid,long,2021-10-10 05:00,2021-10-10 07:00,54816.9541,55668.81,0.220332,175.12,12.57,1.45,2,grid TP hit (55639.21)
grid,long,2021-10-10 08:00,2021-10-11 02:00,54730.7271,55799.99,0.220977,221.18,15.1,1.829,18,grid TP hit (55551.69)
grid,long,2021-10-11 03:00,2021-10-11 05:00,55659.4837,56528.93,0.217665,176.64,12.61,1.458,2,grid TP hit (56494.38)
grid,long,2021-10-11 06:00,2021-10-11 07:00,55828.4506,56789.76,0.217301,196.4,12.49,1.619,1,grid TP hit (56665.88)
grid,long,2021-10-11 08:00,2021-10-11 13:00,55706.675,57222.78,0.218107,317.41,13.26,2.612,5,grid TP hit (56542.28)
grid,long,2021-10-11 14:00,2021-10-11 15:00,56586.2701,57490.18,0.215256,182.04,12.53,1.495,1,grid TP hit (57435.06)
grid,long,2021-10-11 16:00,2021-10-11 17:00,56420.8,57418.99,0.216189,203.23,12.57,1.666,1,grid TP hit (57267.11)
grid,long,2021-10-12 00:00,2021-10-12 01:00,56087.5745,57064.14,0.217814,200.12,12.58,1.638,1,grid TP hit (56928.89)
grid,long,2021-10-12 02:00,2021-10-12 04:00,55918.45,56967.06,0.218808,216.67,12.78,1.771,2,grid TP hit (56757.23)
grid,long,2021-10-12 05:00,2021-10-12 08:00,56549.8251,57463.42,0.216727,185.08,12.92,1.51,3,grid TP hit (57398.07)
grid,long,2021-10-12 09:00,2021-10-12 10:00,56087.4858,57179.0,0.218822,226.18,12.67,1.843,1,grid TP hit (56928.80)
ema,long,2021-10-13 00:00,2021-10-13 05:00,56459.81,55011.85,0.9798,-1475.98,57.27,-2.668,5,SL hit (55464.11)
grid,long,2021-10-12 11:00,2021-10-13 23:00,56381.5379,57367.0,0.21806,196.75,18.14,1.6,36,grid TP hit (57227.26)
grid,long,2021-10-14 00:00,2021-10-14 01:00,56861.8436,58300.02,0.117813,162.48,6.95,2.425,1,grid TP hit (57714.77)
grid,long,2021-10-14 06:00,2021-10-14 18:00,56808.2891,58029.33,0.118198,136.44,7.89,2.032,12,grid TP hit (57660.41)
grid,long,2021-10-14 19:00,2021-10-15 02:00,56965.6232,59086.91,0.118099,242.93,7.59,3.611,7,grid TP hit (57820.11)
grid,long,2021-10-15 03:00,2021-10-15 04:00,58540.2343,59597.64,0.115326,114.99,6.96,1.703,1,grid TP hit (59418.34)
grid,long,2021-10-15 05:00,2021-10-15 06:00,58656.7599,59653.15,0.115281,107.9,6.96,1.596,1,grid TP hit (59536.61)
ema,long,2021-10-13 19:00,2021-10-15 09:00,57259.77,59365.0,0.95274,1922.31,83.43,3.524,38,TP hit (59240.73)
grid,long,2021-10-16 20:00,2021-10-17 01:00,60113.565,61077.62,0.206605,185.77,13.41,1.496,5,grid TP hit (61015.27)
grid,long,2021-10-17 02:00,2021-10-17 03:00,60183.5,61115.85,0.206653,179.88,12.79,1.446,1,grid TP hit (61086.25)
grid,long,2021-10-17 04:00,2021-10-17 09:00,59998.6648,61222.81,0.207568,240.59,13.5,1.932,5,grid TP hit (60898.64)
grid,long,2021-10-17 10:00,2021-10-17 22:00,60216.33,61275.67,0.207197,204.89,14.6,1.642,12,grid TP hit (61119.58)
grid,long,2021-10-17 23:00,2021-10-18 00:00,60605.4051,62460.75,0.206184,369.5,13.04,2.957,1,grid TP hit (61514.49)
grid,long,2021-10-18 01:00,2021-10-18 02:00,61166.5793,62106.21,0.204876,179.62,12.88,1.433,1,grid TP hit (62084.08)
grid,long,2021-10-18 03:00,2021-10-18 04:00,61192.012,62371.15,0.205064,228.85,12.95,1.824,1,grid TP hit (62109.89)
grid,long,2021-10-18 05:00,2021-10-19 03:00,61435.5138,62588.86,0.204603,219.65,16.33,1.747,22,grid TP hit (62357.05)
grid,long,2021-10-19 04:00,2021-10-19 05:00,61492.565,62476.65,0.20475,188.54,12.95,1.497,1,grid TP hit (62414.95)
grid,long,2021-10-19 06:00,2021-10-19 07:00,61261.7992,62297.06,0.205809,200.08,12.98,1.587,1,grid TP hit (62180.73)
grid,long,2021-10-19 08:00,2021-10-19 13:00,61601.8114,62604.41,0.204977,191.88,13.63,1.52,5,grid TP hit (62525.84)
grid,long,2021-10-19 14:00,2021-10-19 16:00,61593.2517,63172.17,0.205297,310.85,13.29,2.458,2,grid TP hit (62517.15)
grid,long,2021-10-19 17:00,2021-10-19 18:00,62460.101,63429.96,0.202925,183.78,13.03,1.45,1,grid TP hit (63397.00)
grid,long,2021-10-19 19:00,2021-10-19 23:00,63214.4927,64280.59,0.200774,200.49,13.55,1.58,4,grid TP hit (64162.71)
grid,long,2021-10-20 00:00,2021-10-20 12:00,63104.0053,64374.29,0.201423,240.95,14.91,1.896,12,grid TP hit (64050.57)
grid,long,2021-10-20 13:00,2021-10-24 01:00,65049.9811,60994.7,0.195748,-818.29,24.48,-6.426,84,grid SL hit (63098.48)
grid,long,2021-10-24 02:00,2021-10-24 03:00,60257.7,61227.76,0.11476,104.21,7.11,1.507,1,grid TP hit (61161.57)
grid,long,2021-10-24 04:00,2021-10-25 00:00,60079.1491,61813.4,0.115263,190.99,8.91,2.758,20,grid TP hit (60980.34)
grid,long,2021-10-25 01:00,2021-10-25 02:00,60811.1814,61954.76,0.114178,123.41,7.16,1.777,1,grid TP hit (61723.35)
ema,short,2021-10-21 19:00,2021-10-25 07:00,62802.07,62660.65,0.912296,11.83,117.19,0.021,84,golden cross — trend reversal
grid,long,2021-10-25 03:00,2021-10-26 06:00,61152.9961,62369.78,0.113731,128.9,9.49,1.853,27,grid TP hit (62070.29)
grid,long,2021-10-26 07:00,2021-10-26 08:00,61496.0519,62820.3,0.206481,260.3,13.13,2.05,1,grid TP hit (62418.49)
grid,long,2021-10-26 09:00,2021-10-26 10:00,61726.0297,62986.93,0.206113,246.74,13.14,1.939,1,grid TP hit (62651.92)
ema,long,2021-10-28 16:00,2021-10-28 18:00,61169.03,60126.36,0.796794,-879.9,49.11,-1.805,2,SL hit (60285.13)
grid,long,2021-10-26 11:00,2021-11-01 03:00,61798.8803,59922.98,0.206248,-420.27,33.37,-3.297,136,grid SL hit (59944.91)
grid,long,2021-11-01 04:00,2021-11-01 05:00,59594.0957,60618.0,0.182695,175.85,11.21,1.615,1,grid TP hit (60488.01)
grid,long,2021-11-01 06:00,2021-11-01 07:00,59830.6336,62178.31,0.182248,416.39,11.47,3.819,1,grid TP hit (60728.09)
grid,long,2021-11-01 08:00,2021-11-01 09:00,60973.8837,61950.45,0.179496,164.03,11.26,1.499,1,grid TP hit (61888.49)
grid,long,2021-11-01 10:00,2021-11-02 09:00,61316.1712,63050.62,0.178744,295.51,14.51,2.696,23,grid TP hit (62235.91)
grid,long,2021-11-02 10:00,2021-11-02 13:00,62250.946,63393.54,0.176517,190.08,11.61,1.73,3,grid TP hit (63184.71)
grid,long,2021-11-02 14:00,2021-11-03 07:00,62385.2606,63394.63,0.176424,164.52,13.56,1.495,17,grid TP hit (63321.04)
grid,long,2021-11-03 08:00,2021-11-03 09:00,62025.6765,63284.12,0.177694,212.23,11.39,1.926,1,grid TP hit (62956.06)
grid,long,2021-11-03 10:00,2021-11-03 11:00,62170.048,63108.43,0.177605,155.31,11.35,1.407,1,grid TP hit (63102.60)
grid,long,2021-11-03 12:00,2021-11-03 17:00,61532.9598,62471.0,0.179678,156.62,11.93,1.417,5,grid TP hit (62455.95)
grid,long,2021-11-03 18:00,2021-11-06 11:00,62201.8044,60327.47,0.17798,-353.06,19.46,-3.189,65,grid SL hit (60335.75)
grid,long,2021-11-06 12:00,2021-11-06 13:00,59360.3749,60547.5,0.101887,114.71,6.25,1.897,1,grid TP hit (60250.78)
grid,long,2021-11-06 14:00,2021-11-06 15:00,59691.3054,60648.59,0.101504,90.94,6.23,1.501,1,grid TP hit (60586.67)
grid,long,2021-11-06 16:00,2021-11-06 17:00,59715.6841,60698.46,0.101605,93.61,6.24,1.543,1,grid TP hit (60611.42)
grid,long,2021-11-06 18:00,2021-11-06 19:00,59846.2458,61175.4,0.101529,128.66,6.29,2.117,1,grid TP hit (60743.94)
grid,long,2021-11-06 20:00,2021-11-06 21:00,60229.0759,61386.26,0.101088,110.69,6.28,1.818,1,grid TP hit (61132.51)
grid,long,2021-11-06 22:00,2021-11-06 23:00,60440.9889,61470.61,0.100906,97.61,6.28,1.601,1,grid TP hit (61347.60)
grid,long,2021-11-07 00:00,2021-11-07 02:00,60991.3872,61912.99,0.100146,85.94,6.36,1.407,2,grid TP hit (61906.26)
grid,long,2021-11-07 03:00,2021-11-07 04:00,61201.0444,62182.54,0.099933,91.79,6.29,1.501,1,grid TP hit (62119.06)
grid,long,2021-11-07 05:00,2021-11-07 09:00,61012.1608,61970.75,0.100383,89.69,6.53,1.464,4,grid TP hit (61927.34)
grid,long,2021-11-07 10:00,2021-11-07 11:00,60994.9725,61911.4,0.100548,85.84,6.3,1.4,1,grid TP hit (61909.90)
