strategy,side,open_ts,close_ts,entry,exit,qty,pnl,fee,pnl_pct,holding_hrs,reason
dca,long,2020-11-07 18:00,2020-11-11 17:00,14927.95,15865.48,0.503493,454.57,17.47,6.048,95,DCA target hit (15823.63)
grid,long,2020-11-11 17:00,2020-11-12 07:00,15627.4978,15862.75,0.136139,29.49,2.54,1.386,14,grid TP hit (15861.91)
grid,long,2020-11-12 08:00,2020-11-12 09:00,15554.657,16048.99,0.188196,89.97,3.06,3.074,1,grid TP hit (15787.98)
grid,long,2020-11-12 10:00,2020-11-12 11:00,15469.3265,15762.55,0.189796,52.62,3.03,1.792,1,grid TP hit (15701.37)
grid,long,2020-11-12 12:00,2020-11-12 13:00,15647.1879,15996.02,0.187956,62.52,3.04,2.126,1,grid TP hit (15881.90)
grid,long,2020-11-12 14:00,2020-11-12 15:00,15744.762,16125.01,0.18717,68.12,3.06,2.311,1,grid TP hit (15980.93)
grid,long,2020-11-12 16:00,2020-11-12 20:00,15882.8,16145.35,0.185954,45.67,3.15,1.546,4,grid TP hit (16121.04)
grid,long,2020-11-12 21:00,2020-11-12 22:00,15898.0675,16225.68,0.186044,57.89,3.06,1.957,1,grid TP hit (16136.54)
ema,long,2020-11-08 15:00,2020-11-12 23:00,15353.48,16291.86,1.367879,1232.33,51.26,5.868,104,TP hit (15858.16)
grid,long,2020-11-13 10:00,2020-11-13 11:00,15958.1229,16225.0,0.325015,81.4,5.34,1.569,1,grid TP hit (16197.49)
grid,long,2020-11-13 12:00,2020-11-13 17:00,16002.5366,16248.35,0.32459,74.18,5.6,1.428,5,grid TP hit (16242.57)
grid,long,2020-11-13 18:00,2020-11-13 19:00,16002.9995,16282.0,0.325011,85.32,5.36,1.64,1,grid TP hit (16243.04)
grid,long,2020-11-13 20:00,2020-11-13 21:00,15958.9109,16272.78,0.326411,97.07,5.38,1.863,1,grid TP hit (16198.29)
grid,long,2020-11-13 22:00,2020-11-13 23:00,16065.0644,16320.7,0.324826,77.67,5.37,1.488,1,grid TP hit (16306.04)
grid,long,2020-11-14 00:00,2020-11-16 10:00,16039.6907,16384.59,0.325792,103.16,9.21,1.974,58,grid TP hit (16280.29)
grid,long,2020-11-16 11:00,2020-11-16 12:00,15992.1448,16306.0,0.1802,53.58,2.98,1.859,1,grid TP hit (16232.03)
ema,short,2020-11-14 15:00,2020-11-16 13:00,15951.92,16322.83,1.473966,-584.6,37.89,-2.486,46,SL hit (16149.68)
grid,long,2020-11-18 23:00,2020-11-19 01:00,17509.4782,17855.5,0.29582,96.95,5.41,1.872,2,grid TP hit (17772.12)
grid,long,2020-11-19 02:00,2020-11-19 13:00,17659.7202,18000.56,0.293823,94.13,6.02,1.814,11,grid TP hit (17924.62)
grid,long,2020-11-19 14:00,2020-11-20 04:00,17845.0972,18194.79,0.291269,95.63,6.23,1.84,14,grid TP hit (18112.77)
grid,long,2020-11-20 05:00,2020-11-20 06:00,17858.0402,18164.8,0.291564,84.08,5.36,1.615,1,grid TP hit (18125.91)
grid,long,2020-11-20 07:00,2020-11-20 08:00,17938.82,18304.63,0.290691,100.95,5.39,1.936,1,grid TP hit (18207.90)
grid,long,2020-11-20 09:00,2020-11-20 10:00,17900.4149,18284.34,0.291849,106.65,5.4,2.041,1,grid TP hit (18168.92)
grid,long,2020-11-20 11:00,2020-11-20 14:00,17989.5475,18630.98,0.290967,181.01,5.62,3.458,3,grid TP hit (18259.39)
grid,long,2020-11-20 15:00,2020-11-21 07:00,18388.5316,18669.99,0.28561,73.99,6.4,1.409,16,grid TP hit (18664.36)
grid,long,2020-11-21 08:00,2020-11-21 13:00,18500.004,18794.82,0.28426,78.13,5.68,1.486,5,grid TP hit (18777.50)
grid,long,2020-11-21 14:00,2020-11-21 15:00,18452.0247,18790.01,0.285394,91.03,5.43,1.729,1,grid TP hit (18728.81)
grid,long,2020-11-21 16:00,2020-11-21 17:00,18451.1973,18762.3,0.285872,83.5,5.43,1.583,1,grid TP hit (18727.97)
ema,short,2020-11-22 11:00,2020-11-22 15:00,17887.82,18295.4,1.32876,-567.1,25.53,-2.386,4,SL hit (18239.45)
