strategy,entry_date,exit_date,entry_price,exit_price,shares,gross_pnl,costs,net_pnl,pnl_pct,reason,regime,duration,rsi_entry_d,rsi_exit_d,rsi_weekly,rsi_monthly,signal_candle_high,signal_candle_low,instrument
GFS Basic,2009-12-17,2010-01-07,172.87,182.49,458,4408.96,195.84,4213.13,5.32,RSI Target 60,bull,21,44.5,64.5,57.0,67.4,172.78,166.65,Axis Bank
GFS Basic,2010-02-09,2010-02-17,192.54,194.22,432,726.58,200.92,525.66,0.63,RSI Target 60,bull,8,40.3,66.7,61.0,77.5,192.44,184.38,Axis Bank
GFS Basic,2010-04-19,2010-04-21,212.03,225.18,395,5192.28,206.82,4985.45,5.95,RSI Target 60,bull,2,37.7,67.4,67.0,83.4,211.93,205.3,Axis Bank
GFS Basic,2010-05-20,2010-05-25,225.94,213.93,391,-4695.02,206.78,-4901.8,-5.55,Stop Loss (candle low),bull,5,42.2,40.7,65.2,91.1,225.83,217.3,Axis Bank
GFS Basic,2010-06-02,2010-06-14,222.07,230.95,377,3349.89,204.84,3145.04,3.76,RSI Target 60,bull,12,35.4,66.9,63.9,88.5,221.96,214.78,Axis Bank
GFS Basic,2010-08-13,2010-08-24,245.81,252.21,353,2258.82,210.49,2048.32,2.36,RSI Target 60,bull,11,35.0,63.1,59.1,84.9,245.69,242.62,Axis Bank
GFS Basic,2010-10-21,2010-10-27,278.42,265.98,318,-3957.9,207.98,-4165.88,-4.71,Stop Loss (candle low),bull,6,37.9,31.0,59.5,84.9,278.28,268.36,Axis Bank
GFS Basic,2013-02-19,2013-02-21,273.21,265.21,310,-2481.21,200.97,-2682.18,-3.17,Stop Loss (candle low),bull,2,35.7,28.4,76.0,71.0,273.08,269.02,Axis Bank
GFS Basic,2014-08-07,2014-08-08,374.38,358.96,219,-3376.83,194.03,-3570.85,-4.36,Stop Loss (candle low),bull,1,42.1,27.9,64.3,62.9,374.19,367.71,Axis Bank
GFS Basic,2015-07-28,2015-08-20,550.63,520.23,143,-4346.48,185.8,-4532.29,-5.76,Stop Loss (candle low),bull,23,44.9,26.9,58.8,79.6,550.35,536.86,Axis Bank
GFS Basic,2018-02-08,2018-02-09,574.08,554.27,129,-2555.47,177.25,-2732.72,-3.69,Stop Loss (candle low),bull,1,43.4,37.4,54.8,77.0,573.79,556.4,Axis Bank
GFS Basic,2018-09-25,2018-10-03,616.77,568.88,116,-5554.82,168.56,-5723.38,-8.0,Stop Loss (candle low),bull,8,41.4,23.2,70.1,60.6,616.46,586.08,Axis Bank
GFS Basic,2019-01-29,2019-01-30,667.71,686.88,99,1897.34,164.19,1733.15,2.62,RSI Target 60,bull,1,44.0,63.6,73.7,60.1,667.38,645.72,Axis Bank
GFS Basic,2019-02-22,2019-03-07,701.0,729.43,97,2757.39,169.29,2588.1,3.81,RSI Target 60,bull,13,41.2,66.6,70.7,63.1,700.65,687.13,Axis Bank
GFS Basic,2019-05-06,2019-05-07,749.71,737.48,94,-1149.75,170.75,-1320.49,-1.87,Stop Loss (candle low),bull,1,44.2,45.4,70.1,71.9,749.34,739.72,Axis Bank
GFS Basic,2019-07-03,2019-07-05,807.53,802.35,85,-440.31,167.41,-607.72,-0.89,RSI Target 60,bull,2,44.1,68.0,56.2,76.0,807.12,796.78,Axis Bank
GFS Basic,2019-12-09,2019-12-27,731.21,756.61,94,2387.32,170.55,2216.77,3.23,RSI Target 60,sideways,18,43.2,68.6,63.3,61.7,730.85,706.69,Axis Bank
GFS Basic,2020-01-17,2020-01-20,739.73,723.81,95,-1512.24,169.93,-1682.17,-2.39,Stop Loss (candle low),bull,3,42.8,37.9,64.0,66.4,739.36,727.45,Axis Bank
GFS Basic,2023-07-19,2023-07-28,968.81,947.93,71,-1482.19,166.65,-1648.85,-2.4,Stop Loss (candle low),bull,9,43.4,43.4,67.7,69.4,968.32,954.47,Axis Bank
GFS Basic,2023-12-29,2024-01-02,1105.6,1090.93,61,-895.24,164.27,-1059.52,-1.57,Stop Loss (candle low),bull,4,38.5,32.2,61.1,67.6,1105.05,1091.63,Axis Bank
GFS Basic,2024-01-17,2024-01-24,1113.75,1056.9,59,-3353.83,157.88,-3511.71,-5.34,Stop Loss (candle low),bull,7,41.5,41.1,66.4,67.6,1113.19,1076.91,Axis Bank
GFS Basic,2024-05-21,2024-05-22,1144.46,1123.61,55,-1146.85,154.02,-1300.87,-2.07,Stop Loss (candle low),bull,1,40.3,32.8,61.9,75.9,1143.89,1126.8,Axis Bank
GFS Advanced,2006-04-04,2006-04-07,65.08,61.19,1459,-5666.29,220.45,-5886.74,-6.2,Stop Loss (candle low),bull,3,43.2,38.4,68.1,77.8,65.05,62.92,Axis Bank
GFS Advanced,2006-12-15,2007-01-02,81.98,82.61,1090,690.1,214.61,475.49,0.53,RSI Target 60,bull,18,37.0,62.0,79.8,77.1,81.93,79.36,Axis Bank
GFS Advanced,2007-07-25,2007-08-10,110.92,104.92,810,-4855.74,209.95,-5065.68,-5.64,Stop Loss (candle low),bull,16,42.9,35.7,69.4,79.7,110.86,106.84,Axis Bank
GFS Advanced,2008-02-06,2008-02-08,194.05,175.12,438,-8292.02,195.61,-8487.64,-9.99,Stop Loss (candle low),bull,2,42.9,42.9,53.8,88.2,193.95,180.98,Axis Bank
GFS Advanced,2010-02-09,2010-02-17,192.54,194.22,399,671.08,186.74,484.33,0.63,RSI Target 60,bull,8,40.3,66.7,61.0,77.5,192.44,184.38,Axis Bank
GFS Advanced,2010-05-21,2010-05-25,225.02,213.93,344,-3814.21,183.39,-3997.6,-5.16,Stop Loss (candle low),bull,4,44.9,40.7,65.2,91.1,224.91,215.59,Axis Bank
GFS Advanced,2010-06-02,2010-06-14,222.07,230.95,331,2941.15,181.72,2759.43,3.75,RSI Target 60,bull,12,35.4,66.9,63.9,88.5,221.96,214.78,Axis Bank
GFS Advanced,2010-08-13,2010-08-24,245.81,252.21,310,1983.66,186.72,1796.94,2.36,RSI Target 60,bull,11,35.0,63.1,59.1,84.9,245.69,242.62,Axis Bank
GFS Advanced,2013-02-19,2013-02-21,273.21,265.21,285,-2281.11,186.0,-2467.12,-3.17,Stop Loss (candle low),bull,2,35.7,28.4,76.0,71.0,273.08,269.02,Axis Bank
GFS Advanced,2014-08-07,2014-08-08,374.38,358.96,202,-3114.7,180.16,-3294.86,-4.36,Stop Loss (candle low),bull,1,42.1,27.9,64.3,62.9,374.19,367.71,Axis Bank
GFS Advanced,2018-02-08,2018-02-09,574.08,554.27,126,-2496.04,173.49,-2669.53,-3.69,Stop Loss (candle low),bull,1,43.4,37.4,54.8,77.0,573.79,556.4,Axis Bank
GFS Advanced,2019-01-29,2019-01-30,667.71,686.88,104,1993.17,171.71,1821.46,2.62,RSI Target 60,bull,1,44.0,63.6,73.7,60.1,667.38,645.72,Axis Bank
GFS Advanced,2019-02-22,2019-03-07,701.0,729.43,102,2899.53,177.23,2722.3,3.81,RSI Target 60,bull,13,41.2,66.6,70.7,63.1,700.65,687.13,Axis Bank
GFS Advanced,2019-05-06,2019-05-07,749.71,737.48,99,-1210.9,179.01,-1389.91,-1.87,Stop Loss (candle low),bull,1,44.2,45.4,70.1,71.9,749.34,739.72,Axis Bank
GFS Advanced,2019-07-03,2019-07-05,807.53,802.35,90,-466.21,176.35,-642.56,-0.88,RSI Target 60,bull,2,44.1,68.0,56.2,76.0,807.12,796.78,Axis Bank
GFS Advanced,2023-12-29,2024-01-02,1105.6,1090.93,65,-953.94,174.04,-1127.99,-1.57,Stop Loss (candle low),bull,4,38.5,32.2,61.1,67.6,1105.05,1091.63,Axis Bank
GFS Basic,2006-04-25,2006-04-26,51.67,50.22,1838,-2657.97,223.61,-2881.57,-3.03,Stop Loss (candle low),bull,1,40.6,37.1,60.4,85.0,51.64,50.29,Asian Paints
GFS Basic,2006-09-01,2006-09-08,52.95,53.71,1742,1315.79,221.68,1094.1,1.19,RSI Target 60,bull,7,39.3,66.3,65.8,75.5,52.93,51.86,Asian Paints
GFS Basic,2006-10-23,2006-11-01,54.85,56.98,1700,3617.33,226.29,3391.04,3.64,RSI Target 60,bull,9,39.9,61.1,75.4,72.4,54.82,53.83,Asian Paints
GFS Basic,2007-02-12,2007-02-23,66.23,60.59,1457,-8219.01,221.25,-8440.26,-8.75,Stop Loss (candle low),bull,11,44.2,31.0,55.0,78.8,66.2,62.45,Asian Paints
GFS Basic,2007-06-28,2007-06-29,70.03,67.72,1263,-2917.81,208.86,-3126.66,-3.54,Stop Loss (candle low),bull,1,41.6,39.6,63.5,71.2,70.0,68.13,Asian Paints
GFS Basic,2007-09-03,2007-09-06,80.33,78.57,1064,-1864.2,203.33,-2067.53,-2.42,Stop Loss (candle low),bull,3,39.5,58.7,68.0,84.1,80.29,78.66,Asian Paints
GFS Basic,2007-10-17,2007-10-25,80.54,92.43,1037,12328.89,213.7,12115.19,14.51,RSI Target 60,bull,8,43.9,73.6,59.4,84.9,80.5,77.32,Asian Paints
GFS Basic,2008-01-28,2008-02-05,96.0,102.34,990,6276.55,233.02,6043.53,6.36,RSI Target 60,bull,8,37.6,60.7,65.1,84.8,95.95,84.3,Asian Paints
GFS Basic,2008-05-23,2008-05-30,103.84,108.18,970,4216.24,243.52,3972.72,3.94,RSI Target 60,bull,7,35.1,69.6,80.2,79.5,103.78,103.06,Asian Paints
GFS Basic,2009-09-18,2009-09-30,119.88,121.28,872,1219.61,248.9,970.72,0.93,RSI Target 60,bull,12,42.1,60.7,70.2,59.9,119.82,116.69,Asian Paints
GFS Basic,2010-06-02,2010-06-08,182.11,194.07,579,6923.69,256.81,6666.88,6.32,RSI Target 60,bull,6,45.0,67.7,74.1,96.2,182.02,175.42,Asian Paints
GFS Basic,2010-10-21,2010-10-26,231.29,226.54,483,-2294.12,261.19,-2555.31,-2.29,Stop Loss (candle low),bull,5,44.9,27.9,60.7,90.3,231.17,228.13,Asian Paints
GFS Basic,2011-06-27,2011-07-01,276.4,292.72,395,6446.71,264.62,6182.09,5.66,RSI Target 60,bull,4,42.5,71.9,79.6,74.2,276.26,258.85,Asian Paints
GFS Basic,2011-07-28,2011-08-01,277.9,270.98,414,-2863.05,268.02,-3131.07,-2.72,Stop Loss (candle low),bull,4,43.1,45.3,68.9,72.5,277.76,274.34,Asian Paints
GFS Basic,2012-06-27,2012-06-28,339.48,334.85,330,-1525.29,262.69,-1787.99,-1.6,Stop Loss (candle low),bull,1,38.9,38.3,87.3,75.2,339.31,336.02,Asian Paints
GFS Basic,2012-07-12,2012-07-17,335.9,327.14,329,-2881.52,257.92,-3139.44,-2.84,Stop Loss (candle low),bull,5,37.4,40.1,75.0,70.5,335.73,328.98,Asian Paints
GFS Basic,2013-01-17,2013-01-31,388.97,403.01,276,3875.01,257.91,3617.1,3.37,RSI Target 60,bull,14,43.0,68.2,72.9,77.3,388.78,382.76,Asian Paints
GFS Basic,2013-02-22,2013-02-26,408.04,393.96,272,-3827.29,258.0,-4085.29,-3.68,Stop Loss (candle low),bull,4,37.6,29.4,81.2,77.3,407.83,400.71,Asian Paints
GFS Basic,2013-04-26,2013-04-30,428.81,419.14,249,-2407.5,250.1,-2657.61,-2.49,Stop Loss (candle low),bull,4,42.5,56.9,63.0,73.5,428.59,420.12,Asian Paints
GFS Basic,2013-11-25,2013-11-26,470.26,458.21,222,-2674.03,244.55,-2918.58,-2.8,Stop Loss (candle low),bull,1,37.8,31.6,69.7,68.2,470.02,461.33,Asian Paints
GFS Basic,2014-08-28,2014-09-01,576.47,573.98,176,-438.26,240.34,-678.59,-0.67,RSI Target 60,bull,4,43.6,61.3,67.4,64.6,576.18,565.09,Asian Paints
GFS Basic,2014-09-30,2014-10-20,584.24,591.79,173,1305.98,241.29,1064.69,1.05,RSI Target 60,bull,20,41.5,62.2,64.1,62.2,583.95,568.76,Asian Paints
GFS Basic,2015-02-09,2015-03-17,751.91,759.75,136,1066.02,243.68,822.35,0.8,RSI Target 60,bull,36,44.0,61.4,53.3,79.1,751.54,715.89,Asian Paints
GFS Basic,2016-02-19,2016-03-10,790.42,824.51,130,4431.52,248.26,4183.26,4.07,RSI Target 60,bull,20,41.0,68.4,51.9,59.5,790.03,763.92,Asian Paints
GFS Basic,2016-06-22,2016-06-27,917.56,902.61,116,-1734.46,250.06,-1984.52,-1.86,Stop Loss (candle low),bull,5,35.4,29.1,69.3,67.7,917.1,906.5,Asian Paints
GFS Basic,2016-08-26,2016-09-06,1045.62,1115.54,100,6991.84,254.93,6736.91,6.44,RSI Target 60,bull,11,42.5,70.2,77.2,84.8,1045.1,1010.76,Asian Paints
GFS Basic,2017-05-25,2017-06-09,1045.85,1073.36,106,2916.35,264.7,2651.65,2.39,RSI Target 60,bull,15,41.1,63.4,76.1,67.5,1045.33,1012.35,Asian Paints
GFS Basic,2018-06-08,2018-06-21,1208.63,1179.65,94,-2723.34,264.97,-2988.31,-2.63,Stop Loss (candle low),bull,13,44.0,36.2,80.8,72.1,1208.02,1191.91,Asian Paints
GFS Basic,2018-08-20,2018-08-23,1348.58,1313.11,82,-2909.04,258.05,-3167.09,-2.86,Stop Loss (candle low),bull,3,43.0,33.7,70.2,73.0,1347.91,1316.17,Asian Paints
GFS Basic,2019-01-28,2019-02-01,1314.03,1375.19,82,5015.22,259.97,4755.26,4.41,RSI Target 60,bull,4,43.3,65.8,80.3,66.0,1313.38,1289.93,Asian Paints
GFS Basic,2019-02-26,2019-03-11,1329.15,1339.9,84,903.11,264.37,638.74,0.57,RSI Target 60,bull,13,35.9,66.9,55.1,64.9,1328.48,1301.02,Asian Paints
GFS Basic,2019-04-11,2019-05-07,1352.72,1309.7,83,-3570.44,261.13,-3831.57,-3.41,Stop Loss (candle low),bull,26,44.3,41.8,57.6,68.8,1352.04,1328.76,Asian Paints
GFS Basic,2019-09-09,2019-09-16,1467.39,1443.43,74,-1772.57,254.79,-2027.36,-1.87,Stop Loss (candle low),bull,7,38.4,37.1,65.3,66.9,1466.65,1446.18,Asian Paints
GFS Basic,2020-03-03,2020-03-16,1736.82,1606.62,62,-8072.19,246.26,-8318.45,-7.72,Stop Loss (candle low),bull,13,36.0,34.2,57.2,73.7,1735.95,1686.41,Asian Paints
GFS Basic,2020-09-25,2020-10-06,1869.35,1996.44,53,6735.68,242.47,6493.2,6.55,RSI Target 60,bull,11,41.2,60.2,79.8,72.0,1868.42,1822.59,Asian Paints
GFS Basic,2020-11-18,2020-11-19,2116.41,2068.08,50,-2416.17,247.98,-2664.15,-2.52,Stop Loss (candle low),bull,1,44.6,41.6,78.1,75.1,2115.35,2072.29,Asian Paints
GFS Basic,2021-01-19,2021-01-25,2563.25,2405.08,40,-6326.72,236.62,-6563.34,-6.4,Stop Loss (candle low),bull,6,41.1,29.2,73.7,80.8,2561.96,2477.83,Asian Paints
GFS Basic,2021-08-13,2021-08-16,2889.1,2856.79,33,-1066.15,226.09,-1292.24,-1.36,Stop Loss (candle low),bull,3,37.7,39.7,76.1,77.7,2887.65,2858.42,Asian Paints
GFS Advanced,2006-09-01,2006-09-08,52.95,53.71,1794,1355.06,227.84,1127.22,1.19,RSI Target 60,bull,7,39.3,66.3,65.8,75.5,52.93,51.86,Asian Paints
GFS Advanced,2006-10-23,2006-11-01,54.85,56.98,1751,3725.85,232.62,3493.23,3.64,RSI Target 60,bull,9,39.9,61.1,75.4,72.4,54.82,53.83,Asian Paints
GFS Advanced,2007-02-12,2007-02-22,66.23,62.46,1500,-5657.64,230.23,-5887.87,-5.93,Price < 50 EMA,bull,10,44.2,34.6,69.1,78.8,66.2,62.45,Asian Paints
GFS Advanced,2007-06-28,2007-06-29,70.03,67.72,1339,-3093.38,220.5,-3313.88,-3.53,Stop Loss (candle low),bull,1,41.6,39.6,63.5,71.2,70.0,68.13,Asian Paints
GFS Advanced,2008-01-28,2008-02-05,96.0,102.34,944,5984.91,222.91,5762.01,6.36,RSI Target 60,bull,8,37.6,60.7,65.1,84.8,95.95,84.3,Asian Paints
GFS Advanced,2009-09-18,2009-09-30,119.88,121.28,801,1120.31,229.88,890.43,0.93,RSI Target 60,bull,12,42.1,60.7,70.2,59.9,119.82,116.69,Asian Paints
GFS Advanced,2011-06-27,2011-07-01,276.4,292.72,350,5712.27,236.22,5476.05,5.66,RSI Target 60,bull,4,42.5,71.9,79.6,74.2,276.26,258.85,Asian Paints
GFS Advanced,2011-08-04,2011-08-12,275.86,285.22,370,3465.19,245.73,3219.45,3.15,RSI Target 60,bull,8,35.9,62.5,68.6,72.5,275.72,265.97,Asian Paints
GFS Advanced,2012-06-27,2012-06-28,339.48,334.85,309,-1428.23,246.95,-1675.18,-1.6,Stop Loss (candle low),bull,1,38.9,38.3,87.3,75.2,339.31,336.02,Asian Paints
GFS Advanced,2012-07-12,2012-07-13,335.9,331.21,308,-1444.52,243.74,-1688.25,-1.63,Price < 50 EMA,bull,1,37.4,41.6,75.0,70.5,335.73,328.98,Asian Paints
GFS Advanced,2013-11-25,2013-11-26,470.26,458.21,216,-2601.76,238.35,-2840.11,-2.8,Stop Loss (candle low),bull,1,37.8,31.6,69.7,68.2,470.02,461.33,Asian Paints
GFS Advanced,2014-10-01,2014-10-16,584.97,571.96,169,-2199.16,232.74,-2431.9,-2.46,Stop Loss (candle low),bull,15,41.3,45.9,64.9,62.2,584.68,572.46,Asian Paints
GFS Advanced,2015-02-09,2015-02-24,751.91,730.65,129,-2743.45,228.03,-2971.48,-3.06,Price < 50 EMA,bull,15,44.0,45.3,69.2,84.8,751.54,715.89,Asian Paints
GFS Advanced,2016-06-22,2016-06-27,917.56,902.61,102,-1525.13,221.73,-1746.86,-1.87,Stop Loss (candle low),bull,5,35.4,29.1,69.3,67.7,917.1,906.5,Asian Paints
GFS Advanced,2017-05-26,2017-06-09,1067.97,1073.36,86,463.31,219.91,243.4,0.27,RSI Target 60,bull,14,40.7,63.4,76.1,67.5,1067.44,1043.87,Asian Paints
GFS Advanced,2018-06-08,2018-06-21,1208.63,1179.65,76,-2201.85,217.17,-2419.02,-2.63,Stop Loss (candle low),bull,13,44.0,36.2,80.8,72.1,1208.02,1191.91,Asian Paints
GFS Advanced,2018-08-20,2018-08-23,1348.58,1313.11,67,-2376.9,213.65,-2590.55,-2.87,Stop Loss (candle low),bull,3,43.0,33.7,70.2,73.0,1347.91,1316.17,Asian Paints
GFS Advanced,2019-09-09,2019-09-16,1467.39,1443.43,59,-1413.26,206.26,-1619.52,-1.87,Stop Loss (candle low),bull,7,38.4,37.1,65.3,66.9,1466.65,1446.18,Asian Paints
GFS Advanced,2020-09-25,2020-10-06,1869.35,1996.44,46,5846.06,212.47,5633.58,6.55,RSI Target 60,bull,11,41.2,60.2,79.8,72.0,1868.42,1822.59,Asian Paints
GFS Advanced,2020-11-18,2020-11-19,2116.41,2068.08,43,-2077.91,215.41,-2293.32,-2.52,Stop Loss (candle low),bull,1,44.6,41.6,78.1,75.1,2115.35,2072.29,Asian Paints
GFS Basic,2006-10-23,2006-10-31,834.24,840.35,113,690.57,225.53,465.04,0.49,RSI Target 60,bull,8,40.7,61.3,81.5,76.8,833.82,813.09,Maruti
GFS Basic,2006-11-13,2006-11-15,800.17,785.92,119,-1696.45,225.17,-1921.62,-2.02,Stop Loss (candle low),bull,2,43.6,35.5,65.4,76.8,799.77,788.26,Maruti
GFS Basic,2007-11-02,2007-11-21,902.97,833.3,103,-7176.12,214.57,-7390.69,-7.95,Stop Loss (candle low),bull,19,35.4,31.6,66.5,65.2,902.52,846.18,Maruti
GFS Basic,2009-08-18,2009-08-27,1164.84,1249.17,74,6240.06,213.35,6026.72,6.99,RSI Target 60,bull,9,42.2,63.3,81.6,74.0,1164.26,1117.14,Maruti
GFS Basic,2009-10-20,2009-10-21,1384.56,1329.71,66,-3619.97,214.65,-3834.62,-4.2,Stop Loss (candle low),bull,1,38.2,34.4,67.8,88.5,1383.87,1336.6,Maruti
GFS Basic,2013-05-30,2013-06-03,1479.55,1408.52,59,-4190.6,204.97,-4395.57,-5.04,Stop Loss (candle low),bull,4,35.0,30.5,61.1,58.2,1478.81,1439.77,Maruti
GFS Basic,2014-07-21,2014-07-22,2326.29,2270.13,36,-2021.65,199.34,-2220.98,-2.65,Stop Loss (candle low),bull,1,44.5,31.8,72.4,68.9,2325.12,2280.25,Maruti
GFS Basic,2014-10-13,2014-10-22,2705.97,2882.16,30,5285.48,201.2,5084.27,6.26,RSI Target 60,bull,9,41.8,64.8,79.4,87.3,2704.62,2653.42,Maruti
GFS Basic,2015-02-11,2015-03-02,3151.64,3366.79,27,5809.1,210.45,5598.65,6.58,RSI Target 60,bull,19,35.1,70.8,64.3,88.3,3150.07,3089.71,Maruti
GFS Basic,2015-03-25,2015-03-26,3295.2,3230.72,28,-1805.43,218.49,-2023.93,-2.19,Stop Loss (candle low),bull,1,36.3,29.4,63.7,88.3,3293.56,3241.47,Maruti
GFS Basic,2015-08-26,2015-09-01,3888.15,3706.36,23,-4181.2,209.72,-4390.93,-4.91,Stop Loss (candle low),bull,6,36.2,26.6,66.7,90.8,3886.21,3751.94,Maruti
GFS Basic,2015-10-16,2015-10-27,4075.05,4103.83,21,604.38,206.12,398.26,0.47,RSI Target 60,bull,11,43.5,60.0,55.6,92.4,4073.01,3998.02,Maruti
GFS Basic,2015-12-08,2015-12-09,4183.57,4087.49,20,-1921.55,199.27,-2120.82,-2.53,Stop Loss (candle low),bull,1,43.0,45.5,61.4,81.8,4181.48,4124.82,Maruti
GFS Basic,2016-08-29,2016-08-31,4526.31,4643.89,18,2116.35,198.57,1917.78,2.35,RSI Target 60,bull,2,43.4,72.0,82.8,61.8,4524.05,4490.67,Maruti
GFS Basic,2016-11-09,2016-11-11,5107.85,4717.95,16,-6238.43,190.48,-6428.91,-7.87,Stop Loss (candle low),bull,2,37.1,25.0,55.3,67.5,5105.3,4874.86,Maruti
GFS Basic,2017-03-06,2017-03-07,5495.84,5411.04,14,-1187.13,185.08,-1372.21,-1.78,Stop Loss (candle low),bull,1,44.1,46.4,79.7,62.6,5493.09,5432.64,Maruti
GFS Basic,2017-08-23,2017-09-01,6981.56,7250.66,11,2960.15,189.06,2771.1,3.61,RSI Target 60,bull,9,39.9,63.2,70.9,87.4,6978.07,6892.8,Maruti
GFS Basic,2017-09-29,2017-10-03,7439.54,7321.2,11,-1301.79,195.84,-1497.63,-1.83,Stop Loss (candle low),bull,4,40.8,36.2,74.1,86.6,7435.83,7355.26,Maruti
GFS Basic,2018-01-12,2018-01-16,8820.98,8651.87,9,-1521.93,190.17,-1712.1,-2.16,Stop Loss (candle low),bull,4,35.1,31.8,80.3,88.2,8816.57,8682.55,Maruti
GFS Basic,2018-02-05,2018-02-22,8472.82,8013.34,9,-4135.34,180.5,-4315.84,-5.66,Stop Loss (candle low),bull,17,40.9,27.2,63.1,95.4,8468.59,8063.41,Maruti
GFS Basic,2018-08-03,2018-08-13,8575.01,8428.02,8,-1175.99,166.56,-1342.55,-1.96,Stop Loss (candle low),bull,10,44.4,28.1,63.3,74.9,8570.73,8492.19,Maruti
GFS Basic,2018-09-05,2018-09-06,8388.79,8202.35,8,-1491.47,162.92,-1654.39,-2.47,Stop Loss (candle low),sideways,1,40.6,33.3,69.9,69.8,8384.59,8231.15,Maruti
GFS Basic,2021-08-06,2021-08-10,6917.82,6750.34,10,-1674.8,167.33,-1842.12,-2.66,Stop Loss (candle low),sideways,4,42.3,39.9,63.5,64.0,6914.37,6789.49,Maruti
GFS Basic,2022-08-23,2022-09-12,8506.41,8663.51,8,1256.79,167.86,1088.94,1.6,RSI Target 60,bull,20,42.7,64.2,78.1,64.4,8502.16,8310.62,Maruti
GFS Basic,2022-10-07,2022-10-11,8592.48,8427.22,8,-1322.09,166.72,-1488.81,-2.17,Stop Loss (candle low),bull,4,38.7,34.3,60.4,67.6,8588.18,8453.27,Maruti
GFS Basic,2023-06-28,2023-07-05,9301.01,9696.66,7,2769.6,162.88,2606.72,4.0,RSI Target 60,bull,7,42.0,67.5,78.1,67.4,9296.36,9153.48,Maruti
GFS Basic,2023-07-25,2023-08-04,9495.24,9276.69,7,-1529.81,161.45,-1691.26,-2.54,Stop Loss (candle low),bull,10,40.2,42.7,66.9,66.2,9490.49,9332.27,Maruti
GFS Basic,2023-10-05,2023-10-25,10070.93,10372.26,7,2109.31,174.18,1935.14,2.75,RSI Target 60,bull,20,41.1,71.1,74.5,66.7,10065.9,9902.23,Maruti
GFS Basic,2023-11-02,2023-11-20,10143.54,10350.13,7,1446.1,174.62,1271.48,1.79,RSI Target 60,bull,18,38.8,63.0,71.7,62.1,10138.47,9992.35,Maruti
GFS Basic,2024-03-14,2024-03-20,11236.83,11696.9,6,2760.47,168.02,2592.45,3.85,RSI Target 60,bull,6,42.4,73.1,64.6,77.3,11231.21,11070.87,Maruti
GFS Basic,2024-05-14,2024-05-16,12589.95,12242.02,6,-2087.59,181.03,-2268.62,-3.0,Stop Loss (candle low),bull,2,43.6,37.2,79.6,84.4,12583.66,12392.62,Maruti
GFS Basic,2024-06-05,2024-06-25,12368.45,11868.76,5,-2498.43,150.17,-2648.6,-4.28,Stop Loss (candle low),bull,20,44.5,48.3,58.3,83.2,12362.27,11877.09,Maruti
GFS Basic,2025-11-17,2025-11-24,15899.95,15950.02,4,200.3,156.87,43.43,0.07,RSI Target 60,bull,7,35.7,61.3,76.0,69.2,15892.0,15647.17,Maruti
GFS Advanced,2007-11-02,2007-11-05,902.97,868.58,105,-3611.14,222.28,-3833.42,-4.04,Price < 50 EMA,bull,3,35.4,30.2,63.7,65.2,902.52,846.18,Maruti
GFS Advanced,2009-08-18,2009-08-27,1164.84,1249.17,78,6577.36,224.05,6353.31,6.99,RSI Target 60,bull,9,42.2,63.3,81.6,74.0,1164.26,1117.14,Maruti
GFS Advanced,2009-10-20,2009-10-21,1384.56,1329.71,70,-3839.36,226.73,-4066.09,-4.2,Stop Loss (candle low),bull,1,38.2,34.4,67.8,88.5,1383.87,1336.6,Maruti
GFS Advanced,2014-07-21,2014-07-22,2326.29,2270.13,40,-2246.27,219.78,-2466.06,-2.65,Stop Loss (candle low),bull,1,44.5,31.8,72.4,68.9,2325.12,2280.25,Maruti
GFS Advanced,2014-10-13,2014-10-22,2705.97,2882.16,33,5814.02,219.79,5594.23,6.26,RSI Target 60,bull,9,41.8,64.8,79.4,87.3,2704.62,2653.42,Maruti
GFS Advanced,2015-02-19,2015-02-20,3282.58,3217.93,29,-1874.79,224.93,-2099.72,-2.21,Stop Loss (candle low),bull,1,42.7,42.3,63.0,90.3,3280.94,3231.36,Maruti
GFS Advanced,2015-03-25,2015-03-26,3295.2,3230.72,28,-1805.43,218.49,-2023.93,-2.19,Stop Loss (candle low),bull,1,36.3,29.4,63.7,88.3,3293.56,3241.47,Maruti
GFS Advanced,2015-10-20,2015-10-23,4125.93,3997.88,22,-2817.15,214.12,-3031.27,-3.34,Stop Loss (candle low),bull,3,39.2,37.9,55.6,92.4,4123.87,4053.32,Maruti
GFS Advanced,2015-12-08,2015-12-09,4183.57,4087.49,21,-2017.63,208.47,-2226.1,-2.53,Stop Loss (candle low),bull,1,43.0,45.5,61.4,81.8,4181.48,4124.82,Maruti
GFS Advanced,2016-08-29,2016-08-31,4526.31,4643.89,19,2233.93,208.75,2025.17,2.35,RSI Target 60,bull,2,43.4,72.0,82.8,61.8,4524.05,4490.67,Maruti
GFS Advanced,2017-03-06,2017-03-07,5495.84,5411.04,16,-1356.72,209.33,-1566.05,-1.78,Stop Loss (candle low),bull,1,44.1,46.4,79.7,62.6,5493.09,5432.64,Maruti
GFS Advanced,2017-08-23,2017-09-01,6981.56,7250.66,12,3229.26,204.85,3024.41,3.61,RSI Target 60,bull,9,39.9,63.2,70.9,87.4,6978.07,6892.8,Maruti
