strategy,entry_date,exit_date,entry_price,exit_price,shares,gross_pnl,costs,net_pnl,pnl_pct,reason,regime,duration,rsi_entry_d,rsi_exit_d,rsi_weekly,rsi_monthly,signal_candle_high,signal_candle_low,instrument
GFS Advanced,2012-12-19,2012-12-20,277.1,268.87,325,-2672.74,212.69,-2885.42,-3.2,Stop Loss (candle low),bull,1,35.7,28.6,77.4,73.3,276.96,270.85,Titan
GFS Advanced,2014-07-15,2014-07-31,314.36,325.55,278,3110.32,212.76,2897.56,3.32,RSI Target 60,bull,16,42.4,62.9,71.9,56.6,314.21,306.18,Titan
GFS Advanced,2015-02-24,2015-02-27,407.48,415.57,221,1787.54,217.3,1570.24,1.74,RSI Target 60,bull,3,43.9,61.9,71.2,80.9,407.28,399.01,Titan
GFS Advanced,2017-06-27,2017-07-03,503.58,514.88,182,2055.69,221.13,1834.57,2.0,RSI Target 60,bull,6,42.0,61.2,71.0,73.1,503.33,489.83,Titan
GFS Advanced,2018-05-16,2018-05-21,913.86,889.38,102,-2496.76,219.88,-2716.64,-2.91,Stop Loss (candle low),bull,5,40.2,29.6,75.9,88.0,913.4,889.96,Titan
GFS Advanced,2019-03-05,2019-03-11,1015.99,1043.53,89,2450.36,218.81,2231.55,2.47,RSI Target 60,bull,6,41.0,66.1,72.6,62.3,1015.49,991.8,Titan
GFS Advanced,2020-03-05,2020-03-09,1241.62,1179.88,74,-4568.24,214.77,-4783.01,-5.21,Stop Loss (candle low),bull,4,40.1,25.0,59.3,63.5,1241.0,1217.88,Titan
GFS Advanced,2021-12-07,2021-12-15,2356.12,2291.91,37,-2375.86,206.59,-2582.45,-2.96,Stop Loss (candle low),bull,8,35.6,42.3,62.9,83.7,2354.95,2294.08,Titan
GFS Advanced,2023-07-24,2023-08-03,2975.68,2882.51,28,-2608.52,197.78,-2806.3,-3.37,Stop Loss (candle low),bull,10,37.1,23.8,73.3,68.3,2974.19,2931.33,Titan
GFS Advanced,2024-02-15,2024-02-23,3611.1,3667.03,23,1286.54,201.23,1085.31,1.31,RSI Target 60,bull,8,37.6,70.3,70.5,81.4,3609.29,3546.9,Titan
GFS Advanced,2026-02-04,2026-02-10,4162.08,4266.97,20,2097.71,202.48,1895.23,2.28,RSI Target 60,bull,6,42.9,65.6,69.1,62.6,4160.0,4064.17,Titan
GFS Basic,2006-04-28,2006-05-04,70.76,73.59,1342,3797.05,230.29,3566.76,3.76,RSI Target 60,bull,6,44.7,63.3,77.2,85.8,70.73,62.49,Sun Pharma
GFS Basic,2006-05-10,2006-05-12,73.29,70.08,1342,-4318.22,229.43,-4547.65,-4.62,Stop Loss (candle low),bull,2,44.6,45.6,64.3,85.8,73.26,70.54,Sun Pharma
GFS Basic,2006-05-26,2006-05-31,70.17,64.52,1340,-7560.41,216.43,-7776.85,-8.27,Stop Loss (candle low),bull,5,37.6,34.7,62.6,77.7,70.13,64.89,Sun Pharma
GFS Basic,2006-10-12,2006-11-10,74.25,76.83,1167,3013.7,211.01,2802.69,3.23,RSI Target 60,bull,29,40.3,66.2,86.6,72.2,74.21,71.77,Sun Pharma
GFS Basic,2006-12-13,2007-01-03,76.67,79.96,1165,3832.32,217.8,3614.52,4.05,RSI Target 60,bull,21,39.1,67.3,60.1,78.7,76.63,72.97,Sun Pharma
GFS Basic,2007-02-13,2007-02-23,83.13,78.54,1116,-5118.1,216.19,-5334.29,-5.75,Stop Loss (candle low),bull,10,37.3,27.5,49.9,78.2,83.09,79.83,Sun Pharma
GFS Basic,2007-06-26,2007-06-27,91.84,88.63,955,-3058.22,207.06,-3265.28,-3.72,Stop Loss (candle low),bull,1,35.1,32.6,63.1,71.1,91.79,90.0,Sun Pharma
GFS Basic,2007-12-07,2007-12-11,98.83,99.24,856,352.98,203.7,149.28,0.18,RSI Target 60,bull,4,42.1,67.2,78.5,63.3,98.78,94.44,Sun Pharma
GFS Basic,2008-01-09,2008-01-21,98.48,92.58,860,-5074.1,198.28,-5272.38,-6.23,Stop Loss (candle low),bull,12,43.8,23.5,62.5,68.5,98.43,94.36,Sun Pharma
GFS Basic,2008-05-26,2008-06-02,121.38,126.37,656,3276.37,195.67,3080.7,3.87,RSI Target 60,bull,7,40.3,62.6,72.0,70.4,121.32,113.68,Sun Pharma
GFS Basic,2008-06-26,2008-07-23,119.82,126.17,689,4375.39,203.33,4172.06,5.05,RSI Target 60,bull,27,40.1,60.2,52.0,68.9,119.76,111.42,Sun Pharma
GFS Basic,2010-09-08,2010-09-16,164.71,165.0,525,153.29,207.65,-54.36,-0.06,RSI Target 60,bull,8,36.5,65.1,57.1,76.3,164.63,154.93,Sun Pharma
GFS Basic,2011-08-08,2011-08-09,226.29,216.15,382,-3874.6,203.41,-4078.01,-4.72,Stop Loss (candle low),bull,1,42.0,38.1,61.2,79.4,226.18,217.0,Sun Pharma
GFS Basic,2012-01-06,2012-01-10,228.46,233.36,362,1774.22,200.95,1573.27,1.9,RSI Target 60,bull,4,37.3,71.1,62.2,60.9,228.34,223.94,Sun Pharma
GFS Basic,2012-05-18,2012-05-24,266.48,257.13,315,-2945.33,198.81,-3144.15,-3.75,Stop Loss (candle low),bull,6,41.2,36.5,61.1,76.7,266.35,257.52,Sun Pharma
GFS Basic,2012-07-20,2012-07-23,283.92,278.71,286,-1490.04,194.23,-1684.28,-2.07,Stop Loss (candle low),bull,3,39.8,37.1,62.0,71.4,283.78,280.86,Sun Pharma
GFS Basic,2012-09-06,2012-09-10,298.54,310.86,266,3277.55,195.2,3082.36,3.88,RSI Target 60,bull,4,41.2,60.1,79.9,71.7,298.39,291.67,Sun Pharma
GFS Basic,2012-11-01,2012-11-15,320.44,311.16,257,-2384.81,195.86,-2580.68,-3.13,Stop Loss (candle low),bull,14,36.6,36.9,62.6,76.8,320.28,313.36,Sun Pharma
GFS Basic,2013-01-25,2013-02-05,333.61,340.85,240,1737.26,195.06,1542.2,1.93,RSI Target 60,bull,11,42.9,63.6,57.7,77.0,333.45,318.34,Sun Pharma
GFS Basic,2013-06-14,2013-06-26,437.93,427.12,186,-2010.03,194.26,-2204.29,-2.71,Stop Loss (candle low),bull,12,38.6,22.8,63.2,90.6,437.71,428.4,Sun Pharma
GFS Basic,2013-10-30,2013-10-31,568.76,556.26,139,-1736.46,189.21,-1925.67,-2.44,Stop Loss (candle low),bull,1,35.9,34.5,62.6,83.2,568.47,560.51,Sun Pharma
GFS Basic,2014-03-12,2014-03-13,555.59,523.51,139,-4458.87,182.32,-4641.19,-6.01,Stop Loss (candle low),bull,1,43.1,35.9,60.5,77.9,555.31,531.59,Sun Pharma
GFS Basic,2014-09-29,2014-10-01,769.44,787.89,95,1752.98,179.58,1573.4,2.15,RSI Target 60,bull,2,43.6,61.3,76.9,72.7,769.06,739.57,Sun Pharma
GFS Basic,2015-04-21,2015-04-27,892.63,847.94,83,-3709.21,176.13,-3885.34,-5.24,Stop Loss (candle low),bull,6,43.6,17.4,57.3,78.7,892.18,851.23,Sun Pharma
GFS Basic,2021-01-25,2021-01-28,560.75,532.23,126,-3593.87,168.62,-3762.49,-5.33,Stop Loss (candle low),bull,3,43.0,36.4,68.7,66.7,560.47,534.73,Sun Pharma
GFS Basic,2021-02-23,2021-03-17,579.32,556.29,116,-2671.52,161.9,-2833.42,-4.22,Stop Loss (candle low),bull,22,39.8,43.4,61.7,68.1,579.03,563.18,Sun Pharma
GFS Basic,2021-06-02,2021-06-16,645.74,636.01,100,-973.05,157.82,-1130.87,-1.75,Stop Loss (candle low),bull,14,38.5,29.6,67.5,84.5,645.42,637.53,Sun Pharma
GFS Basic,2021-08-24,2021-09-13,742.78,744.27,85,127.43,155.77,-28.34,-0.04,RSI Target 60,bull,20,35.7,60.9,72.6,85.0,742.4,719.43,Sun Pharma
GFS Basic,2021-09-22,2021-09-27,739.0,727.82,86,-961.74,155.57,-1117.31,-1.76,Stop Loss (candle low),bull,5,37.7,36.0,73.9,85.0,738.63,729.2,Sun Pharma
GFS Basic,2021-10-25,2021-10-27,784.12,787.01,79,228.2,153.22,74.97,0.12,RSI Target 60,bull,2,42.2,62.1,72.4,83.8,783.73,758.82,Sun Pharma
GFS Basic,2021-11-01,2021-11-22,777.05,735.17,80,-3350.94,150.0,-3500.94,-5.63,Stop Loss (candle low),bull,21,40.7,41.5,53.2,81.4,776.66,750.66,Sun Pharma
GFS Basic,2022-05-06,2022-05-11,852.33,821.77,69,-2108.49,143.84,-2252.33,-3.83,Stop Loss (candle low),bull,5,35.9,33.3,60.1,84.7,851.9,828.21,Sun Pharma
GFS Basic,2022-11-21,2022-11-29,977.84,1012.59,58,2015.96,143.45,1872.5,3.3,RSI Target 60,bull,8,43.2,73.5,72.0,67.3,977.35,958.24,Sun Pharma
GFS Basic,2022-12-13,2023-01-05,961.95,980.14,61,1109.23,146.88,962.35,1.64,RSI Target 60,bull,23,41.1,63.4,67.0,65.4,961.47,945.03,Sun Pharma
GFS Basic,2023-09-05,2023-09-12,1108.93,1116.84,54,427.25,148.85,278.41,0.46,RSI Target 60,bull,7,43.7,60.5,75.0,70.8,1108.37,1079.73,Sun Pharma
GFS Basic,2023-10-09,2023-10-26,1106.78,1076.32,54,-1644.83,146.44,-1791.27,-3.0,Stop Loss (candle low),bull,17,40.4,43.2,64.8,67.9,1106.23,1081.49,Sun Pharma
GFS Basic,2024-04-15,2024-04-23,1515.89,1456.07,38,-2273.18,140.99,-2414.17,-4.19,Stop Loss (candle low),bull,8,43.2,14.0,68.0,81.1,1515.14,1474.85,Sun Pharma
GFS Basic,2024-10-18,2024-10-23,1888.84,1809.67,29,-2295.94,134.68,-2430.62,-4.44,Stop Loss (candle low),bull,5,39.1,32.8,87.5,80.1,1887.89,1842.48,Sun Pharma
GFS Advanced,2006-04-28,2006-05-04,70.76,73.59,1342,3797.05,230.29,3566.76,3.76,RSI Target 60,bull,6,44.7,63.3,77.2,85.8,70.73,62.49,Sun Pharma
GFS Advanced,2006-05-26,2006-05-29,70.17,66.35,1402,-5354.93,228.39,-5583.32,-5.68,Price < 50 EMA,bull,3,37.6,34.4,62.6,85.8,70.13,64.89,Sun Pharma
GFS Advanced,2006-10-17,2006-11-10,74.81,76.83,1244,2514.76,224.75,2290.01,2.46,RSI Target 60,bull,24,44.0,66.2,86.6,72.2,74.77,72.73,Sun Pharma
GFS Advanced,2007-02-13,2007-02-22,83.13,81.01,1145,-2426.17,224.33,-2650.5,-2.78,Price < 50 EMA,bull,9,37.3,33.8,63.7,78.2,83.09,79.83,Sun Pharma
GFS Advanced,2008-05-27,2008-06-02,122.88,126.37,754,2634.87,223.95,2410.92,2.6,RSI Target 60,bull,6,39.3,62.6,72.0,70.4,122.82,118.44,Sun Pharma
GFS Advanced,2012-05-18,2012-05-22,266.48,259.5,356,-2484.03,223.57,-2707.6,-2.85,Price < 50 EMA,bull,4,41.2,40.6,61.1,76.7,266.35,257.52,Sun Pharma
GFS Advanced,2012-07-20,2012-07-23,283.92,278.71,325,-1693.23,218.63,-1911.86,-2.07,Stop Loss (candle low),bull,3,39.8,37.1,62.0,71.4,283.78,280.86,Sun Pharma
GFS Advanced,2012-09-06,2012-09-10,298.54,310.86,303,3733.45,220.21,3513.24,3.88,RSI Target 60,bull,4,41.2,60.1,79.9,71.7,298.39,291.67,Sun Pharma
GFS Advanced,2012-11-01,2012-11-15,320.44,311.16,293,-2718.87,221.15,-2940.02,-3.13,Stop Loss (candle low),bull,14,36.6,36.9,62.6,76.8,320.28,313.36,Sun Pharma
GFS Advanced,2013-10-30,2013-10-31,568.76,556.26,160,-1998.8,215.48,-2214.28,-2.43,Stop Loss (candle low),bull,1,35.9,34.5,62.6,83.2,568.47,560.51,Sun Pharma
GFS Advanced,2021-02-23,2021-03-17,579.32,556.29,153,-3523.64,208.65,-3732.29,-4.21,Stop Loss (candle low),bull,22,39.8,43.4,61.7,68.1,579.03,563.18,Sun Pharma
GFS Advanced,2021-06-02,2021-06-16,645.74,636.01,132,-1284.42,203.41,-1487.83,-1.75,Stop Loss (candle low),bull,14,38.5,29.6,67.5,84.5,645.42,637.53,Sun Pharma
GFS Advanced,2021-08-24,2021-09-13,742.78,744.27,113,169.4,202.02,-32.62,-0.04,RSI Target 60,bull,20,35.7,60.9,72.6,85.0,742.4,719.43,Sun Pharma
GFS Advanced,2021-09-22,2021-09-27,739.0,727.82,113,-1263.69,199.59,-1463.28,-1.75,Stop Loss (candle low),bull,5,37.7,36.0,73.9,85.0,738.63,729.2,Sun Pharma
GFS Advanced,2021-10-25,2021-10-27,784.12,787.01,105,303.3,198.6,104.7,0.13,RSI Target 60,bull,2,42.2,62.1,72.4,83.8,783.73,758.82,Sun Pharma
GFS Advanced,2021-11-01,2021-11-03,777.05,751.57,106,-2700.97,195.57,-2896.54,-3.52,Price < 50 EMA,bull,2,40.7,28.6,67.6,81.4,776.66,750.66,Sun Pharma
GFS Advanced,2022-11-21,2022-11-29,977.84,1012.59,81,2815.39,194.26,2621.13,3.31,RSI Target 60,bull,8,43.2,73.5,72.0,67.3,977.35,958.24,Sun Pharma
GFS Advanced,2022-12-14,2022-12-16,968.38,958.39,85,-848.82,197.37,-1046.18,-1.27,Stop Loss (candle low),bull,2,35.2,33.7,67.1,67.5,967.89,959.26,Sun Pharma
GFS Advanced,2023-09-05,2023-09-12,1108.93,1116.84,73,577.58,195.82,381.76,0.47,RSI Target 60,bull,7,43.7,60.5,75.0,70.8,1108.37,1079.73,Sun Pharma
GFS Advanced,2023-10-09,2023-10-23,1106.78,1094.6,74,-900.94,196.4,-1097.34,-1.34,Price < 50 EMA,bull,14,40.4,41.9,64.8,67.9,1106.23,1081.49,Sun Pharma
GFS Advanced,2024-04-15,2024-04-18,1515.89,1487.21,53,-1520.14,192.29,-1712.44,-2.13,Price < 50 EMA,bull,3,43.2,23.3,71.4,81.1,1515.14,1474.85,Sun Pharma
GFS Advanced,2024-10-18,2024-10-23,1888.84,1809.67,41,-3245.98,184.06,-3430.04,-4.43,Stop Loss (candle low),bull,5,39.1,32.8,87.5,80.1,1887.89,1842.48,Sun Pharma
GFS Basic,2011-08-08,2011-08-18,126.96,115.59,748,-8509.13,217.55,-8726.68,-9.19,Stop Loss (candle low),bull,10,38.1,21.1,66.3,60.4,126.9,119.89,Tech Mahindra
GFS Basic,2012-10-29,2012-11-16,164.62,160.24,526,-2307.27,205.37,-2512.64,-2.9,Stop Loss (candle low),bull,18,45.0,43.7,61.4,70.6,164.54,160.59,Tech Mahindra
GFS Basic,2013-02-06,2013-02-20,174.61,185.1,482,5058.35,207.59,4850.75,5.76,RSI Target 60,bull,14,40.5,64.5,60.8,76.7,174.52,170.29,Tech Mahindra
GFS Basic,2013-03-28,2013-04-02,189.65,180.52,468,-4270.89,208.13,-4479.03,-5.05,Stop Loss (candle low),bull,5,37.4,25.3,76.0,76.0,189.55,182.4,Tech Mahindra
GFS Basic,2013-09-17,2013-10-03,233.32,242.45,362,3306.23,206.44,3099.78,3.67,RSI Target 60,bull,16,37.7,63.8,79.8,78.8,233.2,225.34,Tech Mahindra
GFS Basic,2013-12-06,2013-12-12,299.79,294.92,292,-1422.96,208.39,-1631.34,-1.86,Stop Loss (candle low),bull,6,37.7,50.7,75.6,80.6,299.64,295.12,Tech Mahindra
GFS Basic,2014-01-31,2014-02-17,318.17,322.04,270,1046.49,207.31,839.17,0.98,RSI Target 60,bull,17,38.0,61.2,66.0,85.2,318.01,304.46,Tech Mahindra
GFS Basic,2014-03-12,2014-03-28,319.58,324.34,271,1289.23,209.12,1080.1,1.25,Weekly RSI < 50,bull,16,44.2,50.1,48.9,85.5,319.42,313.61,Tech Mahindra
GFS Basic,2014-10-10,2014-10-16,425.35,410.86,206,-2986.06,206.95,-3193.02,-3.64,Stop Loss (candle low),bull,6,38.0,28.5,62.5,90.1,425.14,411.92,Tech Mahindra
GFS Basic,2014-12-11,2014-12-15,468.98,444.79,180,-4354.16,198.41,-4552.57,-5.39,Stop Loss (candle low),bull,4,40.7,33.5,56.9,92.2,468.75,455.55,Tech Mahindra
GFS Basic,2015-02-20,2015-02-23,504.21,495.23,159,-1428.96,192.0,-1620.97,-2.02,Stop Loss (candle low),bull,3,44.3,38.7,63.6,89.0,503.96,497.99,Tech Mahindra
GFS Basic,2015-03-10,2015-03-19,507.72,489.85,155,-2769.21,187.34,-2956.55,-3.76,Stop Loss (candle low),bull,9,43.5,50.0,65.1,85.8,507.46,490.72,Tech Mahindra
GFS Basic,2017-12-04,2017-12-05,368.75,352.04,206,-3441.74,180.57,-3622.31,-4.77,Stop Loss (candle low),bull,1,43.0,35.3,63.0,60.4,368.57,352.46,Tech Mahindra
GFS Basic,2018-02-21,2018-03-05,452.8,477.19,160,3903.38,180.37,3723.01,5.14,RSI Target 60,bull,12,44.2,62.1,72.3,65.5,452.57,428.56,Tech Mahindra
GFS Basic,2018-04-05,2018-04-12,470.02,493.8,162,3851.36,188.53,3662.83,4.81,RSI Target 60,bull,7,42.5,61.1,71.4,73.1,469.79,457.3,Tech Mahindra
GFS Basic,2018-09-28,2018-10-04,585.41,556.86,136,-3882.83,188.23,-4071.06,-5.11,Stop Loss (candle low),bull,6,40.6,42.5,62.4,85.4,585.12,560.85,Tech Mahindra
GFS Basic,2019-03-15,2019-03-26,625.29,596.24,121,-3515.58,179.82,-3695.4,-4.88,Stop Loss (candle low),bull,11,37.7,31.8,64.0,79.7,624.98,608.81,Tech Mahindra
GFS Basic,2019-05-16,2019-05-17,615.42,607.15,117,-967.99,174.34,-1142.33,-1.59,Weekly RSI < 50,bull,1,36.5,35.8,44.5,70.3,615.11,604.44,Tech Mahindra
GFS Basic,2021-10-04,2021-10-19,1211.99,1325.82,58,6602.24,178.38,6423.86,9.14,RSI Target 60,bull,15,41.7,65.8,77.6,85.6,1211.38,1181.92,Tech Mahindra
GFS Basic,2022-01-14,2022-01-18,1521.23,1444.85,50,-3819.2,180.4,-3999.6,-5.26,Stop Loss (candle low),bull,4,40.7,28.3,72.4,88.6,1520.47,1475.95,Tech Mahindra
GFS Basic,2023-10-11,2023-10-12,1159.72,1121.01,63,-2438.46,175.17,-2613.63,-3.58,Stop Loss (candle low),bull,1,38.1,26.1,60.1,67.6,1159.14,1142.76,Tech Mahindra
GFS Basic,2024-02-12,2024-02-14,1259.37,1222.09,56,-2087.25,169.89,-2257.14,-3.2,Stop Loss (candle low),bull,2,38.1,29.4,68.0,69.9,1258.74,1239.3,Tech Mahindra
GFS Basic,2024-10-04,2024-10-14,1588.58,1629.45,43,1757.39,168.95,1588.44,2.33,RSI Target 60,bull,10,43.2,62.6,76.5,74.1,1587.79,1531.73,Tech Mahindra
GFS Basic,2025-07-08,2025-07-09,1627.58,1597.27,43,-1303.42,169.5,-1472.92,-2.1,Stop Loss (candle low),sideways,1,39.3,40.4,69.8,68.6,1626.77,1601.42,Tech Mahindra
GFS Advanced,2012-10-29,2012-11-16,164.62,160.24,577,-2530.98,223.79,-2754.77,-2.9,Stop Loss (candle low),bull,18,45.0,43.7,61.4,70.6,164.54,160.59,Tech Mahindra
GFS Advanced,2013-02-06,2013-02-20,174.61,185.1,529,5551.59,226.34,5325.25,5.77,RSI Target 60,bull,14,40.5,64.5,60.8,76.7,174.52,170.29,Tech Mahindra
GFS Advanced,2013-12-06,2013-12-12,299.79,294.92,325,-1583.77,230.2,-1813.98,-1.86,Stop Loss (candle low),bull,6,37.7,50.7,75.6,80.6,299.64,295.12,Tech Mahindra
GFS Advanced,2014-03-24,2014-03-28,326.83,324.34,292,-727.01,226.65,-953.66,-1.0,Weekly RSI < 50,bull,4,40.8,50.1,48.9,85.5,326.67,319.98,Tech Mahindra
GFS Advanced,2014-12-11,2014-12-15,468.98,444.79,202,-4886.33,220.78,-5107.12,-5.39,Stop Loss (candle low),bull,4,40.7,33.5,56.9,92.2,468.75,455.55,Tech Mahindra
GFS Advanced,2015-02-20,2015-02-23,504.21,495.23,178,-1599.72,213.12,-1812.83,-2.02,Stop Loss (candle low),bull,3,44.3,38.7,63.6,89.0,503.96,497.99,Tech Mahindra
GFS Advanced,2018-04-05,2018-04-12,470.02,493.8,187,4445.71,215.26,4230.45,4.81,RSI Target 60,bull,7,42.5,61.1,71.4,73.1,469.79,457.3,Tech Mahindra
GFS Advanced,2018-09-28,2018-10-04,585.41,556.86,157,-4482.38,214.93,-4697.31,-5.11,Stop Loss (candle low),bull,6,40.6,42.5,62.4,85.4,585.12,560.85,Tech Mahindra
GFS Advanced,2019-03-15,2019-03-26,625.29,596.24,140,-4067.61,205.65,-4273.26,-4.88,Stop Loss (candle low),bull,11,37.7,31.8,64.0,79.7,624.98,608.81,Tech Mahindra
GFS Advanced,2021-10-04,2021-10-19,1211.99,1325.82,69,7854.39,209.3,7645.09,9.14,RSI Target 60,bull,15,41.7,65.8,77.6,85.6,1211.38,1181.92,Tech Mahindra
GFS Advanced,2022-01-14,2022-01-18,1521.23,1444.85,59,-4506.65,210.11,-4716.76,-5.26,Stop Loss (candle low),bull,4,40.7,28.3,72.4,88.6,1520.47,1475.95,Tech Mahindra
GFS Advanced,2023-10-11,2023-10-12,1159.72,1121.01,74,-2864.23,203.07,-3067.3,-3.57,Stop Loss (candle low),bull,1,38.1,26.1,60.1,67.6,1159.14,1142.76,Tech Mahindra
GFS Advanced,2024-02-27,2024-02-28,1234.81,1215.43,67,-1298.64,197.83,-1496.48,-1.81,Price < 50 EMA,bull,1,43.9,43.5,63.2,69.9,1234.2,1213.4,Tech Mahindra
GFS Advanced,2025-07-08,2025-07-09,1627.58,1597.27,50,-1515.6,194.6,-1710.2,-2.1,Stop Loss (candle low),sideways,1,39.3,40.4,69.8,68.6,1626.77,1601.42,Tech Mahindra
GFS Basic,2006-10-26,2006-11-01,8.6,8.29,11052,-3374.57,222.94,-3597.51,-3.79,Stop Loss (candle low),bull,6,45.0,39.0,74.1,64.4,8.59,8.35,Adani Ent.
GFS Basic,2007-01-02,2007-01-04,14.56,14.06,6290,-3163.5,215.54,-3379.04,-3.69,Stop Loss (candle low),bull,2,41.7,44.2,86.2,77.9,14.55,14.13,Adani Ent.
GFS Basic,2007-06-07,2007-06-08,14.94,14.61,5916,-1962.29,209.67,-2171.96,-2.46,Stop Loss (candle low),bull,1,42.1,48.5,64.9,76.3,14.93,14.62,Adani Ent.
GFS Basic,2007-08-28,2007-08-30,21.35,20.89,4042,-1835.63,205.18,-2040.81,-2.37,Stop Loss (candle low),bull,2,41.7,35.9,72.9,74.9,21.34,21.01,Adani Ent.
GFS Basic,2008-06-25,2008-07-01,41.31,36.95,2042,-8909.39,193.57,-9102.96,-10.79,Stop Loss (candle low),sideways,6,39.6,31.6,57.1,60.0,41.29,38.37,Adani Ent.
GFS Basic,2010-02-05,2010-02-15,60.18,62.32,1258,2688.56,186.36,2502.19,3.3,RSI Target 60,bull,10,42.9,62.2,67.4,79.0,60.15,56.3,Adani Ent.
GFS Basic,2010-03-12,2010-03-22,62.19,59.32,1255,-3594.96,185.03,-3780.0,-4.84,Stop Loss (candle low),bull,10,39.2,38.5,62.4,80.6,62.15,60.51,Adani Ent.
GFS Basic,2010-06-04,2010-06-07,71.02,68.53,1049,-2613.29,178.18,-2791.47,-3.75,Stop Loss (candle low),bull,3,37.0,30.3,62.7,82.0,70.99,69.31,Adani Ent.
GFS Basic,2010-10-01,2010-11-01,87.36,95.11,822,6366.07,181.51,6184.56,8.61,RSI Target 60,bull,31,35.8,65.8,77.2,86.6,87.32,83.95,Adani Ent.
GFS Basic,2014-06-06,2014-06-10,71.99,70.14,1079,-2000.48,185.88,-2186.36,-2.81,Stop Loss (candle low),bull,4,39.1,43.3,82.4,80.6,71.95,70.31,Adani Ent.
GFS Basic,2014-06-23,2014-06-27,64.98,61.88,1164,-3606.88,179.68,-3786.56,-5.01,Stop Loss (candle low),bull,4,37.6,23.4,64.5,80.6,64.95,63.7,Adani Ent.
GFS Basic,2015-03-12,2015-03-13,95.32,91.53,755,-2861.71,172.28,-3033.99,-4.22,Stop Loss (candle low),bull,1,40.2,36.9,74.1,85.6,95.27,93.76,Adani Ent.
GFS Basic,2017-05-08,2017-05-18,61.95,64.21,1116,2520.85,171.57,2349.27,3.4,RSI Target 60,bull,10,44.1,61.5,62.2,71.1,61.92,59.51,Adani Ent.
GFS Basic,2017-11-30,2017-12-01,80.25,76.34,889,-3479.91,170.26,-3650.17,-5.12,Stop Loss (candle low),bull,1,41.3,40.8,64.4,82.6,80.21,77.81,Adani Ent.
GFS Basic,2018-02-22,2018-02-27,109.75,111.03,619,795.15,167.12,628.04,0.92,RSI Target 60,bull,5,42.9,60.5,69.5,88.6,109.69,103.93,Adani Ent.
GFS Basic,2018-03-05,2018-03-06,108.81,99.85,629,-5633.91,161.58,-5795.49,-8.47,Stop Loss (candle low),bull,1,40.9,23.3,68.4,83.5,108.75,105.51,Adani Ent.
GFS Basic,2018-10-04,2018-10-15,132.71,150.49,474,8429.65,163.85,8265.8,13.14,RSI Target 60,bull,11,36.2,62.8,78.7,63.7,132.64,125.37,Adani Ent.
GFS Basic,2018-11-13,2018-11-22,161.07,156.46,440,-2025.39,170.72,-2196.11,-3.1,Stop Loss (candle low),bull,9,42.1,24.4,64.0,70.4,160.99,156.71,Adani Ent.
GFS Basic,2019-01-04,2019-01-09,152.17,147.43,452,-2143.54,165.96,-2309.5,-3.36,Stop Loss (candle low),bull,5,37.8,26.6,60.6,69.3,152.1,148.07,Adani Ent.
GFS Basic,2019-12-19,2019-12-20,209.11,216.62,318,2389.27,165.58,2223.7,3.34,RSI Target 60,bull,1,44.2,62.3,79.4,67.7,209.01,204.69,Adani Ent.
GFS Basic,2020-09-22,2020-10-05,282.46,325.65,243,10495.25,178.73,10316.52,15.03,RSI Target 60,bull,13,41.9,65.1,85.7,73.3,282.31,256.75,Adani Ent.
GFS Basic,2020-10-23,2020-10-26,321.83,306.5,243,-3724.63,185.26,-3909.89,-5.0,Stop Loss (candle low),bull,3,40.9,35.6,88.4,73.3,321.67,312.38,Adani Ent.
GFS Basic,2022-02-09,2022-02-14,1789.6,1660.16,41,-5307.33,172.88,-5480.21,-7.47,Stop Loss (candle low),bull,5,43.1,44.1,65.1,86.2,1788.71,1714.18,Adani Ent.
GFS Basic,2022-05-11,2022-05-12,2154.98,2040.54,32,-3662.32,164.78,-3827.1,-5.55,Stop Loss (candle low),bull,1,45.0,30.3,77.1,85.0,2153.91,2072.26,Adani Ent.
GFS Basic,2022-06-17,2022-07-01,2134.66,2227.11,30,2773.52,160.52,2613.0,4.08,RSI Target 60,bull,14,44.3,62.4,62.9,75.8,2133.59,2055.45,Adani Ent.
GFS Basic,2022-10-04,2022-10-24,3288.33,3303.61,20,305.58,161.8,143.78,0.22,RSI Target 60,bull,20,36.8,65.6,74.0,85.9,3286.69,3119.16,Adani Ent.
GFS Basic,2022-11-30,2022-12-13,3936.47,4052.61,17,1974.4,166.09,1808.31,2.7,RSI Target 60,bull,13,42.7,71.2,67.2,88.0,3934.5,3859.77,Adani Ent.
GFS Basic,2023-01-17,2023-01-19,3646.42,3457.08,19,-3597.59,165.56,-3763.15,-5.43,Stop Loss (candle low),bull,2,35.8,20.6,62.3,87.6,3644.6,3553.55,Adani Ent.
GFS Advanced,2006-10-26,2006-11-01,8.6,8.29,11052,-3374.57,222.94,-3597.51,-3.79,Stop Loss (candle low),bull,6,45.0,39.0,74.1,64.4,8.59,8.35,Adani Ent.
GFS Advanced,2007-01-02,2007-01-04,14.56,14.06,6290,-3163.5,215.54,-3379.04,-3.69,Stop Loss (candle low),bull,2,41.7,44.2,86.2,77.9,14.55,14.13,Adani Ent.
GFS Advanced,2010-02-05,2010-02-15,60.18,62.32,1468,3137.36,214.91,2922.45,3.31,RSI Target 60,bull,10,42.9,62.2,67.4,79.0,60.15,56.3,Adani Ent.
