date,equity
2020-09-08,291002.64
2020-09-09,290044.0
2020-09-10,290673.18
2020-09-11,290829.36
2020-09-14,291212.28
2020-09-15,291434.44
2020-09-16,291681.8
2020-09-17,291152.16
2020-09-18,291259.04
2020-09-21,289534.48
2020-09-22,288847.61
2020-09-23,288473.87
2020-09-24,286973.87
2020-09-25,288394.21
2020-09-28,289649.1
2020-09-29,289378.03
2020-09-30,289409.62
2020-10-01,290235.26
2020-10-05,290431.18
2020-10-06,290819.43
2020-10-07,290850.55
2020-10-08,291160.37
2020-10-09,291713.81
2020-10-12,291763.08
2020-10-13,291692.69
2020-10-14,291528.32
2020-10-15,290374.03
2020-10-16,290897.63
2020-10-19,291857.18
2020-10-20,291853.74
2020-10-21,291858.69
2020-10-22,291924.23
2020-10-23,292461.59
2020-10-26,291741.75
2020-10-27,292417.79
2020-10-28,292045.07
2020-10-29,291442.4
2020-10-30,291373.96
2020-11-02,291762.56
2020-11-03,292720.38
2020-11-04,293196.51
2020-11-05,294475.61
2020-11-06,295015.5
2020-11-09,296394.14
2020-11-10,296811.43
2020-11-11,297463.11
2020-11-12,297409.45
2020-11-13,297718.47
2020-11-14,298483.45
2020-11-17,298690.91
2020-11-18,299205.09
2020-11-19,298864.61
2020-11-20,299360.05
2020-11-23,299665.32
2020-11-24,300351.73
2020-11-25,299877.75
2020-11-26,300407.81
2020-11-27,300714.47
2020-12-01,301541.28
2020-12-02,301893.97
2020-12-03,302469.57
2020-12-04,303207.2
2020-12-07,303881.52
2020-12-08,304198.42
2020-12-09,304606.58
2020-12-10,304642.88
2020-12-11,304984.84
2020-12-14,305692.29
2020-12-15,305760.15
2020-12-16,306204.02
2020-12-17,306092.62
2020-12-18,306048.34
2020-12-21,303227.57
2020-12-22,304132.81
2020-12-23,304965.83
2020-12-24,305442.43
2020-12-28,306255.06
2020-12-29,306364.83
2020-12-30,306530.06
2020-12-31,306859.05
2021-01-01,307351.93
2021-01-04,308018.41
2021-01-05,308410.98
2021-01-06,308701.62
2021-01-07,308967.54
2021-01-08,309866.62
2021-01-11,310297.34
2021-01-12,310769.9
2021-01-13,310922.54
2021-01-14,311062.62
2021-01-15,310076.13
2021-01-18,308881.68
2021-01-19,310326.49
2021-01-20,310933.67
2021-01-21,310715.73
2021-01-22,309449.15
2021-01-25,309527.96
2021-01-27,308381.47
2021-01-28,307549.29
2021-01-29,307166.47
2021-02-01,310037.19
2021-02-02,311976.29
2021-02-03,313156.47
2021-02-04,313943.42
2021-02-05,314168.44
2021-02-08,314990.07
2021-02-09,314870.64
2021-02-10,314828.13
2021-02-11,314743.35
2021-02-12,314735.75
2021-02-15,315649.0
2021-02-16,316131.32
2021-02-17,316212.84
2021-02-18,316733.28
2021-02-19,315461.91
2021-02-22,313703.71
2021-02-23,313830.98
2021-02-24,315128.16
2021-02-25,316050.18
2021-02-26,313407.71
2021-03-01,314756.76
2021-03-02,315317.91
2021-03-03,316620.46
2021-03-04,315970.22
2021-03-05,314640.78
2021-03-08,315066.24
2021-03-09,315087.24
2021-03-10,315508.48
2021-03-12,315074.91
2021-03-15,314636.02
2021-03-16,314726.14
2021-03-17,313466.61
2021-03-18,312509.3
2021-03-19,312927.41
2021-03-22,313073.95
2021-03-23,313530.74
2021-03-24,312549.0
2021-03-25,311223.16
2021-03-26,311705.1
2021-03-30,313064.8
