date,code,qty,avg,fill,sell_value,charges,growth,pnl_pct,ticket_after
2024-07-04,NSE:PHARMABEES,421,18.92,20.4995,8630.29,24.28,640.69,0.0835,8637.28
2024-07-05,NSE:MONIFTY500,386,21.57,23.5964,9108.21,24.78,757.41,0.0939,8652.43
2024-07-08,NSE:SMALLCAP,171,49.07,53.6463,9173.52,24.84,757.71,0.0933,8667.58
2024-07-09,NSE:MONQ50,131,63.22,70.0998,9183.07,24.85,876.4,0.1088,8685.11
2024-07-10,NSE:HEALTHY,651,12.18,13.3666,8701.66,24.36,748.12,0.0974,8700.08
2024-07-11,NSE:MIDSELIETF,507,16.4,17.8022,9025.72,24.69,686.23,0.0855,8713.8
2024-07-12,NSE:CPSEETF,88,93.57,101.2387,8909.01,24.57,650.28,0.082,8726.81
2024-07-15,NSE:NV20IETF,593,14.16,15.3147,9081.62,24.75,659.99,0.0815,8740.01
2024-07-16,NSE:CONSUMBEES,70,116.67,126.3136,8841.95,24.5,650.55,0.0827,8753.02
2024-07-18,NSE:QUAL30IETF,409,20.5,22.1179,9046.22,24.71,637.01,0.0789,8765.76
2024-07-19,NSE:FMCGIETF,140,59.79,63.8261,8935.65,24.6,540.45,0.0675,8776.57
2024-07-26,NSE:MOVALUE,80,102.15,109.2307,8738.46,24.39,542.07,0.0693,8787.41
2024-07-29,NSE:HDFCSML250,50,166.45,178.7211,8936.06,24.6,588.96,0.0737,8799.19
2024-07-30,NSE:MOM100,144,58.37,62.6473,9021.21,24.69,591.24,0.0733,8811.01
2024-07-31,NSE:NEXT50IETF,115,71.91,77.5724,8920.83,24.58,626.6,0.0787,8823.54
2024-08-01,NSE:ABSLPSE,779,10.87,11.7183,9128.56,24.8,636.03,0.078,8836.26
2024-08-02,NSE:PHARMABEES,414,20.84,22.3177,9239.53,24.91,586.86,0.0709,8848.0
2024-08-07,NSE:HEALTHY,654,13.3,14.1458,9251.35,24.92,528.23,0.0636,8858.57
2024-08-16,NSE:TNIDETF,99,87.63,93.946,9300.65,24.98,600.3,0.0721,8870.57
2024-08-20,NSE:ALPL30IETF,298,28.62,30.5095,9091.83,24.76,538.31,0.066,8881.34
2024-08-21,NSE:LOWVOLIETF,413,20.78,22.1678,9155.3,24.83,548.33,0.0668,8892.3
2024-08-28,NSE:ALPHA,157,53.96,57.7522,9067.1,24.73,570.65,0.0703,8903.72
2024-08-30,NSE:PHARMABEES,402,21.98,23.7163,9533.95,25.22,672.77,0.079,8917.17
2024-09-02,NSE:BSE500IETF,226,37.49,39.96,9030.96,24.7,533.52,0.0659,8927.84
2024-09-05,NSE:CONSUMBEES,69,125.74,133.6462,9221.59,24.89,520.64,0.0629,8938.26
2024-09-16,NSE:QUAL30IETF,392,22.34,23.9261,9379.03,25.06,596.69,0.071,8950.19
2024-09-20,NSE:BFSI,362,23.55,25.3446,9174.75,24.85,624.8,0.0762,8962.69
2024-09-23,NSE:NIFTYBEES,32,266.95,289.0507,9249.62,24.92,682.3,0.0828,8976.33
2024-09-24,NSE:MIDSELIETF,488,17.85,19.1508,9345.59,25.02,609.77,0.0729,8988.53
2024-09-25,NSE:CONSUMBEES,67,133.21,142.3175,9535.27,25.22,584.98,0.0684,9000.23
2024-09-26,NSE:FMCGIETF,137,64.51,69.1208,9469.55,25.15,606.53,0.0715,9012.36
2024-09-27,NSE:MOM30IETF,244,35.88,38.6813,9438.24,25.12,658.4,0.0781,9025.52
2024-09-30,NSE:METALIETF,951,9.39,10.1998,9700.01,25.39,744.73,0.0862,9040.42
2024-10-01,NSE:MAKEINDIA,58,147.8,158.2116,9176.27,24.85,579.02,0.0704,9052.0
2024-10-03,NSE:MAHKTECH,362,18.58,20.4595,7406.34,23.01,657.37,0.1012,9065.15
2024-10-07,NSE:HNGSNGBEES,15,383.0,409.1704,6137.56,21.7,370.86,0.0683,9072.56
2024-11-06,NSE:MON100,53,159.24,171.4084,9084.65,24.75,620.17,0.0764,9084.97
2024-11-08,NSE:MAFANG,83,97.12,104.7951,8697.99,24.35,612.68,0.079,9097.22
2024-11-11,NSE:MASPTOP50,178,45.73,55.0149,9792.65,25.49,1627.22,0.203,9129.77
2024-11-12,NSE:MONQ50,132,66.13,72.1778,9527.47,25.21,773.1,0.0915,9145.23
2024-12-02,NSE:MONQ50,130,70.11,77.942,10132.46,25.84,992.32,0.1117,9165.07
2024-12-04,NSE:MAFANG,80,112.34,121.5084,9720.67,25.41,708.06,0.0816,9179.24
2024-12-05,NSE:MASPTOP50,172,53.04,57.1628,9832.0,25.53,683.59,0.0777,9192.91
2024-12-06,NSE:TNIDETF,93,94.68,101.8381,9470.94,25.15,640.55,0.0756,9205.72
2024-12-09,NSE:VAL30IETF,730,12.5174,13.4299,9803.83,25.5,640.63,0.0729,9218.53
2024-12-10,NSE:MON100,52,172.12,188.3714,9795.31,25.49,819.58,0.0944,9234.92
2024-12-16,NSE:MON100,47,192.46,207.2625,9741.34,25.43,670.29,0.0769,9248.33
2024-12-17,NSE:MAFANG,72,127.41,135.4344,9751.28,25.44,552.32,0.063,9259.37
2024-12-31,NSE:HEALTHY,617,14.35,15.2647,9418.32,25.1,539.27,0.0637,9270.16
2025-01-20,NSE:MONQ50,109,83.81,89.3406,9738.13,25.43,577.41,0.066,9281.71
2025-02-01,NSE:MIDCAP,56,141.97,151.3545,8475.85,24.12,501.41,0.0661,9291.74
2025-02-04,NSE:MAHKTECH,451,20.08,21.3486,9628.22,25.32,546.82,0.0632,9302.67
2025-02-10,NSE:MAHKTECH,439,21.17,22.7372,9981.63,25.68,662.32,0.074,9315.92
2025-02-14,NSE:HNGSNGBEES,24,369.91,414.1854,9940.45,25.64,1036.97,0.1197,9336.66
2025-02-18,NSE:MAHKTECH,402,23.14,24.6054,9891.37,25.59,563.5,0.0633,9347.93
2025-02-19,NSE:MASPTOP50,159,57.73,63.8161,10146.76,25.85,941.84,0.1054,9366.77
2025-03-05,NSE:HNGSNGBEES,22,415.8,442.577,9736.69,25.43,563.66,0.0644,9378.04
2025-03-10,NSE:MAHKTECH,380,24.56,26.1139,9923.28,25.62,564.86,0.0633,9389.34
2025-03-21,NSE:FINIETF,380,24.63,26.5334,10082.69,25.79,697.5,0.0773,9403.29
2025-03-24,NSE:GROWWRAIL,290,32.34,35.7242,10360.02,26.07,955.35,0.1046,9422.39
2025-04-21,NSE:PVTBANIETF,330,25.78,27.7222,9148.33,24.82,616.11,0.0753,9434.72
2025-04-22,NSE:BFSI,350,25.57,27.2527,9538.44,25.22,563.73,0.0658,9445.99
2025-04-23,NSE:AUTOIETF,446,20.99,22.8771,10203.19,25.91,815.74,0.0899,9462.3
2025-04-29,NSE:MODEFENCE,122,73.03,79.8401,9740.49,25.43,805.4,0.0933,9478.41
2025-05-16,NSE:GROWWRAIL,262,36.03,38.5214,10092.61,25.8,626.95,0.0691,9490.95
2025-05-19,NSE:CONSUMER,863,10.7542,11.4385,9871.43,25.57,564.98,0.0636,9502.25
2025-05-23,NSE:FINIETF,343,27.57,29.3506,10067.26,25.77,584.98,0.0646,9513.95
2025-05-26,NSE:MSCIINDIA,339,27.72,29.5105,10004.06,25.7,581.28,0.0646,9525.58
2025-06-06,NSE:BANKBEES,15,539.28,581.3581,8720.37,24.37,606.8,0.078,9537.71
2025-06-09,NSE:ALPHAETF,394,24.13,25.6643,10111.73,25.82,578.69,0.0636,9549.29
2025-06-27,NSE:GROWWN200,874,10.785,11.4971,10048.47,25.75,596.63,0.066,9561.22
2025-07-03,NSE:MAFANG,66,139.17,148.4214,9795.81,25.49,585.1,0.0665,9572.92
2025-08-14,NSE:MASPTOP50,155,60.24,64.7851,10041.69,25.74,678.75,0.0754,9586.5
2025-08-19,NSE:AUTOIETF,392,24.25,26.0939,10228.81,25.94,696.87,0.076,9600.43
2025-08-29,NSE:MAHKTECH,391,24.02,25.8242,10097.26,25.8,679.64,0.0751,9614.03
2025-09-01,NSE:HNGSNGBEES,21,436.4,477.2523,10022.3,25.72,832.18,0.0936,9630.67
2025-09-16,NSE:SBINEQWETF,309,30.48,32.4775,10035.55,25.74,591.49,0.0655,9642.5
2025-09-18,NSE:CONSUMER,818,11.66,12.4276,10165.78,25.87,602.03,0.0658,9654.54
2025-09-29,NSE:MONQ50,105,88.21,98.5813,10351.04,26.06,1062.93,0.1176,9675.8
2025-09-30,NSE:PSUBNKBEES,106,78.79,83.8561,8888.75,24.55,512.46,0.0643,9686.05
2025-10-03,NSE:MON100,43,212.93,229.3804,9863.36,25.56,681.81,0.0773,9699.68
2025-10-06,NSE:MAHKTECH,349,27.56,34.0959,11899.47,27.67,2253.36,0.2372,9744.75
2025-10-20,NSE:HDFCSENSEX,97,88.72,94.6153,9177.68,24.85,546.99,0.0664,9755.69
2025-10-21,NSE:ALPHAETF,401,24.08,25.6643,10291.38,26.0,609.3,0.0658,9767.88
2025-10-27,NSE:METALIETF,923,9.82,10.5195,9709.5,25.4,620.24,0.0712,9780.28
2025-10-29,NSE:VAL30IETF,683,13.4933,14.3456,9798.04,25.49,556.63,0.0632,9791.41
2025-10-31,NSE:MAFANG,57,167.06,178.6012,10180.27,25.89,631.96,0.0691,9804.05
2025-11-14,NSE:HNGSNGBEES,19,500.98,532.467,10116.87,25.82,572.43,0.0629,9815.5
2025-11-20,NSE:BFSI,352,26.95,28.7712,10127.46,25.83,615.23,0.0676,9827.81
2025-11-21,NSE:TOP10ADD,95,94.6772,100.849,9580.66,25.27,561.05,0.0652,9839.03
2025-11-26,NSE:BANKBEES,16,575.55,613.6058,9817.69,25.51,583.38,0.0661,9850.7
2025-11-27,NSE:FINIETF,311,30.73,32.927,10240.3,25.95,657.32,0.0715,9863.84
2025-12-04,NSE:MAFANG,59,165.14,176.0837,10388.94,26.1,619.58,0.0663,9876.23
2025-12-22,NSE:METALIETF,978,10.06,10.6993,10463.92,26.18,599.05,0.0635,9888.21
2025-12-30,NSE:MSCIINDIA,324,29.32,31.3386,10153.71,25.86,628.17,0.0688,9900.78
2026-01-01,NSE:INFRAIETF,93,93.49,99.4005,9244.25,24.92,524.76,0.0632,9911.27
2026-01-02,NSE:MOVALUE,79,110.84,118.7012,9377.39,25.06,595.98,0.0709,9923.19
2026-01-05,NSE:AUTOIETF,352,27.67,29.7103,10458.03,26.17,692.02,0.0737,9937.03
2026-01-06,NSE:GROWWN200,868,11.0936,11.8029,10244.92,25.95,589.72,0.0639,9948.83
2026-01-16,NSE:VAL30IETF,686,14.37,15.3147,10505.88,26.22,621.84,0.0657,9961.26
2026-01-19,NSE:HNGSNGBEES,19,512.61,546.0634,10375.2,26.09,609.52,0.0653,9973.45
2026-01-28,NSE:ICICIB22,76,112.57,119.87,9110.12,24.78,530.02,0.0648,9984.06
2026-02-24,NSE:MIDCAP,58,159.55,170.8889,9911.56,25.61,632.05,0.0711,9996.7
2026-02-25,NSE:ENERGY,282,34.9742,37.2129,10494.04,26.21,605.1,0.064,10008.8
2026-02-26,NSE:AUTOIETF,359,27.71,29.5604,10612.18,26.33,637.96,0.0668,10021.56
2026-04-02,NSE:MONQ50,98,99.49,109.2107,10702.65,26.43,926.2,0.0977,10040.08
2026-04-15,NSE:MON100,40,244.25,269.69,10787.6,26.52,991.08,0.1042,10059.9
2026-04-16,NSE:MOVALUE,91,109.15,117.2426,10669.08,26.39,710.04,0.0741,10074.1
2026-04-17,NSE:ENERGY,280,35.74,39.0709,10939.85,26.67,905.98,0.0932,10092.22
2026-04-24,NSE:MASPTOP50,138,71.41,76.1837,10513.35,26.23,632.54,0.0668,10104.87
2026-04-28,NSE:CPSEETF,86,101.48,108.4914,9330.26,25.01,577.97,0.0691,10116.43
2026-04-29,NSE:MAFANG,58,168.98,181.7481,10541.39,26.26,714.29,0.0756,10130.72
2026-05-07,NSE:MIDCAPETF,402,21.7,23.2667,9353.21,25.03,604.78,0.0722,10142.81
2026-05-08,NSE:MODEFENCE,98,96.61,103.1767,10111.32,25.82,617.72,0.068,10155.17
2026-05-14,NSE:PHARMABEES,379,23.5,25.1848,9545.04,25.23,613.31,0.0717,10167.44
2026-05-19,NSE:HEALTHY,606,15.29,16.2737,9861.86,25.56,570.56,0.0643,10178.85
2026-05-27,NSE:MAKEINDIA,59,153.26,163.6762,9656.9,25.34,589.22,0.068,10190.63
2026-05-28,NSE:MOM100,139,63.12,67.2727,9350.91,25.03,552.2,0.0658,10201.67
2026-06-18,NSE:MOMIDMTM,156,61.5033,65.944,10287.26,26.0,666.75,0.0722,10215.01
2026-07-10,NSE:MIDCAP,581,17.22,18.3816,10679.71,26.4,648.49,0.0675,10227.98
2026-07-13,NSE:SML100CASE,949,10.3422,11.0689,10504.39,26.22,663.42,0.0703,10241.25
2026-07-27,NSE:AUTOIETF,376,26.85,28.5714,10742.85,26.47,620.78,0.0641,10253.66
2026-08-06,NSE:SBINEQWETF,299,32.37,34.5055,10317.14,26.03,612.48,0.066,10265.91
