strategy,instrument,cagr,total_return,final_value,max_dd,sharpe,calmar,win_rate,total_trades,avg_win,avg_loss,profit_factor,avg_duration,total_costs,expectancy,avg_rsi_entry,years,bull_wr,bull_pnl,bear_wr,bear_pnl,sideways_wr,sideways_pnl
GFS Advanced,RELIANCE,0.81,17.47,117469.0,5.93,0.68,0.14,44.4,9,7.45,-2.3,2.35,14.6,2322.0,2.03,40.1,20.0,44.4,2.03,0.0,0.0,0.0,0.0
GFS Basic,RELIANCE,-1.03,-18.63,81369.0,24.83,-0.29,-0.04,15.8,38,9.48,-2.32,0.71,6.7,7553.0,-0.46,40.4,20.0,15.8,-0.46,0.0,0.0,0.0,0.0
