strategy,instrument,entry_date,exit_date,entry_price,exit_price,shares,gross_pnl,costs,pnl,pnl_pct,cost_stt,cost_txn,cost_dp,cost_stamp,cost_gst,reason,regime,duration
ADX Breakout,Bank Nifty,2025-09-10,2025-09-26,54563.27,54362.16,1,-201.11,136.38,-337.49,-0.62,108.93,3.24,15.34,8.18,0.5823,Signal,bull,16
ADX Breakout,Bank Nifty,2026-02-03,2026-02-24,60071.32,61016.78,1,945.46,149.8,795.66,1.32,121.09,3.6,15.34,9.01,0.6473,Signal,bull,21
ADX Breakout,Nifty 50,2009-07-15,2009-08-07,4235.62,4479.16,22,5357.93,227.95,5129.98,5.51,191.73,5.69,15.34,13.98,1.025,Signal,bull,23
ADX Breakout,Nifty 50,2009-10-07,2009-10-09,4988.24,4942.73,20,-910.31,236.08,-1146.39,-1.15,198.62,5.9,15.34,14.96,1.0618,Signal,bull,2
ADX Breakout,Nifty 50,2009-11-10,2009-11-19,4884.14,4986.51,20,2047.29,234.52,1812.77,1.86,197.41,5.86,15.34,14.65,1.0554,Signal,bull,9
ADX Breakout,Nifty 50,2010-02-17,2010-02-19,4916.46,4842.48,20,-1479.59,232.3,-1711.89,-1.74,195.18,5.8,15.34,14.75,1.0434,Signal,bull,2
ADX Breakout,Nifty 50,2010-08-02,2010-08-12,5434.37,5413.74,18,-371.23,232.32,-603.55,-0.62,195.27,5.8,15.34,14.67,1.0439,Signal,bull,10
ADX Breakout,Nifty 50,2010-12-02,2010-12-03,6014.71,5989.8,16,-398.44,228.77,-627.21,-0.65,192.07,5.7,15.34,14.44,1.0268,Signal,bull,1
ADX Breakout,Nifty 50,2010-12-06,2010-12-07,5995.25,5973.56,16,-346.95,228.13,-575.08,-0.6,191.5,5.69,15.34,14.39,1.0238,Signal,bull,1
ADX Breakout,Nifty 50,2011-04-20,2011-04-28,5854.58,5782.56,16,-1152.29,222.3,-1374.59,-1.47,186.19,5.53,15.34,14.05,0.9954,Signal,sideways,8
ADX Breakout,Nifty 50,2012-03-12,2012-03-16,5362.23,5315.24,17,-798.81,217.07,-1015.88,-1.11,181.52,5.39,15.34,13.67,0.9704,Signal,bull,4
ADX Breakout,Nifty 50,2012-09-07,2012-10-05,5344.77,4966.91,17,-6423.65,210.59,-6634.24,-7.3,175.3,5.21,15.34,13.63,0.9371,StopLoss,bull,28
ADX Breakout,Nifty 50,2012-11-06,2012-11-12,5727.26,5680.86,15,-696.06,205.52,-901.58,-1.05,171.12,5.08,15.34,12.89,0.9148,Signal,bull,6
ADX Breakout,Nifty 50,2013-03-07,2013-03-14,5866.23,5906.0,14,556.7,198.41,358.29,0.44,164.81,4.89,15.34,12.32,0.8811,Signal,bull,7
ADX Breakout,Nifty 50,2013-04-16,2013-05-23,5691.79,5964.07,15,4084.07,209.29,3874.78,4.54,174.84,5.19,15.34,12.81,0.9347,Signal,bull,37
ADX Breakout,Nifty 50,2013-05-27,2013-05-31,6086.19,5982.96,15,-1548.51,216.6,-1765.11,-1.93,181.04,5.38,15.34,13.69,0.9678,Signal,bull,4
ADX Breakout,Nifty 50,2013-06-28,2013-07-10,5845.12,5813.79,15,-469.94,209.68,-679.62,-0.78,174.88,5.19,15.34,13.15,0.9349,Signal,bull,12
ADX Breakout,Nifty 50,2014-02-19,2014-02-20,6155.83,6088.4,14,-943.91,205.87,-1149.78,-1.33,171.42,5.09,15.34,12.93,0.9164,Signal,bull,1
ADX Breakout,Nifty 50,2014-04-17,2014-04-28,6782.79,6757.87,13,-323.96,210.94,-534.9,-0.61,176.03,5.23,15.34,13.23,0.941,Signal,bull,11
ADX Breakout,Nifty 50,2014-05-09,2014-06-26,6862.23,7489.45,12,7526.69,206.12,7320.57,8.89,172.22,5.11,15.34,12.35,0.9207,Signal,bull,48
ADX Breakout,Nifty 50,2014-09-18,2014-09-23,8118.81,8013.54,11,-1157.93,212.59,-1370.52,-1.53,177.46,5.27,15.34,13.4,0.9487,Signal,bull,5
ADX Breakout,Nifty 50,2014-12-23,2014-12-24,8271.13,8170.01,11,-1112.32,216.36,-1328.68,-1.46,180.85,5.37,15.34,13.65,0.9668,Signal,bull,1
ADX Breakout,Nifty 50,2015-06-30,2015-07-08,8372.68,8358.87,11,-151.98,219.84,-371.82,-0.4,184.05,5.47,15.34,13.81,0.9839,Signal,sideways,8
ADX Breakout,Nifty 50,2017-11-17,2017-11-30,10288.74,10221.44,8,-538.44,197.68,-736.12,-0.89,164.08,4.87,15.34,12.35,0.8772,Signal,bull,13
ADX Breakout,Nifty 50,2017-12-08,2017-12-13,10270.78,10187.85,8,-663.44,197.23,-860.67,-1.05,163.67,4.86,15.34,12.32,0.875,Signal,bull,5
ADX Breakout,Nifty 50,2018-02-26,2018-02-28,10587.89,10487.6,8,-802.3,202.73,-1005.03,-1.19,168.6,5.01,15.34,12.71,0.9014,Signal,bull,2
ADX Breakout,Nifty 50,2019-05-20,2019-06-14,11834.16,11817.39,7,-117.43,199.29,-316.72,-0.38,165.56,4.92,15.34,12.43,0.8851,Signal,bull,25
ADX Breakout,Nifty 50,2020-08-04,2020-08-14,11100.8,11172.81,8,576.11,213.27,362.84,0.41,178.19,5.29,15.34,13.32,0.9526,Signal,sideways,10
ADX Breakout,Nifty 50,2020-12-24,2021-01-25,13756.12,14231.78,6,2853.94,201.7,2652.24,3.21,167.93,4.99,15.34,12.38,0.8977,Signal,bull,32
ADX Breakout,Nifty 50,2021-02-02,2021-02-19,14655.17,14974.26,6,1914.51,212.71,1701.8,1.94,177.78,5.28,15.34,13.19,0.9504,Signal,bull,17
ADX Breakout,Nifty 50,2021-10-04,2021-10-25,17700.1,18116.34,5,2081.21,214.15,1867.06,2.11,179.08,5.32,15.34,13.28,0.9574,Signal,bull,21
ADX Breakout,Nifty 50,2022-02-02,2022-02-03,17788.89,17551.42,5,-1187.35,211.75,-1399.1,-1.57,176.7,5.25,15.34,13.34,0.9446,Signal,bull,1
ADX Breakout,Nifty 50,2022-08-25,2022-08-29,17531.21,17304.24,5,-1134.83,208.94,-1343.77,-1.53,174.18,5.17,15.34,13.15,0.9312,Signal,sideways,4
ADX Breakout,Nifty 50,2022-08-30,2022-09-16,17768.18,17522.08,5,-1230.48,211.48,-1441.96,-1.62,176.45,5.24,15.34,13.33,0.9433,Signal,sideways,17
ADX Breakout,Nifty 50,2022-10-06,2022-10-07,17340.47,17305.99,5,-172.37,207.82,-380.19,-0.44,173.23,5.14,15.34,13.01,0.9261,Signal,bull,1
ADX Breakout,Nifty 50,2023-01-18,2023-01-20,18174.43,18018.64,5,-778.98,216.46,-995.44,-1.1,180.97,5.37,15.34,13.63,0.9674,Signal,bull,2
ADX Breakout,Nifty 50,2023-03-06,2023-03-09,17720.3,17580.8,5,-697.5,211.5,-909.0,-1.03,176.51,5.24,15.34,13.29,0.9436,Signal,bull,3
ADX Breakout,Nifty 50,2023-05-22,2023-06-23,18323.56,18656.17,4,1330.44,179.58,1150.86,1.57,147.92,4.39,15.34,10.99,0.7908,Signal,bull,32
ADX Breakout,Nifty 50,2023-08-24,2023-08-25,19396.39,19256.17,4,-560.9,187.16,-748.06,-0.96,154.61,4.59,15.34,11.64,0.8265,Signal,bull,1
ADX Breakout,Nifty 50,2023-10-11,2023-10-13,19821.26,19741.18,4,-320.32,191.19,-511.51,-0.65,158.25,4.7,15.34,11.89,0.846,Signal,bull,2
ADX Breakout,Nifty 50,2023-11-06,2024-01-10,19421.46,21607.89,4,8745.74,197.03,8548.71,11.0,164.12,4.87,15.34,11.65,0.8774,Signal,bull,65
ADX Breakout,Nifty 50,2024-06-03,2024-06-04,23275.53,21630.01,4,-6582.09,215.4,-6797.49,-7.3,179.62,5.33,15.34,13.97,0.9603,StopLoss,bull,1
ADX Breakout,Nifty 50,2024-08-19,2024-09-06,24584.94,24839.72,3,764.36,180.02,584.34,0.79,148.27,4.4,15.34,11.06,0.7927,Signal,bull,18
ADX Breakout,Nifty 50,2024-09-10,2024-09-11,25053.62,24905.99,3,-442.89,181.9,-624.79,-0.83,149.88,4.45,15.34,11.27,0.8013,Signal,bull,1
ADX Breakout,Nifty 50,2024-11-25,2024-11-28,24234.01,23902.19,3,-995.45,175.86,-1171.31,-1.61,144.41,4.29,15.34,10.91,0.772,Signal,bull,3
ADX Breakout,Nifty 50,2025-08-18,2025-08-26,24889.39,24699.69,3,-569.08,180.67,-749.75,-1.0,148.77,4.42,15.34,11.2,0.7953,Signal,bull,8
ADX Breakout,Nifty 50,2026-02-03,2026-02-13,25740.41,25458.36,3,-846.15,186.06,-1032.21,-1.34,153.6,4.56,15.34,11.58,0.8211,Signal,bull,10
BB Squeeze Breakout,Bank Nifty,2009-09-07,2009-10-14,7654.39,9027.66,12,16479.28,236.52,16242.76,17.68,200.18,5.95,15.34,13.78,1.0702,TakeProfit,bull,37
