strategy,entry_date,exit_date,entry_price,exit_price,shares,gross_pnl,costs,net_pnl,pnl_pct,reason,regime,duration,rsi_entry_d,rsi_exit_d,rsi_weekly,rsi_monthly,instrument
GFS Basic,2019-02-25,2019-03-11,548.26,579.62,151,4736.01,204.21,4531.81,5.47,RSI Target 70,bull,14,35.8,76.0,62.7,65.2,RELIANCE
GFS Basic,2019-04-10,2019-05-08,592.35,577.56,147,-2174.51,206.58,-2381.09,-2.73,Price Stop (candle low),bull,28,40.1,42.6,77.1,69.2,RELIANCE
GFS Basic,2019-12-26,2020-01-06,678.26,671.36,125,-861.63,202.84,-1064.48,-1.26,Price Stop (candle low),bull,11,41.8,38.0,80.3,71.3,RELIANCE
GFS Basic,2020-01-28,2020-01-30,658.72,645.54,127,-1673.61,199.5,-1873.12,-2.24,Price Stop (candle low),bull,2,40.9,28.1,64.2,71.3,RELIANCE
GFS Basic,2020-08-17,2020-09-10,948.76,1048.72,86,8596.36,205.55,8390.81,10.28,RSI Target 70,bull,24,40.7,73.9,80.4,72.6,RELIANCE
GFS Basic,2020-09-30,2020-10-05,1013.63,1002.58,88,-972.54,212.54,-1185.08,-1.33,Price Stop (candle low),bull,5,37.4,35.7,72.5,77.9,RELIANCE
GFS Basic,2020-10-19,2020-10-21,987.25,962.88,90,-2193.48,210.51,-2403.99,-2.71,Price Stop (candle low),bull,2,43.3,32.5,64.7,77.9,RELIANCE
GFS Basic,2021-07-27,2021-07-28,935.52,926.56,92,-824.5,205.74,-1030.24,-1.2,Price Stop (candle low),bull,1,35.5,35.1,62.3,68.3,RELIANCE
GFS Basic,2021-11-01,2021-11-03,1155.31,1129.5,74,-1909.51,203.33,-2112.84,-2.47,Price Stop (candle low),bull,2,35.8,24.6,72.2,63.1,RELIANCE
GFS Basic,2022-05-10,2022-05-11,1126.56,1113.9,74,-936.44,199.62,-1136.05,-1.36,Price Stop (candle low),bull,1,38.1,29.2,62.7,73.4,RELIANCE
GFS Basic,2024-03-13,2024-03-15,1422.36,1407.1,58,-885.21,197.74,-1082.95,-1.31,Price Stop (candle low),bull,2,41.7,31.4,75.3,69.3,RELIANCE
GFS Basic,2024-04-19,2024-05-03,1460.05,1422.75,55,-2051.56,191.66,-2243.21,-2.79,Price Stop (candle low),bull,14,40.8,32.1,61.4,78.9,RELIANCE
GFS Basic,2026-01-06,2026-01-08,1508.35,1469.86,52,-2001.43,187.55,-2188.99,-2.79,Price Stop (candle low),bull,2,41.7,34.8,83.0,63.8,RELIANCE
GFS Advanced,2006-12-13,2007-01-12,123.32,133.26,770,7649.42,234.27,7415.15,7.81,RSI Target 70,bull,30,42.2,73.6,82.5,87.0,RELIANCE
GFS Advanced,2007-02-28,2007-03-02,134.68,130.94,757,-2835.55,238.96,-3074.5,-3.02,Price Stop (candle low),bull,2,38.4,34.4,58.7,86.1,RELIANCE
GFS Advanced,2007-06-12,2007-07-16,170.72,178.36,580,4430.82,239.95,4190.87,4.23,RSI Target 70,bull,34,37.4,72.7,83.6,81.7,RELIANCE
GFS Advanced,2007-12-19,2008-01-08,271.69,306.64,379,13245.55,257.88,12987.67,12.61,RSI Target 70,bull,20,41.9,76.8,74.8,96.0,RELIANCE
GFS Advanced,2013-02-20,2013-02-21,183.25,179.8,629,-2168.62,269.22,-2437.84,-2.12,Price < 50 EMA,bull,1,44.9,36.1,60.0,60.2,RELIANCE
GFS Advanced,2017-12-18,2018-01-22,407.04,428.93,277,6063.39,272.16,5791.22,5.14,RSI Target 70,bull,35,39.2,72.9,59.2,80.8,RELIANCE
GFS Advanced,2020-01-03,2020-01-06,687.99,671.36,172,-2859.99,275.33,-3135.32,-2.65,Price Stop (candle low),bull,3,41.0,38.0,80.3,71.3,RELIANCE
GFS Advanced,2021-11-01,2021-11-03,1155.31,1129.5,100,-2580.41,269.39,-2849.8,-2.47,Price Stop (candle low),bull,2,35.8,24.6,72.2,63.1,RELIANCE
GFS Advanced,2024-03-22,2024-03-26,1445.06,1430.27,78,-1153.53,264.61,-1418.14,-1.26,Price Stop (candle low),bull,4,40.4,32.8,76.3,69.3,RELIANCE
