strategy,entry_date,exit_date,entry_price,exit_price,shares,gross_pnl,costs,net_pnl,pnl_pct,reason,regime,duration,rsi_entry_d,rsi_exit_d,rsi_weekly,rsi_monthly,instrument
GFS Basic,2021-10-07,2021-10-21,399.73,426.96,90,2451.14,97.82,2353.32,6.54,RSI Target 60,bull,14,38.4,71.0,67.8,67.4,Kotak Bank
GFS Basic,2021-11-11,2021-12-06,416.95,375.47,91,-3774.23,95.74,-3869.97,-10.2,RSI Stop <30,bull,25,41.2,28.9,60.2,69.7,Kotak Bank
GFS Basic,2021-12-07,2021-12-17,384.08,357.27,90,-2413.2,89.65,-2502.85,-7.24,RSI Stop <30,bull,10,36.5,22.2,48.8,69.7,Kotak Bank
GFS Basic,2023-06-02,2023-06-20,394.81,367.49,81,-2213.59,84.11,-2297.7,-7.18,RSI Stop <30,bull,18,44.7,27.3,69.6,60.4,Kotak Bank
GFS Basic,2023-06-21,2023-06-26,368.45,363.29,81,-418.05,81.22,-499.28,-1.67,RSI Stop <30,sideways,5,35.5,23.6,65.9,60.4,Kotak Bank
GFS Basic,2023-06-28,2023-07-06,368.45,374.12,80,453.61,81.31,372.3,1.26,RSI Target 60,bull,8,39.1,63.0,67.4,52.0,Kotak Bank
GFS Basic,2025-04-16,2025-04-21,429.12,447.54,69,1270.98,82.45,1188.53,4.01,RSI Target 60,bull,5,42.0,61.5,83.1,64.0,Kotak Bank
GFS Basic,2025-05-09,2025-05-13,427.46,422.42,72,-362.85,83.35,-446.21,-1.45,RSI Stop <30,bull,4,38.6,28.9,66.2,72.8,Kotak Bank
GFS Basic,2025-05-16,2025-05-21,422.12,413.58,72,-615.49,82.24,-697.73,-2.3,RSI Stop <30,bull,5,35.7,29.6,64.9,72.8,Kotak Bank
GFS Basic,2025-05-28,2025-06-05,419.53,407.31,71,-867.6,80.63,-948.23,-3.18,RSI Stop <30,bull,8,41.7,29.0,59.9,62.3,Kotak Bank
GFS Basic,2025-06-06,2025-06-09,411.01,426.93,70,1114.55,80.43,1034.13,3.59,RSI Target 60,bull,3,40.2,60.2,65.1,62.3,Kotak Bank
GFS Basic,2025-11-17,2025-11-18,417.31,418.41,72,79.35,82.19,-2.83,-0.01,RSI Stop <30,bull,1,36.3,29.4,61.9,63.1,Kotak Bank
GFS Basic,2025-11-19,2025-11-28,421.61,424.67,71,217.04,82.08,134.96,0.45,RSI Target 60,bull,9,36.7,60.0,62.7,63.1,Kotak Bank
GFS Basic,2026-01-06,2026-01-21,441.56,421.39,68,-1371.66,80.64,-1452.3,-4.84,RSI Stop <30,bull,15,40.8,23.8,43.2,70.7,Kotak Bank
GFS Advanced,2007-12-20,2008-01-07,58.63,68.3,1620,15658.95,242.62,15416.33,16.23,RSI Target 60,bull,18,39.9,61.4,70.6,93.1,Kotak Bank
GFS Advanced,2013-02-28,2013-03-01,65.88,64.86,1664,-1700.01,257.18,-1957.19,-1.79,Price < 50 EMA,bull,1,36.6,37.6,59.4,70.6,Kotak Bank
GFS Advanced,2013-06-11,2013-06-20,76.17,73.16,1415,-4270.17,250.42,-4520.6,-4.19,RSI Stop <30,bull,9,42.8,29.0,65.3,70.7,Kotak Bank
GFS Advanced,2016-09-23,2016-09-28,159.53,155.47,648,-2627.39,242.32,-2869.71,-2.78,Price < 50 EMA,bull,5,41.1,35.3,61.8,64.7,Kotak Bank
GFS Advanced,2017-06-30,2017-07-19,194.35,197.71,518,1739.28,240.85,1498.43,1.49,RSI Target 60,bull,19,38.1,75.7,75.8,73.0,Kotak Bank
GFS Advanced,2018-02-21,2018-02-26,212.08,219.77,481,3700.18,245.85,3454.33,3.39,RSI Target 60,bull,5,35.2,63.3,60.2,80.2,Kotak Bank
GFS Advanced,2019-01-18,2019-01-22,243.98,257.01,432,5627.58,255.38,5372.21,5.1,RSI Target 60,sideways,4,44.4,64.1,60.2,63.6,Kotak Bank
GFS Advanced,2021-01-14,2021-01-15,380.8,371.04,290,-2829.46,257.8,-3087.26,-2.8,RSI Stop <30,bull,1,37.0,26.2,79.4,62.1,Kotak Bank
GFS Advanced,2021-11-29,2021-11-30,400.13,390.75,269,-2523.86,251.9,-2775.76,-2.58,Price < 50 EMA,bull,1,39.1,36.2,63.8,69.7,Kotak Bank
GFS Advanced,2025-11-17,2025-11-18,417.31,418.41,251,276.63,248.38,28.26,0.03,RSI Stop <30,bull,1,36.3,29.4,61.9,63.1,Kotak Bank
GFS Basic,2006-03-31,2006-04-05,216.66,228.26,438,5080.22,231.47,4848.75,5.11,RSI Target 60,bull,5,40.3,61.7,84.9,87.5,L&T
GFS Basic,2006-05-18,2006-05-25,235.85,197.96,422,-15987.33,219.93,-16207.27,-16.28,RSI Stop <30,bull,7,40.2,26.6,56.0,88.6,L&T
GFS Basic,2006-12-28,2007-01-03,257.4,257.56,327,49.94,202.43,-152.49,-0.18,RSI Target 60,bull,6,44.2,66.5,67.1,80.5,L&T
GFS Basic,2007-01-09,2007-01-12,256.88,255.79,327,-357.78,201.62,-559.4,-0.67,RSI Target 60,bull,3,41.9,62.0,82.4,80.5,L&T
GFS Basic,2007-02-23,2007-02-28,296.0,259.91,282,-10176.02,190.28,-10366.3,-12.42,RSI Stop <30,bull,5,41.0,21.5,73.6,72.9,L&T
GFS Basic,2007-08-10,2007-08-21,446.1,406.15,165,-6592.44,172.07,-6764.51,-9.19,RSI Stop <30,bull,11,38.0,23.1,72.4,91.4,L&T
GFS Basic,2007-08-22,2007-08-30,418.58,455.82,160,5957.96,170.33,5787.63,8.64,RSI Target 60,bull,8,40.2,63.3,74.2,91.4,L&T
GFS Basic,2007-11-23,2007-12-11,729.72,755.54,99,2556.59,178.52,2378.07,3.29,RSI Target 60,bull,18,37.4,60.8,73.4,92.9,L&T
GFS Basic,2007-12-17,2008-01-08,752.63,763.77,99,1102.21,182.05,920.16,1.23,RSI Target 60,bull,22,43.0,66.3,68.4,92.9,L&T
GFS Basic,2008-01-15,2008-01-24,744.66,621.45,101,-12444.31,169.57,-12613.89,-16.77,RSI Stop <30,bull,9,41.0,22.1,57.9,92.9,L&T
GFS Basic,2008-01-25,2008-02-29,677.72,620.04,94,-5422.37,151.28,-5573.65,-8.75,RSI Target 60,bull,35,37.9,61.9,32.3,77.1,L&T
GFS Basic,2009-10-26,2009-10-27,581.46,555.57,100,-2589.67,141.86,-2731.53,-4.7,RSI Stop <30,bull,1,36.2,26.9,62.0,60.2,L&T
GFS Basic,2009-10-28,2009-11-03,573.18,544.49,97,-2782.85,136.0,-2918.85,-5.25,RSI Stop <30,bull,6,35.5,27.8,56.7,56.7,L&T
GFS Basic,2010-04-30,2010-05-24,576.82,582.09,92,485.31,133.76,351.54,0.66,RSI Target 60,sideways,24,44.1,61.5,64.3,76.3,L&T
GFS Basic,2010-07-30,2010-08-11,655.95,647.07,81,-719.26,132.66,-851.92,-1.6,RSI Stop <30,bull,12,44.3,28.9,62.5,65.1,L&T
GFS Basic,2010-08-17,2010-08-20,654.32,671.49,80,1373.26,133.08,1240.18,2.37,RSI Target 60,bull,3,39.8,64.9,74.5,65.1,L&T
GFS Basic,2010-10-19,2010-11-03,727.19,772.13,74,3325.72,138.36,3187.36,5.92,RSI Target 60,bull,15,44.7,69.5,57.7,67.8,L&T
GFS Basic,2010-11-23,2010-11-25,742.73,694.97,76,-3629.68,137.01,-3766.69,-6.67,RSI Stop <30,bull,2,44.8,22.5,66.0,67.8,L&T
GFS Basic,2010-12-03,2010-12-15,742.37,718.4,71,-1702.01,130.7,-1832.71,-3.48,RSI Target 60,bull,12,42.6,60.8,55.7,60.6,L&T
GFS Basic,2012-12-19,2012-12-21,610.3,583.17,84,-2278.6,126.9,-2405.5,-4.69,RSI Stop <30,bull,2,40.1,29.3,58.7,60.8,L&T
GFS Basic,2014-05-02,2014-05-09,746.59,750.25,66,242.09,125.08,117.01,0.24,RSI Target 60,bull,7,44.2,62.0,75.8,67.8,L&T
GFS Basic,2014-06-25,2014-07-03,950.57,979.15,52,1486.2,126.72,1359.49,2.75,RSI Target 60,bull,8,44.6,62.4,78.5,74.9,L&T
GFS Basic,2014-07-11,2014-08-05,960.61,832.59,52,-6657.2,119.44,-6776.64,-13.57,RSI Stop <30,bull,25,38.1,27.5,55.2,68.8,L&T
GFS Basic,2014-11-26,2014-12-09,943.66,879.87,46,-2934.39,108.76,-3043.15,-7.01,RSI Stop <30,bull,13,42.1,28.8,58.6,77.0,L&T
GFS Basic,2015-03-20,2015-03-23,982.03,943.76,42,-1607.46,105.33,-1712.79,-4.15,RSI Stop <30,bull,3,37.7,18.7,61.0,70.3,L&T
GFS Basic,2017-05-18,2017-05-26,1018.76,1031.35,39,491.32,104.14,387.18,0.97,RSI Target 60,bull,8,37.6,63.1,85.1,79.5,L&T
GFS Basic,2017-06-15,2017-06-30,1023.0,973.66,39,-1924.35,102.0,-2026.35,-5.08,RSI Stop <30,bull,15,39.5,29.0,65.7,70.9,L&T
GFS Basic,2017-07-03,2017-07-05,981.22,978.1,38,-118.38,98.07,-216.46,-0.58,RSI Stop <30,bull,2,35.9,28.7,65.7,70.9,L&T
GFS Basic,2017-07-06,2017-07-13,981.22,1029.39,38,1830.43,100.09,1730.34,4.64,RSI Target 60,bull,7,36.1,64.9,65.2,70.9,L&T
GFS Basic,2017-09-28,2017-09-29,1041.08,1012.68,38,-1079.06,102.13,-1181.19,-2.99,RSI Stop <30,bull,1,41.4,30.0,53.5,63.1,L&T
GFS Basic,2017-11-23,2017-11-30,1093.53,1078.74,35,-517.75,99.85,-617.6,-1.61,RSI Stop <30,bull,7,44.5,29.7,63.4,71.9,L&T
GFS Basic,2017-12-01,2017-12-21,1086.34,1116.21,34,1015.27,98.47,916.8,2.48,RSI Target 60,bull,20,35.5,64.2,54.9,71.9,L&T
GFS Basic,2018-02-09,2018-02-19,1206.7,1148.75,32,-1854.59,99.22,-1953.82,-5.06,RSI Stop <30,bull,10,42.7,27.7,58.0,84.3,L&T
GFS Basic,2018-03-01,2018-03-07,1181.94,1120.2,31,-1914.08,94.77,-2008.85,-5.48,RSI Stop <30,bull,6,42.6,27.8,62.4,76.5,L&T
GFS Basic,2018-03-08,2018-03-27,1148.48,1159.43,30,328.68,92.24,236.44,0.69,RSI Target 60,bull,19,35.6,60.6,58.0,76.5,L&T
GFS Basic,2018-06-05,2018-06-07,1229.34,1201.64,28,-775.53,91.02,-866.55,-2.52,RSI Target 60,bull,2,41.9,63.1,60.8,71.3,L&T
GFS Basic,2019-01-03,2019-01-14,1298.88,1197.9,26,-2625.51,87.66,-2713.17,-8.03,RSI Stop <30,bull,11,41.9,29.1,66.8,62.9,L&T
GFS Basic,2019-06-19,2019-07-02,1366.35,1404.41,23,875.35,86.08,789.27,2.51,RSI Target 60,bull,13,35.9,67.4,73.6,58.6,L&T
GFS Basic,2021-06-25,2021-07-13,1436.66,1435.6,22,-23.24,85.55,-108.79,-0.34,RSI Target 60,bull,18,42.0,61.5,55.5,82.2,L&T
GFS Basic,2021-08-11,2021-08-13,1545.77,1600.34,21,1145.93,88.66,1057.27,3.26,RSI Target 60,bull,2,37.2,72.3,80.9,83.6,L&T
GFS Basic,2021-08-23,2021-08-30,1558.35,1592.37,21,714.61,88.8,625.81,1.91,RSI Target 60,bull,7,43.4,60.8,69.8,83.6,L&T
GFS Basic,2021-10-06,2021-10-18,1670.68,1715.49,20,896.07,90.52,805.56,2.41,RSI Target 60,bull,12,43.9,62.3,73.3,87.1,L&T
GFS Basic,2021-11-25,2021-11-29,1826.61,1695.15,19,-2497.78,89.87,-2587.65,-7.46,RSI Stop <30,bull,4,42.9,25.8,61.7,87.4,L&T
GFS Basic,2022-02-04,2022-02-07,1905.92,1807.62,17,-1671.18,85.61,-1756.79,-5.42,RSI Stop <30,bull,3,38.2,29.5,60.2,89.8,L&T
GFS Basic,2022-02-10,2022-02-24,1824.21,1685.66,16,-2216.93,77.9,-2294.83,-7.86,RSI Stop <30,bull,14,37.8,28.4,45.1,89.8,L&T
GFS Basic,2022-09-22,2022-09-23,1892.7,1803.91,15,-1331.87,77.05,-1408.92,-4.96,RSI Stop <30,bull,1,40.5,30.0,78.4,69.8,L&T
GFS Basic,2022-10-04,2022-10-20,1800.99,1849.86,15,732.94,76.13,656.81,2.43,RSI Target 60,bull,16,36.4,61.3,71.0,62.0,L&T
GFS Basic,2022-12-28,2023-01-03,2069.39,2029.39,13,-520.07,74.58,-594.65,-2.21,RSI Stop <30,bull,6,41.4,29.1,69.9,64.4,L&T
GFS Basic,2023-01-09,2023-01-12,2063.27,2098.17,13,453.74,75.41,378.32,1.41,RSI Target 60,bull,3,42.5,70.0,71.1,64.4,L&T
GFS Basic,2023-02-07,2023-02-08,2121.52,2070.09,13,-668.5,75.93,-744.44,-2.7,RSI Stop <30,bull,1,41.9,25.4,65.8,65.6,L&T
GFS Basic,2023-11-06,2023-11-13,2899.48,2995.28,9,862.19,74.22,787.97,3.02,RSI Target 60,bull,7,35.9,61.7,75.5,80.1,L&T
GFS Basic,2024-01-31,2024-02-12,3676.31,3241.94,7,-3040.6,69.37,-3109.97,-12.08,RSI Stop <30,bull,12,44.8,29.0,67.3,84.8,L&T
GFS Basic,2024-02-20,2024-02-28,3351.85,3409.61,7,404.35,67.9,336.45,1.43,RSI Target 60,bull,8,38.6,62.6,63.2,84.8,L&T
GFS Basic,2024-08-16,2024-08-26,3547.4,3606.44,7,413.27,70.95,342.33,1.38,RSI Target 60,bull,10,42.3,63.6,58.9,83.6,L&T
GFS Basic,2025-12-10,2025-12-15,4021.91,4090.25,6,410.06,69.39,340.68,1.41,RSI Target 60,bull,5,43.1,62.1,79.6,60.3,L&T
GFS Basic,2025-12-18,2025-12-23,4081.04,4056.77,6,-145.61,69.6,-215.21,-0.88,RSI Target 60,bull,5,44.6,60.8,78.9,60.3,L&T
GFS Basic,2026-01-09,2026-01-20,4171.98,3808.59,6,-2180.34,68.7,-2249.04,-8.98,RSI Stop <30,bull,11,42.7,22.3,53.3,62.1,L&T
GFS Basic,2006-04-04,2006-05-04,63.84,64.31,1488,711.22,227.15,484.08,0.51,RSI Target 60,bull,30,43.2,61.3,51.9,71.3,Axis Bank
GFS Basic,2006-12-08,2006-12-11,86.84,78.36,1099,-9311.78,217.75,-9529.53,-9.99,RSI Stop <30,bull,3,37.0,24.0,78.3,73.4,Axis Bank
GFS Basic,2006-12-15,2007-01-02,80.04,82.61,1079,2771.17,210.12,2561.05,2.97,RSI Target 60,bull,18,37.0,62.0,79.8,77.1,Axis Bank
GFS Basic,2007-02-13,2007-02-23,101.62,86.68,874,-13058.18,199.17,-13257.34,-14.93,RSI Stop <30,bull,10,44.5,27.7,50.9,78.7,Axis Bank
GFS Basic,2007-07-25,2007-08-07,113.7,109.27,670,-2968.67,181.54,-3150.2,-4.14,RSI Stop <30,bull,13,42.9,29.9,79.9,79.7,Axis Bank
GFS Basic,2007-08-08,2007-08-31,113.86,113.05,643,-519.62,177.48,-697.1,-0.95,RSI Target 60,bull,23,39.1,61.5,62.4,82.4,Axis Bank
GFS Basic,2007-12-04,2007-12-13,169.28,173.08,428,1626.76,178.02,1448.74,2.0,RSI Target 60,bull,9,39.9,64.8,81.4,86.8,Axis Bank
GFS Basic,2008-01-22,2008-02-29,202.94,182.04,364,-7607.15,171.61,-7778.76,-10.53,RSI Target 60,bull,38,45.0,64.0,56.8,79.5,Axis Bank
GFS Basic,2009-09-14,2009-09-23,167.3,167.42,397,45.6,162.98,-117.38,-0.18,RSI Target 60,bull,9,43.6,61.2,64.6,62.2,Axis Bank
GFS Basic,2009-10-27,2009-10-29,181.79,165.17,365,-6067.45,156.5,-6223.95,-9.38,RSI Stop <30,bull,2,40.0,27.9,66.6,63.2,Axis Bank
GFS Basic,2009-12-15,2010-01-07,184.53,182.49,328,-666.32,149.14,-815.46,-1.35,RSI Target 60,bull,23,40.0,64.5,57.0,67.4,Axis Bank
GFS Basic,2010-02-05,2010-02-17,194.72,194.22,306,-151.43,147.58,-299.01,-0.5,RSI Target 60,bull,12,42.7,66.7,61.0,77.5,Axis Bank
GFS Basic,2010-04-19,2010-04-21,211.25,225.18,281,3913.85,151.3,3762.55,6.34,RSI Target 60,bull,2,37.7,67.4,67.0,83.4,Axis Bank
GFS Basic,2010-05-19,2010-06-14,231.29,230.95,272,-90.68,155.04,-245.71,-0.39,RSI Target 60,bull,26,38.9,66.9,63.9,88.5,Axis Bank
GFS Basic,2010-08-05,2010-08-12,250.84,241.81,250,-2256.86,152.35,-2409.22,-3.84,RSI Stop <30,bull,7,40.2,29.8,54.8,84.9,Axis Bank
GFS Basic,2010-08-13,2010-08-24,242.84,252.21,249,2333.21,152.12,2181.09,3.61,RSI Target 60,bull,11,35.0,63.1,59.1,84.9,Axis Bank
GFS Basic,2010-10-19,2010-11-08,275.8,285.98,227,2311.52,156.85,2154.66,3.44,RSI Target 60,bull,20,42.6,64.7,67.9,80.1,Axis Bank
GFS Basic,2011-04-26,2011-05-02,259.15,234.62,249,-6108.11,152.4,-6260.51,-9.7,RSI Stop <30,bear,6,42.1,25.8,50.0,57.7,Axis Bank
GFS Basic,2013-02-18,2013-02-21,274.93,265.21,213,-2071.13,143.32,-2214.45,-3.78,RSI Stop <30,bull,3,40.8,28.4,76.0,71.0,Axis Bank
GFS Basic,2013-02-25,2013-03-01,268.73,257.45,210,-2367.73,138.28,-2506.01,-4.44,RSI Stop <30,bull,4,36.2,28.0,60.8,69.8,Axis Bank
GFS Basic,2013-03-05,2013-03-25,261.42,247.19,207,-2945.93,132.53,-3078.46,-5.69,RSI Stop <30,bull,20,38.4,20.5,45.2,69.8,Axis Bank
GFS Basic,2014-06-16,2014-07-03,369.56,372.64,138,424.36,129.11,295.25,0.58,RSI Target 60,bull,17,42.5,69.6,76.7,60.5,Axis Bank
GFS Basic,2014-07-11,2014-07-18,375.51,386.2,137,1464.98,131.17,1333.81,2.59,RSI Target 60,bull,7,35.9,61.4,72.5,60.5,Axis Bank
GFS Basic,2014-08-06,2014-08-08,383.04,358.96,137,-3299.99,128.53,-3428.51,-6.53,RSI Stop <30,bull,2,42.3,27.9,64.3,62.9,Axis Bank
GFS Basic,2014-08-14,2014-08-27,368.66,385.81,134,2297.29,127.49,2169.8,4.39,RSI Target 60,bull,13,35.8,60.6,62.3,62.9,Axis Bank
GFS Basic,2014-09-23,2014-09-25,399.02,365.58,129,-4313.78,125.25,-4439.03,-8.62,RSI Stop <30,bull,2,36.5,23.6,62.4,66.4,Axis Bank
GFS Basic,2015-02-16,2015-02-23,570.21,531.23,83,-3235.43,117.15,-3352.59,-7.08,RSI Stop <30,bull,7,43.5,25.2,67.4,88.4,Axis Bank
GFS Basic,2015-02-26,2015-03-02,541.01,626.53,81,6927.26,119.89,6807.37,15.53,RSI Target 60,bull,4,41.1,79.5,68.2,83.6,Axis Bank
GFS Basic,2015-04-07,2015-05-11,553.94,533.21,91,-1886.14,125.4,-2011.53,-3.99,RSI Target 60,bull,34,45.0,61.2,42.6,88.5,Axis Bank
GFS Basic,2015-07-27,2015-08-20,579.67,520.23,84,-4992.93,118.37,-5111.3,-10.5,RSI Stop <30,bull,24,38.3,26.9,58.8,79.6,Axis Bank
GFS Basic,2017-05-03,2017-05-10,505.62,518.16,86,1078.31,113.08,965.23,2.22,RSI Target 60,bear,7,41.7,61.1,59.1,64.8,Axis Bank
GFS Basic,2018-02-07,2018-02-12,574.22,560.88,78,-1041.17,113.79,-1154.95,-2.58,RSI Stop <30,bull,5,38.8,29.4,54.8,77.0,Axis Bank
GFS Basic,2018-09-17,2018-09-18,640.85,605.01,68,-2436.58,109.65,-2546.23,-5.84,RSI Stop <30,bull,1,37.1,24.7,77.8,66.6,Axis Bank
GFS Basic,2018-09-25,2018-10-03,602.78,568.88,68,-2305.55,104.03,-2409.59,-5.88,RSI Stop <30,bull,8,41.4,23.2,70.1,60.6,Axis Bank
GFS Basic,2018-10-10,2018-11-05,561.14,620.72,69,4111.21,105.64,4005.57,10.35,RSI Target 60,bull,26,44.8,64.7,58.4,59.1,Axis Bank
GFS Basic,2019-01-29,2019-01-30,671.15,686.88,63,991.11,110.32,880.79,2.08,RSI Target 60,bull,1,44.0,63.6,73.7,60.1,Axis Bank
GFS Basic,2019-02-21,2019-03-07,699.56,729.43,62,1851.92,113.64,1738.28,4.01,RSI Target 60,bull,14,35.3,66.6,70.7,63.1,Axis Bank
GFS Basic,2019-04-22,2019-05-22,775.19,774.56,58,-36.29,115.21,-151.5,-0.34,RSI Target 60,bull,30,35.8,60.8,57.2,71.9,Axis Bank
GFS Basic,2019-07-03,2019-07-05,808.57,802.35,55,-342.37,113.8,-456.18,-1.03,RSI Target 60,bull,2,44.1,68.0,56.2,76.0,Axis Bank
GFS Basic,2019-12-09,2019-12-27,732.56,756.61,61,1467.16,116.16,1351.01,3.02,RSI Target 60,sideways,18,43.2,68.6,63.3,61.7,Axis Bank
GFS Basic,2020-01-16,2020-02-10,746.26,737.65,61,-525.16,115.95,-641.11,-1.41,RSI Target 60,bull,25,38.8,60.7,50.0,60.3,Axis Bank
GFS Basic,2021-07-27,2021-08-16,757.22,758.45,60,74.03,116.37,-42.34,-0.09,RSI Target 60,bull,20,38.1,63.7,58.0,76.7,Axis Bank
GFS Basic,2021-08-25,2021-08-30,746.96,780.4,60,2006.61,117.01,1889.61,4.22,RSI Target 60,bull,5,41.4,63.8,54.8,76.7,Axis Bank
GFS Basic,2021-09-22,2021-10-20,796.08,801.05,59,293.66,120.01,173.65,0.37,RSI Target 60,bull,28,43.5,62.1,58.7,75.5,Axis Bank
GFS Basic,2023-01-16,2023-01-25,935.44,889.55,50,-2294.67,116.89,-2411.56,-5.16,RSI Stop <30,bull,9,42.9,28.7,70.9,63.4,Axis Bank
GFS Basic,2023-07-04,2023-08-23,987.88,977.17,45,-481.83,113.62,-595.46,-1.34,RSI Target 60,bull,50,42.5,65.7,57.8,70.6,Axis Bank
GFS Basic,2023-12-29,2024-01-11,1111.75,1123.36,40,464.47,114.64,349.83,0.79,RSI Target 60,bull,13,38.5,61.4,62.6,67.6,Axis Bank
GFS Basic,2024-01-17,2024-02-28,1126.53,1071.92,39,-2129.87,110.76,-2240.64,-5.1,RSI Target 60,bull,42,41.5,60.8,62.5,64.2,Axis Bank
GFS Basic,2024-05-21,2024-05-24,1144.71,1171.51,37,991.46,110.48,880.98,2.08,RSI Target 60,bull,3,40.3,61.7,63.4,75.9,Axis Bank
GFS Advanced,2007-07-27,2007-08-07,111.08,109.27,855,-1548.58,224.77,-1773.35,-1.87,RSI Stop <30,bull,11,37.1,29.9,79.9,79.7,Axis Bank
GFS Advanced,2010-10-21,2010-10-26,271.75,268.26,343,-1196.45,221.22,-1417.67,-1.52,Price < 50 EMA,bull,5,37.9,33.6,59.5,84.9,Axis Bank
GFS Advanced,2018-09-25,2018-09-27,602.78,596.61,152,-937.77,217.96,-1155.74,-1.26,Price < 50 EMA,bull,2,41.4,32.7,67.1,66.6,Axis Bank
GFS Advanced,2018-09-28,2018-10-01,616.72,589.95,147,-3933.92,212.71,-4146.63,-4.57,Price < 50 EMA,bull,3,39.7,30.4,70.1,60.6,Axis Bank
GFS Basic,2006-03-31,2006-04-21,54.62,50.53,1739,-7109.86,219.04,-7328.9,-7.72,RSI Stop <30,bull,21,44.4,28.9,60.4,85.0,Asian Paints
GFS Basic,2006-04-25,2006-05-05,51.38,52.54,1713,1975.32,212.98,1762.34,2.0,RSI Target 60,bull,10,40.6,64.7,61.6,83.9,Asian Paints
GFS Basic,2006-09-01,2006-09-08,52.4,53.71,1711,2233.97,216.89,2017.08,2.25,RSI Target 60,bull,7,39.3,66.3,65.8,75.5,Asian Paints
GFS Basic,2006-10-17,2006-11-01,56.67,56.98,1616,498.5,219.36,279.15,0.3,RSI Target 60,bull,15,43.1,61.1,75.4,72.4,Asian Paints
GFS Basic,2006-12-26,2006-12-28,59.6,59.99,1541,602.81,220.05,382.76,0.42,RSI Target 60,bull,2,44.9,70.9,70.9,74.2,Asian Paints
GFS Basic,2007-02-07,2007-03-01,66.07,59.33,1396,-9410.39,210.55,-9620.94,-10.43,RSI Stop <30,bull,22,38.2,14.7,55.0,67.2,Asian Paints
GFS Basic,2007-06-21,2007-07-13,72.54,72.34,1145,-236.15,199.67,-435.82,-0.52,RSI Target 60,bull,22,44.1,66.1,61.5,69.9,Asian Paints
GFS Basic,2007-09-03,2007-09-25,79.41,82.04,1041,2741.08,201.86,2539.22,3.07,RSI Target 60,bull,22,39.5,62.6,61.5,84.1,Asian Paints
GFS Basic,2007-10-17,2007-10-25,83.42,92.43,1020,9186.58,213.94,8972.64,10.54,RSI Target 60,bull,8,43.9,73.6,59.4,84.9,Asian Paints
GFS Basic,2007-11-15,2007-11-22,85.9,84.38,1090,-1652.5,221.68,-1874.18,-2.0,RSI Stop <30,bull,7,37.1,28.6,57.2,85.5,Asian Paints
GFS Basic,2008-01-28,2008-02-05,93.49,102.34,982,8690.22,228.34,8461.89,9.22,RSI Target 60,bull,8,37.6,60.7,65.1,84.8,Asian Paints
GFS Basic,2008-02-19,2008-02-20,98.53,91.47,1013,-7147.74,229.72,-7377.47,-7.39,RSI Stop <30,bull,1,41.1,26.8,63.2,84.8,Asian Paints
GFS Basic,2008-02-29,2008-03-31,100.21,100.95,926,678.5,222.25,456.25,0.49,RSI Target 60,bull,31,44.7,65.5,64.7,72.7,Asian Paints
GFS Basic,2008-05-23,2008-05-30,103.96,108.18,897,3785.64,226.48,3559.15,3.82,RSI Target 60,bull,7,35.1,69.6,80.2,79.5,Asian Paints
GFS Basic,2009-09-02,2009-09-08,122.2,118.68,791,-2785.39,227.25,-3012.64,-3.12,RSI Target 60,bull,6,43.0,68.9,71.3,61.6,Asian Paints
GFS Basic,2009-09-17,2009-09-30,119.96,121.28,782,1036.3,224.86,811.44,0.87,RSI Target 60,bull,13,37.8,60.7,70.2,59.9,Asian Paints
GFS Basic,2010-06-02,2010-06-08,182.09,194.07,519,6215.22,231.78,5983.44,6.33,RSI Target 60,bull,6,45.0,67.7,74.1,96.2,Asian Paints
GFS Basic,2010-09-23,2010-10-04,248.55,231.29,403,-6957.84,230.71,-7188.55,-7.18,RSI Stop <30,bull,11,43.2,24.2,66.7,90.3,Asian Paints
GFS Basic,2010-10-06,2010-10-08,235.32,233.86,397,-580.91,222.33,-803.24,-0.86,RSI Stop <30,bull,2,38.3,27.1,72.1,90.3,Asian Paints
GFS Basic,2010-10-13,2010-10-26,234.72,226.54,394,-3226.05,217.5,-3443.55,-3.72,RSI Stop <30,bull,13,36.3,27.9,60.7,90.3,Asian Paints
GFS Basic,2011-06-17,2011-06-21,270.73,260.7,330,-3311.67,210.44,-3522.11,-3.94,RSI Stop <30,bull,4,43.7,26.9,73.8,73.8,Asian Paints
GFS Basic,2011-06-27,2011-07-01,267.46,292.72,321,8108.35,214.52,7893.84,9.19,RSI Target 60,bull,4,42.5,71.9,79.6,74.2,Asian Paints
GFS Basic,2011-07-20,2011-07-21,282.02,274.92,331,-2351.88,220.34,-2572.21,-2.76,RSI Stop <30,bull,1,43.7,23.0,71.5,74.2,Asian Paints
GFS Basic,2011-07-27,2011-08-12,279.31,285.22,326,1927.52,219.67,1707.85,1.88,RSI Target 60,bull,16,40.1,62.5,68.6,72.5,Asian Paints
GFS Basic,2011-09-08,2011-09-13,289.92,277.96,319,-3814.58,216.89,-4031.47,-4.36,RSI Stop <30,bull,5,43.1,27.5,51.8,71.6,Asian Paints
GFS Basic,2012-06-20,2012-06-21,349.12,348.04,254,-274.64,212.1,-486.75,-0.55,RSI Target 60,bull,1,42.3,66.2,87.8,75.2,Asian Paints
GFS Basic,2012-06-27,2012-07-19,342.14,323.25,258,-4873.28,206.44,-5079.72,-5.75,RSI Stop <30,bull,22,38.9,20.5,75.0,70.5,Asian Paints
