strategy,entry_date,exit_date,entry_price,exit_price,shares,gross_pnl,costs,net_pnl,pnl_pct,reason,regime,duration,rsi_entry_d,rsi_exit_d,rsi_weekly,rsi_monthly,instrument
GFS Basic,2011-11-18,2011-11-21,408.54,387.68,185,-3859.17,179.29,-4038.46,-5.34,RSI Stop <30,bear,3,45.0,26.7,62.6,69.5,TCS
GFS Basic,2011-11-22,2011-12-05,395.75,429.01,181,6020.33,180.75,5839.59,8.15,RSI Target 60,bear,13,36.5,60.6,67.5,65.7,TCS
GFS Basic,2011-12-23,2012-01-09,423.22,425.52,183,421.2,187.87,233.32,0.3,RSI Target 60,bull,17,40.7,61.6,62.4,60.9,TCS
GFS Basic,2012-07-20,2012-08-06,446.93,454.57,173,1322.16,188.52,1133.64,1.47,RSI Target 60,bull,17,40.7,65.2,56.9,59.7,TCS
GFS Basic,2012-09-18,2012-10-05,526.36,482.35,149,-6557.19,182.82,-6740.01,-8.59,RSI Stop <30,bull,17,42.3,28.8,53.9,63.2,TCS
GFS Basic,2012-11-15,2012-12-17,500.27,446.94,144,-7679.8,167.46,-7847.26,-10.89,RSI Stop <30,bull,32,40.7,26.5,30.1,74.4,TCS
GFS Basic,2013-04-01,2013-04-08,588.97,550.24,110,-4260.65,154.89,-4415.53,-6.82,RSI Stop <30,bull,7,41.6,28.1,74.1,77.5,TCS
GFS Basic,2013-04-12,2013-04-18,576.59,539.84,105,-3858.89,145.87,-4004.76,-6.61,RSI Stop <30,bull,6,40.3,27.9,73.1,77.5,TCS
GFS Basic,2013-08-20,2013-08-29,679.69,731.65,83,4313.08,145.17,4167.92,7.39,RSI Target 60,bull,9,43.1,64.6,76.4,73.9,TCS
GFS Basic,2013-09-20,2013-10-04,748.52,764.15,81,1266.44,151.38,1115.07,1.84,RSI Target 60,bull,14,39.8,62.5,81.7,73.2,TCS
GFS Basic,2013-11-06,2013-11-28,793.35,747.23,78,-3597.78,149.12,-3746.9,-6.05,RSI Stop <30,bull,22,38.0,20.6,66.3,74.7,TCS
GFS Basic,2013-12-03,2013-12-10,761.7,784.18,76,1709.11,145.75,1563.37,2.7,RSI Target 60,bull,7,35.4,61.5,46.7,72.0,TCS
GFS Basic,2014-01-30,2014-02-07,845.74,808.84,70,-2583.28,144.22,-2727.49,-4.61,RSI Stop <30,bull,8,44.7,22.0,54.3,75.3,TCS
GFS Basic,2014-03-13,2014-04-09,826.77,807.33,69,-1341.37,140.71,-1482.08,-2.6,RSI Target 60,bull,27,44.7,65.7,48.7,71.2,TCS
GFS Basic,2014-08-13,2014-08-19,965.79,944.91,57,-1190.32,136.43,-1326.76,-2.41,RSI Stop <30,bull,6,41.7,21.3,77.2,79.7,TCS
GFS Basic,2014-08-22,2014-09-01,954.19,983.14,57,1649.7,137.91,1511.79,2.78,RSI Target 60,bull,10,37.9,60.8,78.5,77.0,TCS
GFS Basic,2015-03-20,2015-03-24,1014.84,1008.16,55,-367.14,138.99,-506.13,-0.91,RSI Stop <30,bull,4,44.3,24.9,61.3,67.5,TCS
GFS Basic,2018-02-12,2018-02-15,1230.02,1200.82,45,-1313.98,136.97,-1450.95,-2.62,RSI Stop <30,bull,3,36.9,27.5,66.7,72.7,TCS
GFS Basic,2018-02-21,2018-02-28,1226.34,1245.63,44,848.98,136.12,712.85,1.32,RSI Target 60,bull,7,42.6,62.3,66.1,68.6,TCS
GFS Basic,2018-03-13,2018-03-16,1266.95,1159.71,43,-4611.13,131.62,-4742.75,-8.71,RSI Stop <30,bull,3,45.0,25.5,58.8,68.6,TCS
GFS Basic,2018-07-31,2018-08-16,1622.72,1665.71,31,1332.88,128.5,1204.38,2.39,RSI Target 60,bull,16,38.5,62.5,74.5,79.4,TCS
GFS Basic,2018-10-11,2018-10-19,1748.28,1586.68,29,-4686.43,123.14,-4809.57,-9.49,RSI Stop <30,bull,8,42.8,27.5,44.8,86.9,TCS
GFS Basic,2019-03-01,2019-03-12,1726.87,1676.09,27,-1371.09,117.53,-1488.62,-3.19,RSI Target 60,bull,11,41.9,68.4,54.6,70.1,TCS
GFS Basic,2019-07-08,2019-07-09,1890.99,1791.16,24,-2395.91,113.7,-2509.61,-5.53,RSI Stop <30,bull,1,35.8,28.8,61.0,68.8,TCS
GFS Basic,2020-01-13,2020-02-18,1924.24,1910.94,22,-292.54,109.11,-401.65,-0.95,RSI Target 60,bull,36,41.7,60.9,54.1,56.3,TCS
GFS Basic,2020-11-04,2020-11-23,2339.46,2389.08,18,893.2,109.84,783.36,1.86,RSI Target 60,bull,19,39.2,61.5,74.4,62.5,TCS
GFS Basic,2020-11-27,2020-12-01,2397.35,2391.32,18,-108.63,111.12,-219.75,-0.51,RSI Target 60,bull,4,43.9,60.9,74.8,68.0,TCS
GFS Basic,2021-02-04,2021-02-22,2846.12,2599.4,15,-3700.66,106.37,-3807.03,-8.92,RSI Stop <30,bull,18,43.5,23.3,70.2,79.7,TCS
GFS Basic,2021-03-05,2021-03-15,2710.19,2694.03,14,-226.12,99.42,-325.54,-0.86,RSI Target 60,bull,10,39.5,60.7,62.8,69.8,TCS
GFS Basic,2021-07-07,2021-07-14,2941.35,2838.24,13,-1340.41,98.92,-1439.33,-3.76,RSI Stop <30,bull,7,44.4,20.6,52.6,80.9,TCS
GFS Basic,2021-10-01,2021-10-08,3370.27,3482.51,11,1234.63,99.0,1135.63,3.06,RSI Target 60,bull,7,37.4,62.0,73.1,78.8,TCS
GFS Basic,2021-10-11,2021-10-26,3534.04,3087.53,11,-4911.61,96.63,-5008.24,-12.88,RSI Stop <30,bull,15,36.9,24.3,59.4,78.8,TCS
GFS Basic,2022-02-04,2022-02-16,3451.57,3386.48,9,-585.76,83.76,-669.52,-2.16,RSI Target 60,bull,12,39.2,64.9,57.7,68.8,TCS
GFS Basic,2022-02-21,2022-02-22,3392.4,3185.15,9,-1865.32,81.25,-1946.57,-6.38,RSI Stop <30,bull,1,42.1,27.1,60.3,68.8,TCS
GFS Basic,2023-10-04,2023-10-26,3284.63,3106.04,9,-1607.31,79.36,-1686.67,-5.71,RSI Stop <30,bull,22,41.2,24.4,49.9,60.6,TCS
GFS Basic,2024-02-26,2024-03-12,3875.09,3929.57,7,381.33,76.01,305.32,1.13,RSI Target 60,bull,15,37.5,62.9,74.0,78.6,TCS
GFS Basic,2024-03-19,2024-04-26,3992.15,3581.91,7,-2871.64,74.46,-2946.1,-10.54,RSI Stop <30,bull,38,40.3,28.9,45.5,66.7,TCS
GFS Basic,2024-08-07,2024-08-20,4033.82,4280.61,6,1480.78,70.66,1410.13,5.83,RSI Target 60,bull,13,38.6,60.3,69.1,74.8,TCS
GFS Basic,2024-09-09,2024-09-19,4280.78,4065.65,6,-1290.75,71.08,-1361.82,-5.3,RSI Stop <30,bull,10,38.5,22.0,74.2,76.1,TCS
GFS Basic,2024-10-10,2024-10-11,4068.63,3926.58,6,-852.27,68.7,-920.97,-3.77,RSI Stop <30,bull,1,37.2,29.8,55.0,66.9,TCS
GFS Advanced,2007-02-26,2007-02-28,216.8,198.9,438,-7840.32,218.23,-8058.54,-8.49,RSI Stop <30,bull,2,44.8,28.7,73.5,72.5,TCS
GFS Advanced,2007-03-01,2007-03-02,207.7,201.43,420,-2635.22,206.45,-2841.67,-3.26,Price < 50 EMA,bull,1,42.3,38.8,57.5,72.5,TCS
GFS Advanced,2010-11-25,2010-12-09,370.99,384.27,228,3027.6,206.43,2821.17,3.34,RSI Target 60,bull,14,42.7,65.5,78.5,91.5,TCS
GFS Advanced,2012-09-20,2012-09-21,498.02,482.37,175,-2737.96,206.17,-2944.12,-3.38,Price < 50 EMA,bull,1,41.9,42.8,53.9,63.6,TCS
GFS Advanced,2013-04-12,2013-04-15,576.59,547.16,146,-4296.9,197.95,-4494.85,-5.34,Price < 50 EMA,bull,3,40.3,37.1,73.1,77.5,TCS
GFS Advanced,2013-08-22,2013-08-29,655.88,731.65,122,9244.52,202.72,9041.79,11.3,RSI Target 60,bull,7,44.8,64.6,76.4,73.9,TCS
GFS Advanced,2014-08-13,2014-08-19,965.79,944.91,91,-1900.34,208.66,-2109.01,-2.4,RSI Stop <30,bull,6,41.7,21.3,77.2,79.7,TCS
GFS Advanced,2014-08-22,2014-09-01,954.19,983.14,91,2633.73,211.02,2422.71,2.79,RSI Target 60,bull,10,37.9,60.8,78.5,77.0,TCS
GFS Advanced,2018-02-23,2018-02-28,1264.94,1245.63,70,-1351.15,210.7,-1561.85,-1.76,RSI Target 60,bull,5,41.6,62.3,66.1,68.6,TCS
GFS Advanced,2019-03-01,2019-03-12,1726.87,1676.09,50,-2539.06,204.57,-2743.64,-3.18,RSI Target 60,bull,11,41.9,68.4,54.6,70.1,TCS
GFS Advanced,2021-02-19,2021-02-22,2724.65,2599.4,31,-3882.72,199.0,-4081.73,-4.83,RSI Stop <30,bull,3,41.8,23.3,70.2,79.7,TCS
GFS Basic,2006-04-28,2006-05-03,36.61,36.97,2594,927.11,227.32,699.79,0.74,RSI Target 60,bull,5,42.6,60.8,62.3,67.7,HDFC Bank
GFS Basic,2006-11-07,2006-11-09,43.6,43.86,2194,575.7,228.51,347.19,0.36,RSI Target 60,bull,2,37.5,61.1,82.3,75.9,HDFC Bank
GFS Basic,2006-12-06,2006-12-20,48.32,43.99,1986,-8595.08,219.66,-8814.75,-9.19,RSI Stop <30,bull,14,37.4,27.3,73.4,78.2,HDFC Bank
GFS Basic,2006-12-26,2007-01-12,43.96,45.75,1993,3571.46,213.72,3357.74,3.83,RSI Target 60,bull,17,37.7,60.7,63.3,80.6,HDFC Bank
GFS Basic,2007-06-18,2007-06-22,48.56,47.86,1870,-1307.86,215.76,-1523.63,-1.68,RSI Stop <30,bull,4,38.9,29.8,69.5,71.1,HDFC Bank
GFS Basic,2007-06-26,2007-06-29,48.2,49.76,1853,2881.6,216.8,2664.8,2.98,RSI Target 60,bull,3,38.6,66.8,65.3,71.1,HDFC Bank
GFS Basic,2007-08-01,2007-08-13,52.55,49.28,1748,-5723.42,213.53,-5936.95,-6.46,RSI Stop <30,bull,12,42.6,29.1,63.1,76.9,HDFC Bank
GFS Basic,2007-10-18,2007-10-24,64.49,65.69,1337,1604.9,208.6,1396.3,1.62,RSI Target 60,bull,6,43.6,61.2,60.7,79.4,HDFC Bank
GFS Basic,2007-11-22,2007-11-30,70.06,74.46,1250,5507.14,215.64,5291.5,6.04,RSI Target 60,bull,8,44.1,66.7,70.7,81.9,HDFC Bank
GFS Basic,2007-12-04,2007-12-11,75.36,77.26,1228,2334.56,223.39,2111.17,2.28,RSI Target 60,bull,7,44.5,69.8,69.2,81.9,HDFC Bank
GFS Basic,2007-12-20,2008-01-09,73.84,75.7,1281,2384.47,227.99,2156.48,2.28,RSI Target 60,bull,20,40.4,63.5,59.5,80.9,HDFC Bank
GFS Basic,2008-01-16,2008-01-21,79.06,65.39,1222,-16703.42,212.72,-16916.14,-17.51,RSI Stop <30,bull,5,40.8,29.4,54.4,80.9,HDFC Bank
GFS Basic,2009-10-28,2009-11-03,74.73,70.29,1078,-4790.98,189.39,-4980.37,-6.18,RSI Stop <30,bull,6,37.6,26.9,64.0,62.7,HDFC Bank
GFS Basic,2009-12-16,2009-12-21,77.68,72.58,976,-4972.73,178.65,-5151.38,-6.79,RSI Stop <30,bull,5,37.4,23.6,63.7,68.3,HDFC Bank
GFS Basic,2009-12-24,2009-12-30,74.73,74.33,949,-383.46,172.53,-555.99,-0.78,RSI Stop <30,bull,6,36.6,23.8,64.5,68.3,HDFC Bank
GFS Basic,2010-05-05,2010-06-10,87.25,84.69,807,-2067.3,169.66,-2236.96,-3.18,RSI Target 60,bull,36,41.9,65.9,61.2,80.1,HDFC Bank
GFS Basic,2010-09-08,2010-09-13,98.04,100.88,696,1975.91,169.01,1806.89,2.65,RSI Target 60,bull,5,38.6,64.8,73.4,75.9,HDFC Bank
GFS Basic,2010-10-08,2010-10-20,109.28,103.23,640,-3873.02,166.74,-4039.76,-5.78,RSI Stop <30,bull,12,43.9,27.4,71.9,81.1,HDFC Bank
GFS Basic,2010-10-29,2010-12-22,102.46,96.3,646,-3979.18,158.29,-4137.47,-6.25,RSI Stop <30,bull,54,35.1,28.5,47.7,70.0,HDFC Bank
GFS Basic,2011-04-27,2011-05-12,106.09,99.01,586,-4145.25,149.18,-4294.43,-6.91,RSI Stop <30,bull,15,43.9,29.0,62.8,65.5,HDFC Bank
GFS Basic,2011-05-16,2011-05-30,101.31,101.99,574,388.37,144.97,243.41,0.42,RSI Target 60,bull,14,35.4,63.5,57.2,65.5,HDFC Bank
GFS Basic,2011-06-21,2011-06-28,105.2,107.84,555,1463.14,146.59,1316.55,2.25,RSI Target 60,bull,7,37.6,63.4,70.1,63.2,HDFC Bank
GFS Basic,2011-07-26,2011-08-04,112.82,106.02,528,-3590.13,143.99,-3734.11,-6.27,RSI Stop <30,bull,9,42.7,27.6,53.0,65.5,HDFC Bank
GFS Basic,2012-05-08,2012-05-10,119.07,115.15,471,-1843.01,138.05,-1981.05,-3.53,RSI Stop <30,bull,2,42.5,28.0,70.5,69.2,HDFC Bank
GFS Basic,2012-07-25,2012-08-06,129.64,134.62,418,2083.29,137.91,1945.38,3.59,RSI Target 60,bull,12,43.6,60.5,65.3,65.0,HDFC Bank
GFS Basic,2012-08-28,2012-09-04,134.45,132.35,417,-879.04,139.02,-1018.05,-1.82,RSI Stop <30,bull,7,36.2,27.6,83.2,63.2,HDFC Bank
GFS Basic,2012-09-07,2012-09-14,133.24,137.43,413,1728.04,139.41,1588.63,2.89,RSI Target 60,bull,7,42.9,68.6,82.7,63.2,HDFC Bank
GFS Basic,2012-12-19,2013-01-22,153.15,146.62,369,-2410.96,138.42,-2549.38,-4.51,RSI Stop <30,bull,34,41.5,24.9,61.3,71.8,HDFC Bank
GFS Basic,2013-01-24,2013-02-18,148.84,151.61,364,1007.13,136.77,870.36,1.61,RSI Target 60,bull,25,35.4,65.7,60.6,73.8,HDFC Bank
GFS Basic,2014-04-03,2014-04-21,168.88,162.02,325,-2226.74,134.99,-2361.74,-4.3,RSI Stop <30,bull,18,41.1,29.8,62.0,62.0,HDFC Bank
GFS Basic,2014-04-22,2014-05-09,164.46,171.15,320,2140.13,134.5,2005.63,3.81,RSI Target 60,bull,17,39.7,70.0,77.1,60.7,HDFC Bank
