strategy,entry_date,exit_date,entry_price,exit_price,shares,gross_pnl,costs,net_pnl,pnl_pct,reason,regime,duration,rsi_entry_d,rsi_exit_d,rsi_weekly,rsi_monthly,instrument
GFS Basic,2014-07-04,2014-07-08,220.94,212.82,429,-3480.5,222.35,-3702.85,-3.91,Price Stop (candle low),bull,4,41.9,31.8,61.7,66.2,RELIANCE
GFS Basic,2014-07-09,2014-07-11,214.3,206.72,426,-3230.09,214.85,-3444.94,-3.77,Price Stop (candle low),bull,2,38.4,32.6,52.8,66.2,RELIANCE
GFS Basic,2017-03-29,2017-04-06,275.5,315.05,319,12617.2,223.7,12393.5,14.1,RSI Target 70,bull,8,39.4,73.1,79.7,67.1,RELIANCE
GFS Basic,2017-04-27,2017-04-28,309.01,305.57,323,-1111.35,235.98,-1347.33,-1.35,Price Stop (candle low),bull,1,43.8,47.4,86.7,67.1,RELIANCE
GFS Basic,2017-05-05,2017-05-08,291.2,289.41,338,-605.48,233.42,-838.9,-0.85,Price Stop (candle low),bull,3,41.6,32.2,76.6,75.1,RELIANCE
GFS Basic,2017-05-09,2017-05-19,291.66,288.85,335,-941.42,231.47,-1172.89,-1.2,Price Stop (candle low),bull,10,39.3,28.4,73.6,75.1,RELIANCE
GFS Basic,2017-05-22,2017-05-23,290.3,285.93,333,-1453.17,228.64,-1681.81,-1.74,Price Stop (candle low),bull,1,35.3,31.6,73.6,75.1,RELIANCE
GFS Basic,2017-05-25,2017-06-21,285.54,311.44,333,8623.94,235.56,8388.38,8.82,RSI Target 70,bull,27,41.2,74.5,61.8,67.6,RELIANCE
GFS Basic,2017-08-11,2017-08-29,341.68,338.23,301,-1039.69,242.8,-1282.49,-1.25,Price Stop (candle low),bull,18,35.9,29.0,73.1,82.2,RELIANCE
GFS Basic,2017-08-30,2017-09-12,345.63,363.69,294,5311.27,246.64,5064.63,4.98,RSI Target 70,bull,13,41.2,70.8,76.8,80.4,RELIANCE
GFS Basic,2017-09-27,2017-09-28,353.19,347.23,302,-1799.97,250.49,-2050.46,-1.92,Price Stop (candle low),bull,1,41.8,38.1,70.3,80.4,RELIANCE
GFS Basic,2017-09-28,2017-10-18,347.57,403.76,301,16912.57,265.34,16647.24,15.91,RSI Target 70,bull,20,38.1,82.8,70.0,77.0,RELIANCE
GFS Basic,2017-11-08,2017-11-13,392.36,386.43,307,-1821.46,281.12,-2102.58,-1.75,Price Stop (candle low),bull,5,41.7,31.5,59.1,81.8,RELIANCE
GFS Basic,2017-11-17,2017-11-28,403.02,416.5,294,3963.91,282.74,3681.18,3.11,RSI Target 70,bull,11,40.4,71.1,69.7,81.8,RELIANCE
GFS Basic,2017-12-11,2017-12-21,404.89,403.08,301,-547.06,285.59,-832.64,-0.68,Price Stop (candle low),bull,10,43.3,51.7,61.9,79.1,RELIANCE
GFS Basic,2018-05-17,2018-05-18,417.8,412.3,290,-1593.54,282.92,-1876.46,-1.55,Price Stop (candle low),bull,1,41.1,30.4,54.7,76.7,RELIANCE
GFS Basic,2018-06-28,2018-07-17,420.41,485.51,284,18486.53,299.81,18186.72,15.23,RSI Target 70,bull,19,40.3,71.8,69.2,71.2,RELIANCE
GFS Basic,2018-09-17,2018-09-18,545.41,540.98,250,-1108.56,317.18,-1425.74,-1.05,Price Stop (candle low),bull,1,38.3,30.5,79.4,81.4,RELIANCE
GFS Basic,2018-09-21,2018-10-04,541.67,498.8,250,-10719.1,305.15,-11024.25,-8.14,Price Stop (candle low),bull,13,37.6,26.3,74.5,78.9,RELIANCE
GFS Basic,2019-02-25,2019-03-11,548.26,579.62,227,7119.7,299.27,6820.44,5.48,RSI Target 70,bull,14,35.8,76.0,62.7,65.2,RELIANCE
GFS Basic,2019-04-10,2019-05-08,592.35,577.56,221,-3269.16,302.84,-3572.01,-2.73,Price Stop (candle low),bull,28,40.1,42.6,77.1,69.2,RELIANCE
GFS Basic,2019-05-08,2019-05-09,578.13,558.44,221,-4351.42,294.74,-4646.16,-3.64,Price Stop (candle low),bull,1,42.6,37.6,77.1,69.2,RELIANCE
GFS Basic,2019-05-09,2019-05-13,559.0,547.6,221,-2520.19,287.25,-2807.44,-2.27,Price Stop (candle low),bull,4,37.6,25.6,50.1,69.2,RELIANCE
GFS Basic,2019-12-26,2020-01-06,678.26,671.36,178,-1226.97,282.34,-1509.31,-1.25,Price Stop (candle low),bull,11,41.8,38.0,80.3,71.3,RELIANCE
GFS Basic,2020-01-06,2020-01-28,672.04,658.06,177,-2473.35,277.1,-2750.44,-2.31,Price Stop (candle low),bull,22,38.0,40.9,64.2,71.3,RELIANCE
GFS Basic,2020-01-28,2020-01-30,658.72,645.54,177,-2332.52,272.01,-2604.52,-2.23,Price Stop (candle low),bull,2,40.9,28.1,64.2,71.3,RELIANCE
GFS Basic,2020-08-17,2020-09-10,948.76,1048.72,120,11994.93,280.75,11714.17,10.29,RSI Target 70,bull,24,40.7,73.9,80.4,72.6,RELIANCE
GFS Basic,2020-09-30,2020-10-05,1013.63,1002.58,123,-1359.35,290.97,-1650.32,-1.32,Price Stop (candle low),bull,5,37.4,35.7,72.5,77.9,RELIANCE
GFS Basic,2020-10-05,2020-10-16,1003.58,986.08,123,-2152.47,287.41,-2439.88,-1.98,Price Stop (candle low),bull,11,35.7,45.9,64.7,77.9,RELIANCE
GFS Basic,2020-10-19,2020-10-21,987.25,962.88,123,-2997.76,282.07,-3279.83,-2.7,Price Stop (candle low),bull,2,43.3,32.5,64.7,77.9,RELIANCE
GFS Basic,2021-07-27,2021-07-28,935.52,926.56,126,-1129.21,276.1,-1405.31,-1.19,Price Stop (candle low),bull,1,35.5,35.1,62.3,68.3,RELIANCE
GFS Basic,2021-07-28,2021-08-17,927.48,984.27,126,7154.94,282.43,6872.5,5.88,RSI Target 70,bull,20,35.1,70.5,65.1,65.4,RELIANCE
GFS Basic,2021-11-01,2021-11-03,1155.31,1129.5,107,-2761.04,287.17,-3048.21,-2.47,Price Stop (candle low),bull,2,35.8,24.6,72.2,63.1,RELIANCE
GFS Basic,2021-11-11,2021-11-16,1162.93,1145.1,103,-1836.49,279.6,-2116.1,-1.77,Price Stop (candle low),bull,5,40.0,30.4,75.8,63.1,RELIANCE
GFS Basic,2021-11-26,2021-12-06,1098.31,1074.47,108,-2574.41,276.25,-2850.66,-2.4,Price Stop (candle low),bull,10,43.1,36.1,58.8,55.1,RELIANCE
GFS Basic,2022-05-10,2022-05-11,1126.56,1113.9,103,-1303.42,271.83,-1575.25,-1.36,Price Stop (candle low),bull,1,38.1,29.2,62.7,73.4,RELIANCE
GFS Basic,2024-03-13,2024-03-15,1422.36,1407.1,80,-1220.98,266.92,-1487.91,-1.31,Price Stop (candle low),bull,2,41.7,31.4,75.3,69.3,RELIANCE
GFS Basic,2024-03-18,2024-05-07,1429.61,1390.48,79,-3091.34,263.1,-3354.44,-2.97,Price Stop (candle low),bull,50,39.0,28.1,61.4,78.9,RELIANCE
GFS Basic,2024-05-08,2024-05-09,1408.83,1383.19,78,-2000.05,257.45,-2257.5,-2.05,Price Stop (candle low),bull,1,35.3,30.9,61.4,78.9,RELIANCE
GFS Basic,2026-01-06,2026-01-08,1508.35,1469.86,71,-2732.73,250.48,-2983.21,-2.79,Price Stop (candle low),bull,2,41.7,34.8,83.0,63.8,RELIANCE
GFS Advanced,2006-12-13,2007-01-12,123.32,133.26,770,7649.42,234.27,7415.15,7.81,RSI Target 70,bull,30,42.2,73.6,82.5,87.0,RELIANCE
GFS Advanced,2007-02-28,2007-03-02,134.68,130.94,757,-2835.55,238.96,-3074.5,-3.02,Price Stop (candle low),bull,2,38.4,34.4,58.7,86.1,RELIANCE
GFS Advanced,2007-06-12,2007-07-16,170.72,178.36,580,4430.82,239.95,4190.87,4.23,RSI Target 70,bull,34,37.4,72.7,83.6,81.7,RELIANCE
GFS Advanced,2007-12-19,2008-01-08,271.69,306.64,379,13245.55,257.88,12987.67,12.61,RSI Target 70,bull,20,41.9,76.8,74.8,96.0,RELIANCE
GFS Advanced,2013-02-20,2013-02-21,183.25,179.8,629,-2168.62,269.22,-2437.84,-2.12,Price < 50 EMA,bull,1,44.9,36.1,60.0,60.2,RELIANCE
GFS Advanced,2017-12-18,2018-01-22,407.04,428.93,277,6063.39,272.16,5791.22,5.14,RSI Target 70,bull,35,39.2,72.9,59.2,80.8,RELIANCE
GFS Advanced,2020-01-03,2020-01-06,687.99,671.36,172,-2859.99,275.33,-3135.32,-2.65,Price Stop (candle low),bull,3,41.0,38.0,80.3,71.3,RELIANCE
GFS Advanced,2021-11-01,2021-11-03,1155.31,1129.5,100,-2580.41,269.39,-2849.8,-2.47,Price Stop (candle low),bull,2,35.8,24.6,72.2,63.1,RELIANCE
GFS Advanced,2024-03-22,2024-03-26,1445.06,1430.27,78,-1153.53,264.61,-1418.14,-1.26,Price Stop (candle low),bull,4,40.4,32.8,76.3,69.3,RELIANCE
