strategy,entry_date,exit_date,entry_price,exit_price,direction,lot_size,gross_pnl,costs,net_pnl,pnl_pct,reason,regime,duration,option_type,strike,expiry,entry_prem,exit_prem,iv_entry,premium_collected,premium_at_exit,strike_ce,strike_pe,net_premium,cost_at_exit,max_loss,strike_long,strike_short,debit_paid,exit_value
D1 ATM Weekly Buy,2019-04-18,2019-04-22,,,,25,-2814.33,94.37,-2908.7,-74.38,Near Expiry,bull,4,CE,11750.0,2019-04-25,156.42,43.85,22.7,,,,,,,,,,,
D1 ATM Weekly Buy,2019-04-26,2019-04-30,,,,25,-1559.22,95.65,-1654.88,-47.53,Near Expiry,bull,4,CE,11750.0,2019-05-02,139.27,76.9,21.7,,,,,,,,,,,
D1 ATM Weekly Buy,2019-05-02,2019-05-06,,,,25,-2476.52,96.19,-2572.71,-60.86,Near Expiry,bull,4,CE,11700.0,2019-05-09,169.09,70.03,23.0,,,,,,,,,,,
D1 ATM Weekly Buy,2019-05-24,2019-05-27,,,,25,358.79,96.78,262.01,10.16,Near Expiry,bull,3,CE,11850.0,2019-05-30,103.16,117.51,16.5,,,,,,,,,,,
D1 ATM Weekly Buy,2019-05-27,2019-05-28,,,,25,-308.82,93.88,-402.7,-18.65,Near Expiry,bull,1,CE,11900.0,2019-05-30,86.39,74.04,16.2,,,,,,,,,,,
D1 ATM Weekly Buy,2019-05-28,2019-05-29,,,,25,-918.99,89.28,-1008.27,-83.97,Near Expiry,bull,1,CE,11950.0,2019-05-30,48.03,11.27,15.9,,,,,,,,,,,
D1 ATM Weekly Buy,2019-05-29,2019-05-30,,,,25,1208.32,93.9,1114.42,93.71,Near Expiry,bull,1,CE,11850.0,2019-05-30,47.57,95.9,16.4,,,,,,,,,,,
D1 ATM Weekly Buy,2019-05-30,2019-06-03,,,,25,1404.85,99.52,1305.34,48.14,Near Expiry,bull,4,CE,11950.0,2019-06-06,108.46,164.65,15.6,,,,,,,,,,,
D1 ATM Weekly Buy,2019-06-03,2019-06-04,,,,25,-1026.87,90.69,-1117.56,-66.35,Near Expiry,bull,1,CE,12100.0,2019-06-06,67.37,26.3,16.0,,,,,,,,,,,
D1 ATM Weekly Buy,2019-06-04,2019-06-06,,,,25,-1732.55,89.32,-1821.87,-105.08,Near Expiry,bull,2,CE,12000.0,2019-06-06,69.35,0.05,15.6,,,,,,,,,,,
D1 ATM Weekly Buy,2019-06-06,2019-06-10,,,,25,139.31,96.53,42.78,1.62,Near Expiry,bull,4,CE,11850.0,2019-06-13,105.89,111.47,15.5,,,,,,,,,,,
D1 ATM Weekly Buy,2019-06-11,2019-06-12,,,,25,-1087.74,90.08,-1177.81,-76.36,Near Expiry,bull,1,CE,11950.0,2019-06-13,61.7,18.19,14.5,,,,,,,,,,,
D1 ATM Weekly Buy,2019-06-12,2019-06-13,,,,25,-633.99,89.17,-723.16,-73.4,Near Expiry,bull,1,CE,11900.0,2019-06-13,39.41,14.05,14.1,,,,,,,,,,,
D1 ATM Weekly Buy,2019-06-13,2019-06-17,,,,25,-2485.78,90.7,-2576.49,-98.17,Near Expiry,bull,4,CE,11900.0,2019-06-20,104.98,5.55,13.7,,,,,,,,,,,
D1 ATM Weekly Buy,2019-07-04,2019-07-05,,,,25,-1585.89,91.84,-1677.73,-70.5,Stop Loss 50%,bull,1,CE,11950.0,2019-07-11,95.2,31.76,13.5,,,,,,,,,,,
D1 ATM Weekly Buy,2019-07-05,2019-07-08,,,,25,-2198.64,90.17,-2288.81,-100.25,Near Expiry,bull,3,CE,11800.0,2019-07-11,91.32,3.38,13.1,,,,,,,,,,,
D1 ATM Weekly Buy,2019-08-27,2019-08-28,,,,25,-972.72,89.95,-1062.67,-74.23,Near Expiry,sideways,1,CE,11100.0,2019-08-29,57.27,18.36,16.0,,,,,,,,,,,
D1 ATM Weekly Buy,2019-09-17,2019-09-18,,,,25,-591.16,89.41,-680.57,-66.21,Near Expiry,bear,1,PE,10800.0,2019-09-19,41.12,17.47,16.0,,,,,,,,,,,
D1 ATM Weekly Buy,2019-09-18,2019-09-19,,,,25,2665.15,96.32,2568.83,266.24,Near Expiry,bear,1,PE,10850.0,2019-09-19,38.59,145.2,15.4,,,,,,,,,,,
D1 ATM Weekly Buy,2019-09-19,2019-09-20,,,,25,-2071.9,89.75,-2161.65,-104.04,Stop Loss 50%,bear,1,PE,10700.0,2019-09-26,83.1,0.23,15.6,,,,,,,,,,,
D1 ATM Weekly Buy,2019-10-15,2019-10-16,,,,25,-862.92,90.95,-953.87,-57.67,Near Expiry,sideways,1,PE,11450.0,2019-10-17,66.16,31.64,16.9,,,,,,,,,,,
D1 ATM Weekly Buy,2019-10-16,2019-10-17,,,,25,-789.72,88.17,-877.88,-110.99,Near Expiry,sideways,1,PE,11450.0,2019-10-17,31.64,0.05,16.4,,,,,,,,,,,
D1 ATM Weekly Buy,2019-11-11,2019-11-13,,,,25,-1548.97,90.65,-1639.62,-81.67,Near Expiry,bull,2,CE,11900.0,2019-11-14,80.31,18.35,16.2,,,,,,,,,,,
D1 ATM Weekly Buy,2019-11-13,2019-11-14,,,,25,-374.96,89.54,-464.5,-50.08,Near Expiry,bull,1,CE,11850.0,2019-11-14,37.1,22.1,16.5,,,,,,,,,,,
D1 ATM Weekly Buy,2019-11-14,2019-11-18,,,,25,-799.49,95.84,-895.33,-29.36,Near Expiry,bull,4,CE,11850.0,2019-11-21,121.97,89.99,15.6,,,,,,,,,,,
D1 ATM Weekly Buy,2019-11-18,2019-11-19,,,,25,399.21,93.47,305.75,19.32,Near Expiry,bull,1,CE,11900.0,2019-11-21,63.29,79.26,15.8,,,,,,,,,,,
D1 ATM Weekly Buy,2019-11-19,2019-11-20,,,,25,433.11,92.54,340.57,26.41,Near Expiry,bull,1,CE,11950.0,2019-11-21,51.57,68.9,15.4,,,,,,,,,,,
D1 ATM Weekly Buy,2019-11-20,2019-11-21,,,,25,-963.86,88.38,-1052.24,-109.03,Near Expiry,bull,1,CE,12000.0,2019-11-21,38.6,0.05,15.2,,,,,,,,,,,
D1 ATM Weekly Buy,2019-11-21,2019-11-25,,,,25,835.63,98.95,736.68,25.31,Near Expiry,bull,4,CE,11950.0,2019-11-28,116.45,149.87,15.0,,,,,,,,,,,
D1 ATM Weekly Buy,2019-11-25,2019-11-26,,,,25,-818.87,92.36,-911.23,-44.66,Near Expiry,bull,1,CE,12050.0,2019-11-28,81.62,48.86,15.0,,,,,,,,,,,
D1 ATM Weekly Buy,2019-11-26,2019-11-27,,,,25,507.26,92.47,414.79,33.95,Near Expiry,bull,1,CE,12050.0,2019-11-28,48.86,69.15,14.8,,,,,,,,,,,
D1 ATM Weekly Buy,2019-11-27,2019-11-28,,,,25,319.19,91.17,228.03,23.76,Near Expiry,bull,1,CE,12100.0,2019-11-28,38.38,51.15,14.6,,,,,,,,,,,
D1 ATM Weekly Buy,2019-11-28,2019-12-02,,,,25,-1911.71,91.72,-2003.44,-78.4,Near Expiry,bull,4,CE,12150.0,2019-12-05,102.22,25.75,14.0,,,,,,,,,,,
D1 ATM Weekly Buy,2019-12-02,2019-12-03,,,,25,-856.28,90.8,-947.08,-59.0,Near Expiry,bull,1,CE,12050.0,2019-12-05,64.21,29.96,14.2,,,,,,,,,,,
D1 ATM Weekly Buy,2019-12-03,2019-12-04,,,,25,251.6,92.08,159.52,12.56,Near Expiry,bull,1,CE,12000.0,2019-12-05,50.82,60.88,14.6,,,,,,,,,,,
D1 ATM Weekly Buy,2019-12-04,2019-12-05,,,,25,-779.45,88.15,-867.61,-111.13,Near Expiry,bull,1,CE,12050.0,2019-12-05,31.23,0.05,13.3,,,,,,,,,,,
D1 ATM Weekly Buy,2019-12-05,2019-12-06,,,,25,-1446.18,93.62,-1539.8,-54.75,Stop Loss 50%,bull,1,CE,12000.0,2019-12-12,112.49,54.64,14.3,,,,,,,,,,,
D1 ATM Weekly Buy,2019-12-19,2019-12-23,,,,25,-797.09,93.56,-890.65,-37.47,Near Expiry,bull,4,CE,12250.0,2019-12-26,95.09,63.21,12.1,,,,,,,,,,,
D1 ATM Weekly Buy,2019-12-23,2019-12-24,,,,25,-873.24,90.67,-963.92,-61.0,Near Expiry,bull,1,CE,12250.0,2019-12-26,63.21,28.28,12.0,,,,,,,,,,,
D1 ATM Weekly Buy,2019-12-24,2019-12-26,,,,25,-1299.77,88.79,-1388.56,-106.73,Near Expiry,bull,2,CE,12200.0,2019-12-26,52.04,0.05,11.6,,,,,,,,,,,
D1 ATM Weekly Buy,2019-12-26,2019-12-30,,,,25,1340.75,96.14,1244.62,70.68,Near Expiry,bull,4,CE,12150.0,2020-01-02,70.44,124.07,11.1,,,,,,,,,,,
D1 ATM Weekly Buy,2019-12-30,2019-12-31,,,,25,-1023.96,89.66,-1113.62,-80.66,Near Expiry,bull,1,CE,12250.0,2020-01-02,55.23,14.27,11.0,,,,,,,,,,,
D1 ATM Weekly Buy,2019-12-31,2020-01-01,,,,25,-254.06,91.27,-345.33,-25.45,Near Expiry,bull,1,CE,12150.0,2020-01-02,54.27,44.1,11.7,,,,,,,,,,,
D1 ATM Weekly Buy,2020-01-01,2020-01-02,,,,25,1657.93,92.18,1565.75,394.32,Near Expiry,bull,1,CE,12200.0,2020-01-02,15.88,82.2,8.9,,,,,,,,,,,
D1 ATM Weekly Buy,2020-01-02,2020-01-06,,,,25,-1866.89,89.65,-1956.54,-101.98,Near Expiry,bull,4,CE,12300.0,2020-01-09,76.74,2.07,11.5,,,,,,,,,,,
D1 ATM Weekly Buy,2020-01-14,2020-01-15,,,,25,-633.45,90.89,-724.34,-48.67,Near Expiry,bull,1,CE,12350.0,2020-01-16,59.53,34.19,13.9,,,,,,,,,,,
D1 ATM Weekly Buy,2020-01-15,2020-01-16,,,,25,-717.36,88.54,-805.9,-94.27,Near Expiry,bull,1,CE,12350.0,2020-01-16,34.19,5.5,14.1,,,,,,,,,,,
D1 ATM Weekly Buy,2020-01-16,2020-01-20,,,,25,-2067.06,91.84,-2158.9,-80.32,Near Expiry,bull,4,CE,12350.0,2020-01-23,107.51,24.83,14.2,,,,,,,,,,,
D1 ATM Weekly Buy,2020-01-24,2020-01-27,,,,25,-1850.51,91.94,-1942.45,-75.28,Near Expiry,bull,3,CE,12250.0,2020-01-30,103.21,29.19,15.6,,,,,,,,,,,
D1 ATM Weekly Buy,2020-03-19,2020-03-20,,,,25,-5281.52,102.67,-5384.2,-67.88,Stop Loss 50%,bear,1,PE,8250.0,2020-03-26,317.28,106.02,72.2,,,,,,,,,,,
D1 ATM Weekly Buy,2020-03-20,2020-03-23,,,,25,21016.38,158.56,20857.82,280.36,Near Expiry,bear,3,PE,8750.0,2020-03-26,297.59,1138.24,67.1,,,,,,,,,,,
D1 ATM Weekly Buy,2020-03-23,2020-03-24,,,,25,-2138.85,98.78,-2237.63,-46.9,Near Expiry,bear,1,PE,7600.0,2020-03-26,190.86,105.3,72.0,,,,,,,,,,,
D1 ATM Weekly Buy,2020-03-24,2020-03-25,,,,25,-4569.39,93.44,-4662.83,-97.84,Near Expiry,bear,1,PE,7800.0,2020-03-26,190.63,7.85,83.6,,,,,,,,,,,
D1 ATM Weekly Buy,2020-03-25,2020-03-26,,,,25,-3129.41,91.02,-3220.43,-102.87,Near Expiry,bear,1,PE,8300.0,2020-03-26,125.23,0.05,77.6,,,,,,,,,,,
D1 ATM Weekly Buy,2020-03-26,2020-03-30,,,,25,2706.27,122.11,2584.16,30.38,Near Expiry,bear,4,PE,8650.0,2020-04-02,340.2,448.45,71.5,,,,,,,,,,,
D1 ATM Weekly Buy,2020-03-30,2020-03-31,,,,25,-4241.63,96.9,-4338.53,-77.9,Near Expiry,bear,1,PE,8300.0,2020-04-02,222.78,53.11,71.9,,,,,,,,,,,
D1 ATM Weekly Buy,2020-03-31,2020-04-01,,,,25,4839.37,111.69,4727.68,115.94,Near Expiry,bear,1,PE,8600.0,2020-04-02,163.11,356.68,64.4,,,,,,,,,,,
D1 ATM Weekly Buy,2020-04-01,2020-04-03,,,,25,1633.82,99.37,1534.45,60.86,Near Expiry,bear,2,PE,8250.0,2020-04-02,100.85,166.2,60.0,,,,,,,,,,,
D1 ATM Weekly Buy,2020-04-03,2020-04-07,,,,25,-5766.92,94.39,-5861.3,-100.84,Near Expiry,bear,4,PE,8100.0,2020-04-09,232.51,1.83,55.3,,,,,,,,,,,
D1 ATM Weekly Buy,2020-05-18,2020-05-19,,,,25,-1246.16,94.43,-1340.59,-45.88,Near Expiry,bear,1,PE,8800.0,2020-05-21,116.87,67.02,40.9,,,,,,,,,,,
D1 ATM Weekly Buy,2020-05-19,2020-05-20,,,,25,-2464.64,91.4,-2556.04,-90.76,Near Expiry,bear,1,PE,8900.0,2020-05-21,112.65,14.06,39.5,,,,,,,,,,,
D1 ATM Weekly Buy,2020-05-20,2020-05-21,,,,25,-1474.61,89.0,-1563.62,-105.95,Near Expiry,bear,1,PE,9050.0,2020-05-21,59.03,0.05,35.8,,,,,,,,,,,
D1 ATM Weekly Buy,2020-05-21,2020-05-26,,,,25,-869.48,98.69,-968.17,-24.64,Near Expiry,bear,5,PE,9100.0,2020-05-28,157.15,122.37,33.0,,,,,,,,,,,
D1 ATM Weekly Buy,2020-05-26,2020-05-27,,,,25,-2271.56,90.16,-2361.72,-101.41,Near Expiry,bear,1,PE,9050.0,2020-05-28,93.15,2.29,31.5,,,,,,,,,,,
D1 ATM Weekly Buy,2020-08-21,2020-08-24,,,,25,543.27,99.76,443.51,13.29,Near Expiry,bull,3,CE,11350.0,2020-08-27,133.45,155.18,19.9,,,,,,,,,,,
D1 ATM Weekly Buy,2020-08-24,2020-08-25,,,,25,-301.95,94.33,-396.29,-17.33,Near Expiry,bull,1,CE,11450.0,2020-08-27,91.46,79.38,19.2,,,,,,,,,,,
D1 ATM Weekly Buy,2020-08-25,2020-08-26,,,,25,861.64,95.85,765.79,38.59,Near Expiry,bull,1,CE,11450.0,2020-08-27,79.38,113.85,19.3,,,,,,,,,,,
D1 ATM Weekly Buy,2020-08-26,2020-08-27,,,,25,-953.15,89.15,-1042.3,-88.0,Near Expiry,bull,1,CE,11550.0,2020-08-27,47.38,9.25,19.3,,,,,,,,,,,
D1 ATM Weekly Buy,2020-08-27,2020-08-31,,,,25,-2409.77,93.24,-2503.01,-75.41,Near Expiry,bull,4,CE,11550.0,2020-09-03,132.76,36.37,18.9,,,,,,,,,,,
D1 ATM Weekly Buy,2020-09-01,2020-09-02,,,,25,476.65,95.62,381.03,17.61,Near Expiry,bull,1,CE,11450.0,2020-09-03,86.56,105.63,21.8,,,,,,,,,,,
D1 ATM Weekly Buy,2020-09-02,2020-09-03,,,,25,-1115.4,88.56,-1203.96,-107.82,Near Expiry,bull,1,CE,11550.0,2020-09-03,44.67,0.05,21.1,,,,,,,,,,,
D1 ATM Weekly Buy,2020-09-03,2020-09-04,,,,25,-1855.05,93.92,-1948.98,-61.6,Stop Loss 50%,bull,1,CE,11550.0,2020-09-10,126.56,52.36,20.5,,,,,,,,,,,
D1 ATM Weekly Buy,2020-09-18,2020-09-21,,,,25,-2746.26,91.98,-2838.24,-89.6,Near Expiry,bull,3,CE,11500.0,2020-09-24,126.71,16.86,20.0,,,,,,,,,,,
D1 ATM Weekly Buy,2020-10-08,2020-10-12,,,,25,203.63,98.97,104.65,3.15,Near Expiry,bull,4,CE,11850.0,2020-10-15,132.93,141.08,20.4,,,,,,,,,,,
D1 ATM Weekly Buy,2020-10-12,2020-10-13,,,,25,-436.47,93.49,-529.96,-24.93,Near Expiry,bull,1,CE,11950.0,2020-10-15,85.03,67.57,21.1,,,,,,,,,,,
D1 ATM Weekly Buy,2020-10-13,2020-10-14,,,,25,-116.75,92.7,-209.45,-12.4,Near Expiry,bull,1,CE,11950.0,2020-10-15,67.57,62.9,20.7,,,,,,,,,,,
D1 ATM Weekly Buy,2020-10-14,2020-10-15,,,,25,-1571.36,89.12,-1660.48,-105.59,Near Expiry,bull,1,CE,11950.0,2020-10-15,62.9,0.05,20.2,,,,,,,,,,,
D1 ATM Weekly Buy,2020-10-15,2020-10-19,,,,25,1725.3,102.89,1622.41,46.4,Near Expiry,bull,4,CE,11700.0,2020-10-22,139.86,208.87,22.1,,,,,,,,,,,
D1 ATM Weekly Buy,2020-10-19,2020-10-20,,,,25,-34.05,96.41,-130.46,-4.79,Near Expiry,bull,1,CE,11850.0,2020-10-22,109.01,107.64,21.8,,,,,,,,,,,
D1 ATM Weekly Buy,2020-10-20,2020-10-21,,,,25,-27.88,93.97,-121.85,-6.08,Near Expiry,bull,1,CE,11900.0,2020-10-22,80.23,79.12,22.7,,,,,,,,,,,
D1 ATM Weekly Buy,2020-10-21,2020-10-22,,,,25,-1303.57,88.79,-1392.37,-106.71,Near Expiry,bull,1,CE,11950.0,2020-10-22,52.19,0.05,22.9,,,,,,,,,,,
D1 ATM Weekly Buy,2020-10-22,2020-10-26,,,,25,-2676.45,94.5,-2770.94,-71.77,Near Expiry,bull,4,CE,11900.0,2020-10-29,154.43,47.37,22.6,,,,,,,,,,,
D1 ATM Weekly Buy,2020-10-27,2020-10-28,,,,25,-1655.58,89.95,-1745.53,-93.31,Near Expiry,bull,1,CE,11900.0,2020-10-29,74.83,8.6,22.2,,,,,,,,,,,
D1 ATM Weekly Buy,2020-11-04,2020-11-05,,,,25,3929.24,101.18,3828.06,242.55,Near Expiry,bull,1,CE,11900.0,2020-11-05,63.13,220.3,23.2,,,,,,,,,,,
D1 ATM Weekly Buy,2020-11-05,2020-11-09,,,,25,5340.38,112.4,5227.97,131.85,Near Expiry,bull,4,CE,12100.0,2020-11-12,158.61,372.22,21.0,,,,,,,,,,,
D1 ATM Weekly Buy,2020-11-09,2020-11-10,,,,25,2625.04,101.44,2523.6,101.25,Near Expiry,bull,1,CE,12450.0,2020-11-12,99.69,204.69,20.1,,,,,,,,,,,
D1 ATM Weekly Buy,2020-11-10,2020-11-11,,,,25,1226.07,96.15,1129.92,61.45,Near Expiry,bull,1,CE,12650.0,2020-11-12,73.55,122.59,21.6,,,,,,,,,,,
D1 ATM Weekly Buy,2020-11-11,2020-11-12,,,,25,-1482.71,89.01,-1571.72,-105.91,Near Expiry,bull,1,CE,12750.0,2020-11-12,59.36,0.05,22.0,,,,,,,,,,,
D1 ATM Weekly Buy,2020-11-12,2020-11-17,,,,25,1197.25,102.42,1094.83,29.62,Near Expiry,bull,5,CE,12700.0,2020-11-19,147.87,195.76,20.6,,,,,,,,,,,
D1 ATM Weekly Buy,2020-11-17,2020-11-18,,,,25,461.66,95.92,365.74,16.17,Near Expiry,bull,1,CE,12850.0,2020-11-19,90.46,108.92,19.8,,,,,,,,,,,
D1 ATM Weekly Buy,2020-11-18,2020-11-19,,,,25,-1176.02,88.64,-1264.65,-107.42,Near Expiry,bull,1,CE,12950.0,2020-11-19,47.09,0.05,19.1,,,,,,,,,,,
D1 ATM Weekly Buy,2020-11-19,2020-11-23,,,,25,1428.15,103.74,1324.41,33.64,Near Expiry,bull,4,CE,12750.0,2020-11-26,157.49,214.61,19.6,,,,,,,,,,,
D1 ATM Weekly Buy,2020-11-23,2020-11-24,,,,25,1452.3,97.98,1354.32,60.72,Near Expiry,bull,1,CE,12950.0,2020-11-26,89.22,147.31,20.8,,,,,,,,,,,
D1 ATM Weekly Buy,2020-11-24,2020-11-25,,,,25,-1937.06,90.3,-2027.36,-94.13,Near Expiry,bull,1,CE,13050.0,2020-11-26,86.15,8.67,21.1,,,,,,,,,,,
D1 ATM Weekly Buy,2020-11-25,2020-11-26,,,,25,1735.76,96.76,1639.01,97.03,Near Expiry,bull,1,CE,12850.0,2020-11-26,67.57,137.0,23.1,,,,,,,,,,,
D1 ATM Weekly Buy,2020-11-26,2020-12-01,,,,25,56.4,99.7,-43.3,-1.19,Near Expiry,bull,5,CE,13000.0,2020-12-03,145.22,147.48,20.0,,,,,,,,,,,
D1 ATM Weekly Buy,2020-12-01,2020-12-02,,,,25,-555.58,93.24,-648.82,-30.49,Near Expiry,bull,1,CE,13100.0,2020-12-03,85.13,62.91,20.2,,,,,,,,,,,
D1 ATM Weekly Buy,2020-12-02,2020-12-03,,,,25,-725.13,90.97,-816.11,-51.89,Near Expiry,bull,1,CE,13100.0,2020-12-03,62.91,33.9,19.9,,,,,,,,,,,
D1 ATM Weekly Buy,2020-12-03,2020-12-07,,,,25,2334.86,104.07,2230.79,64.66,Near Expiry,bull,4,CE,13150.0,2020-12-10,138.0,231.4,19.0,,,,,,,,,,,
D1 ATM Weekly Buy,2020-12-07,2020-12-08,,,,25,155.47,95.51,59.96,2.56,Near Expiry,bull,1,CE,13350.0,2020-12-10,93.59,99.81,18.0,,,,,,,,,,,
D1 ATM Weekly Buy,2020-12-08,2020-12-09,,,,25,1759.34,97.23,1662.11,91.68,Near Expiry,bull,1,CE,13400.0,2020-12-10,72.52,142.89,18.6,,,,,,,,,,,
D1 ATM Weekly Buy,2020-12-09,2020-12-10,,,,25,-1117.52,88.57,-1206.09,-107.8,Near Expiry,bull,1,CE,13550.0,2020-12-10,44.75,0.05,18.9,,,,,,,,,,,
D1 ATM Weekly Buy,2020-12-10,2020-12-14,,,,25,-144.38,98.55,-242.93,-7.1,Near Expiry,bull,4,CE,13500.0,2020-12-17,136.92,131.14,18.7,,,,,,,,,,,
D1 ATM Weekly Buy,2020-12-14,2020-12-15,,,,25,-340.97,95.23,-436.2,-16.94,Near Expiry,bull,1,CE,13550.0,2020-12-17,102.97,89.33,19.4,,,,,,,,,,,
D1 ATM Weekly Buy,2020-12-15,2020-12-16,,,,25,1436.44,97.96,1338.49,59.93,Near Expiry,bull,1,CE,13550.0,2020-12-17,89.33,146.79,19.4,,,,,,,,,,,
D1 ATM Weekly Buy,2020-12-16,2020-12-17,,,,25,-176.92,90.88,-267.8,-22.42,Near Expiry,bull,1,CE,13700.0,2020-12-17,47.78,40.7,19.2,,,,,,,,,,,
D1 ATM Weekly Buy,2020-12-17,2020-12-21,,,,25,-3503.48,92.26,-3595.73,-96.3,Near Expiry,bull,4,CE,13750.0,2020-12-24,149.35,9.21,19.2,,,,,,,,,,,
D1 ATM Weekly Buy,2020-12-21,2020-12-22,,,,25,1397.0,99.18,1297.82,49.55,Near Expiry,bull,1,CE,13350.0,2020-12-24,104.76,160.64,23.2,,,,,,,,,,,
D1 ATM Weekly Buy,2020-12-22,2020-12-23,,,,25,1649.62,99.19,1550.43,63.07,Near Expiry,bull,1,CE,13450.0,2020-12-24,98.33,164.31,22.0,,,,,,,,,,,
D1 ATM Weekly Buy,2020-12-23,2020-12-24,,,,25,2231.44,97.2,2134.24,142.3,Near Expiry,bull,1,CE,13600.0,2020-12-24,59.99,149.25,20.5,,,,,,,,,,,
D1 ATM Weekly Buy,2020-12-24,2020-12-28,,,,25,509.48,101.94,407.54,10.19,Near Expiry,bull,4,CE,13750.0,2020-12-31,159.93,180.31,20.0,,,,,,,,,,,
D1 ATM Weekly Buy,2020-12-28,2020-12-29,,,,25,441.64,98.26,343.38,11.6,Near Expiry,bull,1,CE,13850.0,2020-12-31,118.42,136.09,20.4,,,,,,,,,,,
D1 ATM Weekly Buy,2020-12-29,2020-12-30,,,,25,19.94,94.02,-74.08,-3.73,Near Expiry,bull,1,CE,13950.0,2020-12-31,79.5,80.3,20.8,,,,,,,,,,,
D1 ATM Weekly Buy,2020-12-30,2020-12-31,,,,25,-1353.79,88.85,-1442.64,-106.47,Near Expiry,bull,1,CE,14000.0,2020-12-31,54.2,0.05,21.1,,,,,,,,,,,
D1 ATM Weekly Buy,2020-12-31,2021-01-04,,,,25,612.42,102.39,510.03,12.55,Near Expiry,bull,4,CE,14000.0,2021-01-07,162.58,187.08,21.1,,,,,,,,,,,
D1 ATM Weekly Buy,2021-01-04,2021-01-05,,,,25,448.24,96.51,351.73,14.4,Near Expiry,bull,1,CE,14150.0,2021-01-07,97.72,115.65,20.0,,,,,,,,,,,
D1 ATM Weekly Buy,2021-01-05,2021-01-06,,,,25,-1205.33,92.07,-1297.39,-58.92,Near Expiry,bull,1,CE,14200.0,2021-01-07,88.08,39.86,20.5,,,,,,,,,,,
D1 ATM Weekly Buy,2021-01-06,2021-01-07,,,,25,-1534.31,89.07,-1623.38,-105.72,Near Expiry,bull,1,CE,14150.0,2021-01-07,61.42,0.05,21.0,,,,,,,,,,,
D1 ATM Weekly Buy,2021-01-07,2021-01-11,,,,25,4895.05,111.85,4783.21,117.01,Near Expiry,bull,4,CE,14150.0,2021-01-14,163.52,359.32,20.6,,,,,,,,,,,
D1 ATM Weekly Buy,2021-01-11,2021-01-12,,,,25,564.58,98.11,466.47,16.43,Near Expiry,bull,1,CE,14500.0,2021-01-14,113.56,136.14,22.4,,,,,,,,,,,
D1 ATM Weekly Buy,2021-01-12,2021-01-13,,,,25,-698.8,94.86,-793.66,-29.45,Near Expiry,bull,1,CE,14550.0,2021-01-14,107.8,79.85,22.9,,,,,,,,,,,
D1 ATM Weekly Buy,2021-01-13,2021-01-14,,,,25,-856.32,92.13,-948.45,-47.51,Near Expiry,bull,1,CE,14550.0,2021-01-14,79.85,45.6,23.3,,,,,,,,,,,
D1 ATM Weekly Buy,2021-01-14,2021-01-18,,,,25,-4115.41,94.6,-4210.01,-87.44,Near Expiry,bull,4,CE,14600.0,2021-01-21,192.59,27.97,23.0,,,,,,,,,,,
D1 ATM Weekly Buy,2021-01-18,2021-01-19,,,,25,3224.59,104.54,3120.05,103.46,Near Expiry,bull,1,CE,14300.0,2021-01-21,120.62,249.61,24.4,,,,,,,,,,,
D1 ATM Weekly Buy,2021-01-19,2021-01-20,,,,25,1301.95,99.58,1202.37,43.01,Near Expiry,bull,1,CE,14500.0,2021-01-21,111.83,163.91,22.9,,,,,,,,,,,
D1 ATM Weekly Buy,2021-01-20,2021-01-21,,,,25,-1612.99,89.17,-1702.17,-105.45,Near Expiry,bull,1,CE,14650.0,2021-01-21,64.57,0.05,21.5,,,,,,,,,,,
D1 ATM Weekly Buy,2021-01-21,2021-01-22,,,,25,-3936.43,94.18,-4030.61,-88.09,Stop Loss 50%,bull,1,CE,14600.0,2021-01-28,183.03,25.57,22.2,,,,,,,,,,,
D1 ATM Weekly Buy,2021-01-22,2021-01-25,,,,25,-1010.29,94.86,-1105.15,-38.15,Near Expiry,bull,3,CE,14350.0,2021-01-28,115.88,75.47,13.1,,,,,,,,,,,
D1 ATM Weekly Buy,2021-02-04,2021-02-08,,,,25,1850.83,108.07,1742.76,35.32,Near Expiry,bull,4,CE,14900.0,2021-02-11,197.36,271.39,23.1,,,,,,,,,,,
D1 ATM Weekly Buy,2021-02-08,2021-02-09,,,,25,-685.75,97.9,-783.64,-21.9,Near Expiry,bull,1,CE,15100.0,2021-02-11,143.16,115.73,24.0,,,,,,,,,,,
D1 ATM Weekly Buy,2021-02-09,2021-02-10,,,,25,-888.11,95.12,-983.22,-33.98,Near Expiry,bull,1,CE,15100.0,2021-02-11,115.73,80.21,24.3,,,,,,,,,,,
D1 ATM Weekly Buy,2021-02-10,2021-02-11,,,,25,-172.75,93.66,-266.4,-13.29,Near Expiry,bull,1,CE,15100.0,2021-02-11,80.21,73.3,24.0,,,,,,,,,,,
D1 ATM Weekly Buy,2021-02-11,2021-02-15,,,,25,585.61,106.78,478.83,8.92,Near Expiry,bull,4,CE,15150.0,2021-02-18,214.77,238.19,23.0,,,,,,,,,,,
D1 ATM Weekly Buy,2021-02-15,2021-02-16,,,,25,-968.68,97.6,-1066.27,-29.03,Near Expiry,bull,1,CE,15300.0,2021-02-18,146.92,108.17,24.4,,,,,,,,,,,
D1 ATM Weekly Buy,2021-02-16,2021-02-17,,,,25,-1722.12,92.65,-1814.77,-67.11,Near Expiry,bull,1,CE,15300.0,2021-02-18,108.17,39.29,21.8,,,,,,,,,,,
