strategy,entry_date,exit_date,entry_price,exit_price,direction,lot_size,gross_pnl,costs,net_pnl,pnl_pct,reason,regime,duration,option_type,strike,expiry,entry_prem,exit_prem,iv_entry,premium_collected,premium_at_exit,strike_ce,strike_pe,net_premium,cost_at_exit,max_loss,strike_long,strike_short,debit_paid,exit_value
D1 ATM Monthly Buy,2021-10-21,2021-10-25,,,,25,-2386.47,97.44,-2483.92,-54.73,Near Expiry,bull,4,CE,18200.0,2021-10-28,181.55,86.09,18.0,,,,,,,,,,,
D1 ATM Monthly Buy,2021-10-25,2021-10-26,,,,25,1443.29,99.58,1343.71,49.68,Near Expiry,bull,1,CE,18150.0,2021-10-28,108.19,165.92,17.6,,,,,,,,,,,
D1 ATM Monthly Buy,2021-10-26,2021-10-27,,,,25,-1388.73,92.96,-1481.69,-57.38,Near Expiry,bull,1,CE,18250.0,2021-10-28,103.3,47.75,16.8,,,,,,,,,,,
D1 ATM Monthly Buy,2021-10-27,2021-10-28,,,,25,-1781.76,89.38,-1871.13,-104.94,Near Expiry,bull,1,CE,18200.0,2021-10-28,71.32,0.05,16.8,,,,,,,,,,,
D1 ATM Monthly Buy,2021-12-16,2021-12-17,,,,25,-2964.89,100.76,-3065.65,-52.11,Stop Loss 50%,bull,1,CE,17250.0,2021-12-30,235.32,116.73,15.9,,,,,,,,,,,
D1 ATM Monthly Buy,2022-01-03,2022-01-12,,,,25,8533.3,133.34,8399.96,104.24,Target 100%,bull,9,CE,17650.0,2022-01-27,322.34,663.67,16.5,,,,,,,,,,,
D1 ATM Monthly Buy,2022-01-12,2022-01-19,,,,25,-4731.05,101.06,-4832.11,-68.0,Stop Loss 50%,bull,7,CE,18200.0,2022-01-27,284.23,94.99,17.2,,,,,,,,,,,
D1 ATM Monthly Buy,2022-01-19,2022-01-21,,,,25,-3430.34,96.37,-3526.72,-72.05,Stop Loss 50%,bull,2,CE,17950.0,2022-01-27,195.78,58.57,17.8,,,,,,,,,,,
D1 ATM Monthly Buy,2022-03-17,2022-03-25,,,,25,-4299.81,105.09,-4404.9,-54.99,Stop Loss 50%,bull,8,CE,17300.0,2022-03-31,320.4,148.4,22.6,,,,,,,,,,,
D1 ATM Monthly Buy,2022-03-25,2022-03-28,,,,25,-786.75,103.9,-890.66,-16.47,Near Expiry,bull,3,CE,17150.0,2022-03-31,216.26,184.79,23.4,,,,,,,,,,,
D1 ATM Monthly Buy,2022-03-28,2022-03-29,,,,25,746.23,102.2,644.03,16.42,Near Expiry,bull,1,CE,17200.0,2022-03-31,156.85,186.7,22.6,,,,,,,,,,,
D1 ATM Monthly Buy,2022-03-29,2022-03-30,,,,25,1842.51,99.76,1742.75,69.69,Near Expiry,bull,1,CE,17350.0,2022-03-31,100.02,173.73,21.3,,,,,,,,,,,
D1 ATM Monthly Buy,2022-03-30,2022-03-31,,,,25,-1898.47,89.52,-1987.99,-104.65,Near Expiry,bull,1,CE,17500.0,2022-03-31,75.99,0.05,20.6,,,,,,,,,,,
D1 ATM Monthly Buy,2022-03-31,2022-04-18,,,,25,-8221.03,107.41,-8328.43,-74.3,Stop Loss 50%,bull,18,CE,17450.0,2022-04-28,448.4,119.56,20.6,,,,,,,,,,,
D1 ATM Monthly Buy,2022-04-19,2022-04-21,,,,25,-4072.27,94.68,-4166.95,-86.64,Stop Loss 50%,bear,2,PE,16950.0,2022-04-28,192.39,29.5,19.8,,,,,,,,,,,
D1 ATM Monthly Buy,2022-04-22,2022-04-25,,,,25,2588.15,104.93,2483.21,70.12,Near Expiry,bear,3,PE,17150.0,2022-04-28,141.65,245.18,18.4,,,,,,,,,,,
D1 ATM Monthly Buy,2022-04-25,2022-04-26,,,,25,-2647.06,91.96,-2739.03,-88.42,Near Expiry,bear,1,PE,16950.0,2022-04-28,123.91,18.03,21.3,,,,,,,,,,,
D1 ATM Monthly Buy,2022-04-26,2022-04-27,,,,25,2112.54,99.84,2012.7,85.62,Near Expiry,bear,1,PE,17200.0,2022-04-28,94.03,178.53,19.2,,,,,,,,,,,
D1 ATM Monthly Buy,2022-04-27,2022-04-28,,,,25,-1941.44,89.57,-2031.01,-104.55,Near Expiry,bear,1,PE,17050.0,2022-04-28,77.71,0.05,20.6,,,,,,,,,,,
D1 ATM Monthly Buy,2022-04-28,2022-05-04,,,,25,8509.95,133.89,8376.06,101.73,Target 100%,sideways,6,PE,17250.0,2022-05-26,329.36,669.76,19.4,,,,,,,,,,,
D1 ATM Monthly Buy,2022-05-04,2022-05-12,,,,25,14180.63,146.86,14033.78,167.14,Target 100%,bear,8,PE,16700.0,2022-05-26,335.86,903.08,21.9,,,,,,,,,,,
D1 ATM Monthly Buy,2022-05-12,2022-05-17,,,,25,-5325.66,99.08,-5424.73,-78.56,Stop Loss 50%,bear,5,PE,15800.0,2022-05-26,276.21,63.18,24.3,,,,,,,,,,,
D1 ATM Monthly Buy,2022-05-17,2022-05-19,,,,25,6876.62,120.5,6756.12,126.21,Target 100%,bear,2,PE,16250.0,2022-05-26,214.12,489.19,22.7,,,,,,,,,,,
D1 ATM Monthly Buy,2022-05-19,2022-05-20,,,,25,-4046.7,95.39,-4142.09,-82.81,Stop Loss 50%,bear,1,PE,15800.0,2022-05-26,200.08,38.21,24.6,,,,,,,,,,,
D1 ATM Monthly Buy,2022-05-20,2022-05-23,,,,25,-615.99,100.82,-716.81,-16.32,Near Expiry,bear,3,PE,16250.0,2022-05-26,175.7,151.06,23.1,,,,,,,,,,,
D1 ATM Monthly Buy,2022-05-23,2022-05-24,,,,25,855.44,99.79,755.65,24.03,Near Expiry,bear,1,PE,16200.0,2022-05-26,125.77,159.99,23.4,,,,,,,,,,,
D1 ATM Monthly Buy,2022-05-24,2022-05-25,,,,25,676.47,99.92,576.55,17.48,Near Expiry,bear,1,PE,16150.0,2022-05-26,131.95,159.01,25.6,,,,,,,,,,,
D1 ATM Monthly Buy,2022-05-25,2022-05-26,,,,25,-2392.57,90.12,-2482.69,-103.71,Near Expiry,bear,1,PE,16050.0,2022-05-26,95.75,0.05,25.3,,,,,,,,,,,
D1 ATM Monthly Buy,2022-05-26,2022-05-30,,,,25,-6037.33,107.59,-6144.92,-62.33,Stop Loss 50%,bear,4,PE,16150.0,2022-06-30,394.38,152.88,22.7,,,,,,,,,,,
D1 ATM Monthly Buy,2022-06-13,2022-06-27,,,,25,-4708.21,99.77,-4807.97,-71.64,Near Expiry,bear,14,PE,15750.0,2022-06-30,268.45,80.12,22.4,,,,,,,,,,,
D1 ATM Monthly Buy,2022-06-27,2022-06-28,,,,25,-691.38,96.35,-787.73,-25.18,Near Expiry,bear,1,PE,15850.0,2022-06-30,125.14,97.49,21.0,,,,,,,,,,,
D1 ATM Monthly Buy,2022-06-28,2022-06-29,,,,25,35.98,95.59,-59.6,-2.45,Near Expiry,bear,1,PE,15850.0,2022-06-30,97.49,98.93,21.5,,,,,,,,,,,
D1 ATM Monthly Buy,2022-06-29,2022-06-30,,,,25,-1288.58,90.45,-1379.03,-77.37,Near Expiry,bear,1,PE,15800.0,2022-06-30,71.29,19.75,21.9,,,,,,,,,,,
D1 ATM Monthly Buy,2022-06-30,2022-07-07,,,,25,-5343.61,105.44,-5449.04,-62.04,Stop Loss 50%,bear,7,PE,15800.0,2022-07-28,351.35,137.6,21.8,,,,,,,,,,,
D1 ATM Monthly Buy,2022-09-07,2022-09-12,,,,25,-4168.82,102.69,-4271.51,-59.14,Stop Loss 50%,sideways,5,PE,17600.0,2022-09-29,288.91,122.16,19.4,,,,,,,,,,,
D1 ATM Monthly Buy,2022-09-12,2022-09-16,,,,25,-4502.91,102.69,-4605.6,-61.93,Stop Loss 50%,bull,4,CE,17950.0,2022-09-29,297.49,117.37,17.9,,,,,,,,,,,
D1 ATM Monthly Buy,2022-09-19,2022-09-23,,,,25,-4383.43,99.71,-4483.14,-69.12,Stop Loss 50%,bull,4,CE,17600.0,2022-09-29,259.44,84.1,19.9,,,,,,,,,,,
D1 ATM Monthly Buy,2022-10-17,2022-10-24,,,,25,5356.85,118.72,5238.13,90.2,Near Expiry,bull,7,CE,17300.0,2022-10-27,232.28,446.55,18.4,,,,,,,,,,,
D1 ATM Monthly Buy,2022-10-24,2022-10-25,,,,25,-1389.2,93.27,-1482.47,-55.46,Near Expiry,bull,1,CE,17750.0,2022-10-27,106.92,51.36,17.4,,,,,,,,,,,
D1 ATM Monthly Buy,2022-10-25,2022-10-27,,,,25,-187.36,94.84,-282.2,-11.95,Near Expiry,bull,2,CE,17650.0,2022-10-27,94.44,86.95,16.9,,,,,,,,,,,
D1 ATM Monthly Buy,2022-10-27,2022-11-21,,,,25,1494.69,121.45,1373.23,15.11,Near Expiry,bull,25,CE,17750.0,2022-11-24,363.62,423.41,16.6,,,,,,,,,,,
D1 ATM Monthly Buy,2022-11-21,2022-11-22,,,,25,699.67,97.87,601.8,22.44,Near Expiry,bull,1,CE,18150.0,2022-11-24,107.29,135.28,14.8,,,,,,,,,,,
D1 ATM Monthly Buy,2022-11-23,2022-11-24,,,,25,4242.52,101.97,4140.55,257.18,Near Expiry,bull,1,CE,18250.0,2022-11-24,64.4,234.1,14.0,,,,,,,,,,,
D1 ATM Monthly Buy,2022-11-24,2022-12-15,,,,25,-4504.6,107.93,-4612.53,-51.39,Stop Loss 50%,bull,21,CE,18500.0,2022-12-29,359.03,178.84,13.5,,,,,,,,,,,
D1 ATM Monthly Buy,2023-02-16,2023-02-20,,,,25,-2768.51,92.44,-2860.94,-86.29,Near Expiry,bull,4,CE,18050.0,2023-02-23,132.62,21.88,12.9,,,,,,,,,,,
D1 ATM Monthly Buy,2023-02-20,2023-02-21,,,,25,-570.01,93.49,-663.5,-30.01,Near Expiry,bull,1,CE,17850.0,2023-02-23,88.43,65.63,13.4,,,,,,,,,,,
D1 ATM Monthly Buy,2023-02-21,2023-02-22,,,,25,-1612.01,89.26,-1701.28,-103.69,Near Expiry,bull,1,CE,17850.0,2023-02-23,65.63,1.15,14.0,,,,,,,,,,,
D1 ATM Monthly Buy,2023-04-03,2023-04-24,,,,25,2329.36,114.59,2214.77,33.87,Near Expiry,sideways,21,CE,17400.0,2023-04-27,261.59,354.76,12.6,,,,,,,,,,,
D1 ATM Monthly Buy,2023-06-01,2023-06-26,,,,25,-1568.67,107.49,-1676.16,-24.08,Near Expiry,bull,25,CE,18500.0,2023-06-29,278.47,215.72,11.6,,,,,,,,,,,
D1 ATM Monthly Buy,2023-06-28,2023-06-30,,,,25,4550.2,102.02,4448.18,311.92,Near Expiry,bull,2,CE,18950.0,2023-06-29,57.04,239.05,10.9,,,,,,,,,,,
D1 ATM Monthly Buy,2023-06-30,2023-07-17,,,,25,7226.07,125.79,7100.28,106.26,Target 100%,bull,17,CE,19200.0,2023-07-27,267.29,556.33,10.8,,,,,,,,,,,
D1 ATM Monthly Buy,2023-07-17,2023-07-24,,,,25,-2423.52,96.51,-2520.03,-58.75,Near Expiry,bull,7,CE,19700.0,2023-07-27,171.58,74.64,11.3,,,,,,,,,,,
D1 ATM Monthly Buy,2023-07-24,2023-07-25,,,,25,-503.52,94.64,-598.16,-23.86,Near Expiry,bull,1,CE,19650.0,2023-07-27,100.28,80.14,11.6,,,,,,,,,,,
D1 ATM Monthly Buy,2023-07-25,2023-07-26,,,,25,1056.66,94.08,962.58,71.91,Near Expiry,bull,1,CE,19700.0,2023-07-27,53.54,95.81,10.2,,,,,,,,,,,
D1 ATM Monthly Buy,2023-07-26,2023-07-27,,,,25,-867.24,88.26,-955.51,-110.02,Near Expiry,bull,1,CE,19800.0,2023-07-27,34.74,0.05,10.5,,,,,,,,,,,
D1 ATM Monthly Buy,2023-07-27,2023-08-11,,,,25,-4580.88,104.93,-4685.81,-57.53,Stop Loss 50%,bull,15,CE,19650.0,2023-08-31,325.82,142.58,10.5,,,,,,,,,,,
D1 ATM Monthly Buy,2023-09-05,2023-09-11,,,,25,6858.17,125.05,6733.12,100.47,Target 100%,bull,6,CE,19550.0,2023-09-28,268.06,542.38,10.8,,,,,,,,,,,
D1 ATM Monthly Buy,2023-09-11,2023-09-20,,,,25,-3146.88,99.47,-3246.35,-57.75,Stop Loss 50%,bull,9,CE,20000.0,2023-09-28,224.84,98.96,11.4,,,,,,,,,,,
D1 ATM Monthly Buy,2023-09-20,2023-09-21,,,,25,-2061.95,95.14,-2157.09,-59.05,Stop Loss 50%,bull,1,CE,19900.0,2023-09-28,146.13,63.65,11.1,,,,,,,,,,,
D1 ATM Monthly Buy,2023-09-21,2023-09-25,,,,25,-1927.98,93.77,-2021.75,-63.86,Near Expiry,bull,4,CE,19750.0,2023-09-28,126.63,49.52,10.8,,,,,,,,,,,
D1 ATM Monthly Buy,2023-09-25,2023-09-26,,,,25,-497.6,94.31,-591.91,-24.59,Near Expiry,bull,1,CE,19650.0,2023-09-28,96.27,76.37,10.9,,,,,,,,,,,
D1 ATM Monthly Buy,2023-10-17,2023-10-19,,,,25,-2428.87,95.12,-2523.99,-64.98,Stop Loss 50%,bull,2,CE,19800.0,2023-10-26,155.37,58.22,10.7,,,,,,,,,,,
D1 ATM Monthly Buy,2023-11-13,2023-11-28,,,,25,5813.91,118.2,5695.71,106.26,Near Expiry,bull,15,CE,19450.0,2023-11-30,214.4,446.96,11.2,,,,,,,,,,,
D1 ATM Monthly Buy,2023-11-28,2023-11-29,,,,25,3351.28,100.5,3250.79,185.89,Near Expiry,bull,1,CE,19900.0,2023-11-30,69.95,204.0,12.2,,,,,,,,,,,
D1 ATM Monthly Buy,2023-11-29,2023-11-30,,,,25,-506.9,90.64,-597.54,-44.74,Near Expiry,bull,1,CE,20100.0,2023-11-30,53.43,33.15,12.7,,,,,,,,,,,
D1 ATM Monthly Buy,2023-11-30,2023-12-04,,,,25,9084.01,134.81,8949.21,110.02,Target 100%,bull,4,CE,20150.0,2023-12-28,325.35,688.71,12.7,,,,,,,,,,,
D1 ATM Monthly Buy,2023-12-04,2023-12-15,,,,25,12620.71,141.54,12479.17,159.19,Target 100%,bull,11,CE,20700.0,2023-12-28,313.56,818.39,13.0,,,,,,,,,,,
D1 ATM Monthly Buy,2023-12-15,2023-12-20,,,,25,-4081.71,98.81,-4180.53,-69.35,Stop Loss 50%,bull,5,CE,21450.0,2023-12-28,241.14,77.87,13.1,,,,,,,,,,,
D1 ATM Monthly Buy,2023-12-20,2023-12-26,,,,25,2842.32,110.11,2732.21,55.79,Near Expiry,bull,6,CE,21150.0,2023-12-28,195.91,309.6,14.4,,,,,,,,,,,
D1 ATM Monthly Buy,2023-12-26,2023-12-27,,,,25,3155.16,101.98,3053.17,132.1,Near Expiry,bull,1,CE,21450.0,2023-12-28,92.45,218.65,14.7,,,,,,,,,,,
D1 ATM Monthly Buy,2023-12-27,2023-12-28,,,,25,1349.17,96.52,1252.65,67.05,Near Expiry,bull,1,CE,21650.0,2023-12-28,74.73,128.7,15.6,,,,,,,,,,,
D1 ATM Monthly Buy,2023-12-28,2024-01-08,,,,25,-6335.29,108.16,-6443.45,-63.05,Stop Loss 50%,bull,11,CE,21800.0,2024-01-25,408.8,155.39,15.1,,,,,,,,,,,
D1 ATM Monthly Buy,2024-01-10,2024-01-15,,,,25,7629.72,126.61,7503.1,112.59,Target 100%,bull,5,CE,21600.0,2024-01-25,266.56,571.75,13.0,,,,,,,,,,,
D1 ATM Monthly Buy,2024-01-15,2024-01-17,,,,25,-4521.61,96.04,-4617.65,-83.97,Stop Loss 50%,bull,2,CE,22100.0,2024-01-25,219.97,39.1,13.8,,,,,,,,,,,
D1 ATM Monthly Buy,2024-02-09,2024-02-26,,,,25,283.62,117.19,166.42,1.93,Near Expiry,bull,17,CE,21800.0,2024-02-29,344.74,356.09,15.4,,,,,,,,,,,
D1 ATM Monthly Buy,2024-02-26,2024-02-27,,,,25,555.17,100.55,454.63,12.77,Near Expiry,bull,1,CE,22100.0,2024-02-29,142.38,164.59,15.6,,,,,,,,,,,
D1 ATM Monthly Buy,2024-02-27,2024-02-28,,,,25,-2440.82,90.91,-2531.73,-95.3,Near Expiry,bull,1,CE,22200.0,2024-02-29,106.26,8.63,15.7,,,,,,,,,,,
D1 ATM Monthly Buy,2024-02-28,2024-02-29,,,,25,-1114.99,91.35,-1206.35,-62.34,Near Expiry,bull,1,CE,21950.0,2024-02-29,77.4,32.8,16.3,,,,,,,,,,,
D1 ATM Monthly Buy,2024-02-29,2024-03-19,,,,25,-7414.58,107.2,-7521.78,-70.75,Stop Loss 50%,bull,19,CE,22000.0,2024-03-28,425.28,128.69,15.6,,,,,,,,,,,
D1 ATM Monthly Buy,2024-04-04,2024-04-15,,,,25,-4707.52,101.92,-4809.44,-65.5,Stop Loss 50%,bull,11,CE,22500.0,2024-04-25,293.71,105.41,11.2,,,,,,,,,,,
D1 ATM Monthly Buy,2024-04-15,2024-04-18,,,,25,-3621.15,97.66,-3718.81,-68.91,Stop Loss 50%,bull,3,CE,22250.0,2024-04-25,215.86,71.01,12.5,,,,,,,,,,,
D1 ATM Monthly Buy,2024-05-08,2024-05-27,,,,25,6117.05,136.28,5980.77,57.11,Near Expiry,bull,19,CE,22300.0,2024-05-30,418.88,663.56,17.1,,,,,,,,,,,
D1 ATM Monthly Buy,2024-05-27,2024-05-28,,,,25,-1285.17,100.55,-1385.72,-29.22,Near Expiry,bull,1,CE,22950.0,2024-05-30,189.73,138.32,23.2,,,,,,,,,,,
D1 ATM Monthly Buy,2024-05-28,2024-05-29,,,,25,-2946.01,94.53,-3040.54,-75.2,Near Expiry,bull,1,CE,22900.0,2024-05-30,161.74,43.9,24.2,,,,,,,,,,,
D1 ATM Monthly Buy,2024-05-29,2024-05-30,,,,25,-2974.77,90.83,-3065.6,-103.01,Near Expiry,bull,1,CE,22700.0,2024-05-30,119.04,0.05,24.2,,,,,,,,,,,
D1 ATM Monthly Buy,2024-05-30,2024-06-24,,,,25,9971.68,164.5,9807.19,60.26,Near Expiry,bull,25,CE,22500.0,2024-06-27,651.01,1049.88,24.2,,,,,,,,,,,
D1 ATM Monthly Buy,2024-06-25,2024-06-26,,,,25,1803.51,101.01,1702.5,58.83,Near Expiry,bull,1,CE,23700.0,2024-06-27,115.75,187.89,14.3,,,,,,,,,,,
D1 ATM Monthly Buy,2024-06-26,2024-06-27,,,,25,2809.48,100.35,2709.13,131.96,Near Expiry,bull,1,CE,23850.0,2024-06-27,82.12,194.5,14.1,,,,,,,,,,,
D1 ATM Monthly Buy,2024-06-27,2024-07-22,,,,25,1250.08,126.99,1123.1,10.33,Near Expiry,bull,25,CE,24050.0,2024-07-25,434.84,484.84,14.1,,,,,,,,,,,
D1 ATM Monthly Buy,2024-07-22,2024-07-23,,,,25,-1551.36,96.44,-1647.79,-44.46,Near Expiry,bull,1,CE,24500.0,2024-07-25,148.26,86.21,15.4,,,,,,,,,,,
D1 ATM Monthly Buy,2024-07-23,2024-07-24,,,,25,-1462.49,91.34,-1553.83,-72.1,Near Expiry,bull,1,CE,24500.0,2024-07-25,86.21,27.71,12.8,,,,,,,,,,,
D1 ATM Monthly Buy,2024-07-24,2024-07-25,,,,25,-1579.37,89.65,-1669.01,-96.37,Near Expiry,bull,1,CE,24400.0,2024-07-25,69.27,6.1,11.8,,,,,,,,,,,
D1 ATM Monthly Buy,2024-07-26,2024-08-06,,,,25,-6635.37,110.23,-6745.59,-61.22,Stop Loss 50%,bull,11,CE,24850.0,2024-08-29,440.74,175.32,12.2,,,,,,,,,,,
D1 ATM Monthly Buy,2024-08-26,2024-08-27,,,,25,-564.55,97.65,-662.19,-19.32,Near Expiry,bull,1,CE,25000.0,2024-08-29,137.11,114.53,13.8,,,,,,,,,,,
D1 ATM Monthly Buy,2024-08-27,2024-08-28,,,,25,-243.57,96.43,-340.0,-11.87,Near Expiry,bull,1,CE,25000.0,2024-08-29,114.53,104.79,13.6,,,,,,,,,,,
D1 ATM Monthly Buy,2024-08-28,2024-08-29,,,,25,638.16,95.11,543.06,28.42,Near Expiry,bull,1,CE,25050.0,2024-08-29,76.42,101.95,13.9,,,,,,,,,,,
D1 ATM Monthly Buy,2024-08-29,2024-09-11,,,,25,-6200.28,111.89,-6312.17,-56.22,Stop Loss 50%,bull,13,CE,25150.0,2024-09-26,449.13,201.12,13.8,,,,,,,,,,,
D1 ATM Monthly Buy,2024-09-12,2024-09-23,,,,25,6752.37,126.53,6625.84,92.0,Near Expiry,bull,11,CE,25400.0,2024-09-26,288.08,558.17,13.2,,,,,,,,,,,
D1 ATM Monthly Buy,2024-09-23,2024-09-24,,,,25,-710.76,96.79,-807.55,-24.69,Near Expiry,bull,1,CE,25950.0,2024-09-26,130.83,102.39,13.8,,,,,,,,,,,
D1 ATM Monthly Buy,2024-09-24,2024-09-25,,,,25,0.8,95.93,-95.13,-3.72,Near Expiry,bull,1,CE,25950.0,2024-09-26,102.39,102.43,13.4,,,,,,,,,,,
D1 ATM Monthly Buy,2024-09-25,2024-09-26,,,,25,3560.12,101.27,3458.85,187.86,Near Expiry,bull,1,CE,26000.0,2024-09-26,73.65,216.05,12.7,,,,,,,,,,,
D1 ATM Monthly Buy,2024-09-26,2024-10-01,,,,25,-6100.98,115.02,-6216.0,-51.45,Stop Loss 50%,bull,5,CE,26200.0,2024-10-31,483.27,239.23,12.0,,,,,,,,,,,
D1 ATM Monthly Buy,2024-10-01,2024-10-03,,,,25,-5671.08,110.92,-5782.0,-54.54,Stop Loss 50%,bull,2,CE,25800.0,2024-10-31,424.07,197.23,12.0,,,,,,,,,,,
D1 ATM Monthly Buy,2024-12-03,2024-12-17,,,,25,-5537.0,109.78,-5646.79,-55.45,Stop Loss 50%,bull,14,CE,24450.0,2024-12-26,407.31,185.83,14.4,,,,,,,,,,,
D1 ATM Monthly Buy,2024-12-18,2024-12-19,,,,25,-2980.19,99.62,-3079.81,-55.41,Stop Loss 50%,bull,1,CE,24200.0,2024-12-26,222.32,103.11,14.4,,,,,,,,,,,
D1 ATM Monthly Buy,2025-01-17,2025-01-27,,,,25,3647.7,116.26,3531.44,57.12,Near Expiry,bear,10,PE,23200.0,2025-01-30,247.31,393.22,15.8,,,,,,,,,,,
D1 ATM Monthly Buy,2025-01-27,2025-01-28,,,,25,-2004.84,95.94,-2100.78,-54.54,Near Expiry,bear,1,PE,22850.0,2025-01-30,154.09,73.89,18.1,,,,,,,,,,,
D1 ATM Monthly Buy,2025-01-28,2025-01-29,,,,25,-2394.63,91.82,-2486.45,-85.9,Near Expiry,bear,1,PE,22950.0,2025-01-30,115.79,20.0,18.2,,,,,,,,,,,
D1 ATM Monthly Buy,2025-01-29,2025-01-30,,,,25,-2043.13,89.7,-2132.83,-104.33,Near Expiry,bear,1,PE,23150.0,2025-01-30,81.78,0.05,18.6,,,,,,,,,,,
D1 ATM Monthly Buy,2025-02-17,2025-02-24,,,,25,4611.76,115.51,4496.25,84.14,Near Expiry,bear,7,PE,22950.0,2025-02-27,213.74,398.21,15.7,,,,,,,,,,,
D1 ATM Monthly Buy,2025-02-24,2025-02-25,,,,25,-540.77,95.41,-636.17,-23.09,Near Expiry,bear,1,PE,22550.0,2025-02-27,110.21,88.58,14.4,,,,,,,,,,,
D1 ATM Monthly Buy,2025-02-25,2025-02-27,,,,25,-2090.77,90.17,-2180.94,-98.48,Near Expiry,bear,2,PE,22550.0,2025-02-27,88.58,4.95,13.7,,,,,,,,,,,
D1 ATM Monthly Buy,2025-02-27,2025-03-18,,,,25,-5263.97,99.53,-5363.5,-76.64,Stop Loss 50%,bear,19,PE,22550.0,2025-03-27,279.92,69.36,13.3,,,,,,,,,,,
D1 ATM Monthly Buy,2025-04-07,2025-04-08,,,,25,-4952.6,110.09,-5062.69,-51.15,Stop Loss 50%,bear,1,PE,22150.0,2025-04-24,395.88,197.78,22.8,,,,,,,,,,,
D1 ATM Monthly Buy,2025-04-09,2025-04-11,,,,25,-5119.92,106.57,-5226.49,-58.25,Stop Loss 50%,bear,2,PE,22400.0,2025-04-24,358.92,154.13,21.4,,,,,,,,,,,
D1 ATM Monthly Buy,2025-04-11,2025-04-15,,,,25,-6730.74,100.58,-6831.31,-82.83,Stop Loss 50%,bear,4,PE,22850.0,2025-04-24,329.92,60.69,20.1,,,,,,,,,,,
D1 ATM Monthly Buy,2025-06-09,2025-06-13,,,,25,-5208.55,106.31,-5314.86,-59.37,Stop Loss 50%,bull,4,CE,25100.0,2025-06-26,358.09,149.75,14.7,,,,,,,,,,,
D1 ATM Monthly Buy,2025-06-20,2025-06-23,,,,25,-2944.12,97.43,-3041.55,-62.15,Near Expiry,bull,3,CE,25100.0,2025-06-26,195.75,77.98,13.7,,,,,,,,,,,
D1 ATM Monthly Buy,2025-06-23,2025-06-24,,,,25,384.97,100.41,284.56,7.84,Near Expiry,bull,1,CE,24950.0,2025-06-26,145.2,160.6,14.1,,,,,,,,,,,
D1 ATM Monthly Buy,2025-06-24,2025-06-25,,,,25,2672.79,101.79,2571.01,100.32,Near Expiry,bull,1,CE,25050.0,2025-06-26,102.52,209.43,13.6,,,,,,,,,,,
D1 ATM Monthly Buy,2025-06-25,2025-06-26,,,,25,5776.42,105.63,5670.78,333.85,Near Expiry,bull,1,CE,25250.0,2025-06-26,67.94,299.0,13.0,,,,,,,,,,,
D1 ATM Monthly Buy,2025-06-26,2025-07-10,,,,75,-18241.23,140.7,-18381.93,-51.06,Stop Loss 50%,bull,14,CE,25550.0,2025-07-31,479.99,236.77,12.6,,,,,,,,,,,
D1 ATM Monthly Buy,2025-07-10,2025-07-17,,,,75,-14307.48,141.59,-14449.07,-57.45,Stop Loss 50%,bull,7,CE,25350.0,2025-07-31,335.32,144.56,11.7,,,,,,,,,,,
D1 ATM Monthly Buy,2025-08-18,2025-08-25,,,,75,-4648.71,131.58,-4780.29,-29.86,Near Expiry,bull,7,CE,24900.0,2025-08-28,213.42,151.44,12.3,,,,,,,,,,,
D1 ATM Monthly Buy,2025-08-25,2025-08-26,,,,75,-7838.55,101.33,-7939.87,-86.5,Near Expiry,bull,1,CE,24950.0,2025-08-28,122.39,17.88,11.8,,,,,,,,,,,
D1 ATM Monthly Buy,2025-09-01,2025-09-17,,,,75,29538.19,235.15,29303.04,119.91,Target 100%,bull,16,CE,24650.0,2025-09-25,325.82,719.67,11.3,,,,,,,,,,,
D1 ATM Monthly Buy,2025-09-17,2025-09-22,,,,75,-8826.4,109.19,-8935.58,-73.72,Near Expiry,bull,5,CE,25350.0,2025-09-25,161.6,43.92,10.2,,,,,,,,,,,
D1 ATM Monthly Buy,2025-09-22,2025-09-23,,,,75,-2669.22,108.03,-2777.24,-35.49,Near Expiry,bull,1,CE,25200.0,2025-09-25,104.34,68.75,10.6,,,,,,,,,,,
D1 ATM Monthly Buy,2025-09-23,2025-09-24,,,,75,-5416.27,99.37,-5515.65,-78.23,Near Expiry,bull,1,CE,25150.0,2025-09-25,94.01,21.79,10.6,,,,,,,,,,,
D1 ATM Monthly Buy,2025-09-24,2025-09-25,,,,75,-4563.6,92.78,-4656.38,-101.95,Near Expiry,bull,1,CE,25050.0,2025-09-25,60.9,0.05,10.5,,,,,,,,,,,
D1 ATM Monthly Buy,2025-09-25,2025-10-17,,,,75,35482.37,269.26,35213.11,114.97,Target 100%,bull,22,CE,24900.0,2025-10-30,408.37,881.46,10.8,,,,,,,,,,,
D1 ATM Monthly Buy,2025-10-17,2025-10-27,,,,75,3107.59,160.76,2946.84,15.05,Near Expiry,bull,10,CE,25700.0,2025-10-30,261.15,302.58,11.6,,,,,,,,,,,
D1 ATM Monthly Buy,2025-10-27,2025-10-28,,,,75,-2822.85,113.46,-2936.31,-30.85,Near Expiry,bull,1,CE,25950.0,2025-10-30,126.91,89.27,11.9,,,,,,,,,,,
