strategy,instrument,entry_date,exit_date,entry_price,exit_price,shares,gross_pnl,costs,pnl,pnl_pct,cost_stt,cost_txn,cost_dp,cost_stamp,cost_gst,reason,regime,duration
BB Squeeze Breakout,Titan,2019-03-12,2019-04-09,1061.42,1072.17,273,2934.38,662.27,2272.11,0.78,582.47,17.3,15.34,43.47,3.1139,Signal,bull,28
BB Squeeze Breakout,Titan,2019-04-24,2019-05-06,1122.68,1065.74,260,-14802.8,648.62,-15451.42,-5.29,568.99,16.9,15.34,43.78,3.0418,StopLoss,bull,12
BB Squeeze Breakout,Titan,2019-05-16,2019-07-04,1159.12,1259.37,239,23958.98,655.75,23303.23,8.41,578.02,17.17,15.34,41.55,3.0901,Signal,bull,49
BB Squeeze Breakout,Titan,2019-08-27,2019-09-03,1102.8,1046.87,271,-15155.86,663.73,-15819.59,-5.29,582.56,17.3,15.34,44.83,3.1144,StopLoss,bull,7
BB Squeeze Breakout,Titan,2019-09-16,2019-10-23,1127.19,1329.42,252,50961.59,699.33,50262.26,17.69,619.06,18.39,15.34,42.61,3.3095,TakeProfit,bull,37
BB Squeeze Breakout,Titan,2019-10-23,2019-11-05,1323.56,1256.44,251,-16847.44,736.1,-17583.54,-5.29,647.58,19.23,15.34,49.83,3.462,StopLoss,bull,13
BB Squeeze Breakout,Titan,2019-12-05,2019-12-16,1162.22,1142.82,271,-5256.73,709.77,-5966.5,-1.89,624.67,18.55,15.34,47.24,3.3395,Signal,bull,11
BB Squeeze Breakout,Titan,2019-12-20,2020-01-01,1179.54,1132.14,262,-12420.33,689.19,-13109.52,-4.24,605.66,17.99,15.34,46.36,3.2379,Signal,bull,12
BB Squeeze Breakout,Titan,2020-01-24,2020-02-03,1205.01,1143.9,247,-15093.96,661.08,-15755.04,-5.29,580.18,17.23,15.34,44.65,3.1017,StopLoss,sideways,10
BB Squeeze Breakout,Titan,2020-02-04,2020-02-25,1252.07,1235.43,225,-3744.96,637.46,-4382.42,-1.56,559.69,16.62,15.34,42.26,2.9921,Signal,bull,21
BB Squeeze Breakout,Titan,2020-06-01,2020-06-12,941.06,893.34,296,-14126.22,619.68,-14745.9,-5.29,542.98,16.13,15.34,41.78,2.9028,StopLoss,bear,11
BB Squeeze Breakout,Titan,2020-07-06,2020-07-10,995.34,944.86,265,-13376.13,587.59,-13963.72,-5.29,514.15,15.27,15.34,39.56,2.7487,StopLoss,bear,4
BB Squeeze Breakout,Titan,2020-07-22,2020-08-31,1038.03,1083.1,242,10908.69,584.84,10323.85,4.11,513.31,15.25,15.34,37.68,2.7442,Signal,sideways,40
BB Squeeze Breakout,Titan,2020-10-07,2020-10-26,1235.41,1196.29,211,-8255.61,586.02,-8841.63,-3.39,513.09,15.24,15.34,39.1,2.743,Signal,bull,19
BB Squeeze Breakout,Titan,2020-11-09,2020-12-17,1266.0,1493.13,199,45199.54,621.99,44577.55,17.69,549.07,16.31,15.34,37.79,2.9353,TakeProfit,bull,38
BB Squeeze Breakout,Titan,2021-03-30,2021-04-19,1529.19,1494.69,192,-6623.78,660.89,-7284.67,-2.48,580.59,17.24,15.34,44.04,3.1038,Signal,bull,20
BB Squeeze Breakout,Titan,2021-06-03,2021-07-07,1666.13,1699.95,172,5816.18,658.16,5158.02,1.8,578.97,17.2,15.34,42.99,3.0951,Signal,bull,34
BB Squeeze Breakout,Titan,2021-08-02,2021-08-26,1749.48,1790.94,167,6924.23,671.73,6252.5,2.14,591.25,17.56,15.34,43.82,3.1608,Signal,bull,24
BB Squeeze Breakout,Titan,2021-08-31,2021-10-07,1897.66,2238.12,157,53452.02,732.75,52719.27,17.7,649.32,19.28,15.34,44.69,3.4712,TakeProfit,bull,37
BB Squeeze Breakout,Titan,2021-10-07,2021-10-29,2345.75,2351.5,148,850.24,787.67,62.57,0.02,695.19,20.65,15.34,52.08,3.7165,Signal,bull,22
BB Squeeze Breakout,Titan,2021-12-31,2022-01-21,2490.97,2494.15,140,445.58,790.73,-345.15,-0.1,697.92,20.73,15.34,52.31,3.7311,Signal,bull,21
BB Squeeze Breakout,Titan,2022-02-28,2022-03-04,2514.82,2408.18,138,-14716.92,771.26,-15488.18,-4.46,679.37,20.18,15.34,52.06,3.6319,Signal,bull,4
BB Squeeze Breakout,Titan,2022-03-17,2022-03-25,2669.32,2533.95,125,-16920.99,739.24,-17660.23,-5.29,650.41,19.32,15.34,50.05,3.4771,StopLoss,bull,8
BB Squeeze Breakout,Titan,2022-08-30,2022-09-27,2581.3,2574.46,122,-834.16,714.25,-1548.41,-0.49,629.0,18.68,15.34,47.24,3.3626,Signal,bull,28
BB Squeeze Breakout,Titan,2022-10-31,2022-11-10,2736.74,2614.7,115,-14034.12,700.15,-14734.27,-4.68,615.42,18.28,15.34,47.21,3.29,Signal,bull,10
BB Squeeze Breakout,Titan,2023-02-13,2023-02-22,2496.46,2407.34,120,-10694.88,669.94,-11364.82,-3.79,588.46,17.48,15.34,44.94,3.1459,Signal,bull,9
BB Squeeze Breakout,Titan,2023-03-21,2023-05-23,2491.51,2656.73,116,19165.89,677.41,18488.48,6.4,597.2,17.74,15.34,43.35,3.1926,Signal,sideways,63
BB Squeeze Breakout,Titan,2023-06-02,2023-07-18,2835.99,2976.23,108,15145.35,711.63,14433.72,4.71,627.72,18.64,15.34,45.94,3.3558,Signal,bull,46
BB Squeeze Breakout,Titan,2023-08-17,2023-09-28,3054.07,3135.94,105,8596.41,736.82,7859.59,2.45,649.95,19.3,15.34,48.1,3.4746,Signal,bull,42
BB Squeeze Breakout,Titan,2023-12-28,2024-01-30,3693.72,3710.54,89,1496.88,747.38,749.5,0.23,658.98,19.57,15.34,49.31,3.5229,Signal,bull,33
BB Squeeze Breakout,Titan,2024-03-01,2024-03-13,3744.23,3601.23,88,-12583.66,734.46,-13318.12,-4.04,646.4,19.2,15.34,49.42,3.4557,Signal,bull,12
BB Squeeze Breakout,Titan,2024-06-18,2024-06-21,3568.34,3387.38,89,-16105.41,704.35,-16809.76,-5.29,619.06,18.39,15.34,47.64,3.3095,StopLoss,bear,3
BB Squeeze Breakout,Titan,2024-08-21,2024-10-03,3551.49,3662.09,85,9400.98,695.88,8705.1,2.88,613.15,18.21,15.34,45.28,3.2779,Signal,sideways,43
BB Squeeze Breakout,Titan,2024-12-05,2024-12-19,3432.44,3345.1,90,-7860.24,693.64,-8553.88,-2.77,609.98,18.12,15.34,46.34,3.2609,Signal,bear,14
BB Squeeze Breakout,Titan,2025-02-01,2025-02-10,3543.11,3363.43,85,-15272.81,668.73,-15941.54,-5.29,587.06,17.44,15.34,45.17,3.1384,StopLoss,sideways,9
BB Squeeze Breakout,Titan,2025-04-15,2025-06-02,3265.21,3513.16,87,21572.02,668.93,20903.09,7.36,589.72,17.51,15.34,42.61,3.1526,Signal,sideways,48
BB Squeeze Breakout,Titan,2025-06-25,2025-07-08,3643.06,3458.31,84,-15518.9,679.26,-16198.16,-5.29,596.52,17.72,15.34,45.9,3.189,StopLoss,bull,13
BB Squeeze Breakout,Titan,2025-08-18,2025-09-11,3556.58,3582.41,81,2092.26,657.65,1434.61,0.5,578.26,17.17,15.34,43.21,3.0914,Signal,bull,24
BB Squeeze Breakout,Titan,2025-10-16,2025-12-03,3642.12,3815.89,80,13901.68,677.19,13224.49,4.54,596.64,17.72,15.34,43.71,3.1896,Signal,bull,48
BB Squeeze Breakout,Titan,2025-12-26,2026-01-20,3994.0,4073.46,76,6039.44,696.1,5343.34,1.76,613.13,18.21,15.34,45.53,3.2778,Signal,bull,25
BB Squeeze Breakout,UPL,2005-09-27,2005-10-07,58.94,55.95,1611,-4815.43,221.35,-5036.78,-5.3,185.1,5.5,15.34,14.24,0.9895,StopLoss,bull,10
BB Squeeze Breakout,UPL,2005-11-07,2005-11-22,58.93,56.78,1530,-3282.31,212.28,-3494.59,-3.88,177.04,5.26,15.34,13.52,0.9464,Signal,bull,15
BB Squeeze Breakout,UPL,2005-12-13,2005-12-14,61.88,58.74,1404,-4405.65,203.82,-4609.47,-5.31,169.34,5.03,15.34,13.03,0.9053,StopLoss,bull,1
BB Squeeze Breakout,UPL,2005-12-14,2006-01-25,63.31,74.67,1303,14800.06,213.98,14586.08,17.68,179.79,5.34,15.34,12.37,0.9611,TakeProfit,bull,42
BB Squeeze Breakout,UPL,2006-01-25,2006-01-27,78.65,74.66,1225,-4886.14,224.38,-5110.52,-5.3,187.81,5.58,15.34,14.45,1.0041,StopLoss,bull,2
BB Squeeze Breakout,UPL,2006-02-02,2006-02-08,78.5,74.52,1165,-4637.95,213.76,-4851.71,-5.3,178.27,5.29,15.34,13.72,0.9531,StopLoss,bull,6
BB Squeeze Breakout,UPL,2006-05-04,2006-05-15,76.97,73.88,1129,-3489.33,204.83,-3694.16,-4.25,170.32,5.06,15.34,13.04,0.9105,Signal,bull,11
BB Squeeze Breakout,UPL,2006-08-30,2006-09-11,65.55,63.2,1272,-2985.5,197.52,-3183.02,-3.82,163.77,4.86,15.34,12.51,0.8755,Signal,bear,12
BB Squeeze Breakout,UPL,2006-09-27,2006-10-26,66.33,78.24,1211,14412.27,208.78,14203.49,17.68,175.08,5.2,15.34,12.05,0.936,TakeProfit,sideways,29
BB Squeeze Breakout,UPL,2006-10-26,2006-11-10,79.04,76.99,1187,-2434.08,221.3,-2655.38,-2.83,185.21,5.5,15.34,14.07,0.9901,Signal,sideways,15
BB Squeeze Breakout,UPL,2006-11-24,2006-11-28,90.29,85.71,1011,-4629.31,213.39,-4842.7,-5.31,177.94,5.28,15.34,13.69,0.9513,StopLoss,bull,4
BB Squeeze Breakout,UPL,2007-01-15,2007-02-12,86.66,82.27,1000,-4394.75,203.35,-4598.1,-5.31,168.93,5.02,15.34,13.0,0.9031,StopLoss,bull,28
BB Squeeze Breakout,UPL,2007-06-15,2007-06-18,86.3,81.93,954,-4175.37,193.97,-4369.34,-5.31,160.49,4.77,15.34,12.35,0.858,StopLoss,bull,3
BB Squeeze Breakout,UPL,2007-07-24,2007-07-27,88.75,84.25,881,-3965.27,184.98,-4150.25,-5.31,152.42,4.53,15.34,11.73,0.8148,StopLoss,sideways,3
BB Squeeze Breakout,UPL,2007-08-02,2007-08-06,91.64,86.99,810,-3764.37,176.38,-3940.75,-5.31,144.69,4.3,15.34,11.13,0.7735,StopLoss,sideways,4
BB Squeeze Breakout,UPL,2007-08-06,2007-08-10,93.07,88.35,757,-3572.98,168.2,-3741.18,-5.31,137.34,4.08,15.34,10.57,0.7342,StopLoss,sideways,4
BB Squeeze Breakout,UPL,2007-09-12,2007-10-05,98.18,99.33,682,785.94,164.94,621.0,0.93,134.7,4.0,15.34,10.04,0.7201,Signal,bull,23
BB Squeeze Breakout,UPL,2007-12-12,2007-12-26,99.81,94.75,677,-3426.8,161.94,-3588.74,-5.31,131.72,3.91,15.34,10.14,0.7042,StopLoss,bull,14
BB Squeeze Breakout,UPL,2008-01-02,2008-01-18,103.05,100.1,622,-1833.4,155.86,-1989.26,-3.1,126.35,3.75,15.34,9.61,0.6755,Signal,bull,16
BB Squeeze Breakout,UPL,2008-04-17,2008-04-24,89.85,85.3,693,-3157.78,150.43,-3308.21,-5.31,121.38,3.6,15.34,9.34,0.6489,StopLoss,bear,7
BB Squeeze Breakout,UPL,2008-05-08,2008-05-27,96.21,91.33,614,-2995.69,143.5,-3139.19,-5.31,115.15,3.42,15.34,8.86,0.6156,StopLoss,sideways,19
BB Squeeze Breakout,UPL,2008-07-23,2008-08-05,85.42,100.75,657,10069.1,150.48,9918.62,17.67,122.32,3.63,15.34,8.42,0.6539,TakeProfit,bear,13
BB Squeeze Breakout,UPL,2008-12-16,2008-12-22,54.87,64.71,1195,11763.22,173.22,11590.0,17.68,142.9,4.24,15.34,9.83,0.7639,TakeProfit,bear,6
BB Squeeze Breakout,UPL,2009-04-13,2009-04-27,63.33,74.7,1209,13737.5,199.72,13537.78,17.68,166.88,4.96,15.34,11.49,0.8921,TakeProfit,sideways,14
BB Squeeze Breakout,UPL,2009-05-18,2009-05-19,80.16,76.09,1115,-4532.39,209.24,-4741.63,-5.31,174.22,5.17,15.34,13.41,0.9314,StopLoss,sideways,1
BB Squeeze Breakout,UPL,2009-05-19,2009-05-21,84.03,79.77,1010,-4303.98,199.47,-4503.45,-5.31,165.44,4.91,15.34,12.73,0.8844,StopLoss,sideways,2
BB Squeeze Breakout,UPL,2009-05-22,2009-05-26,90.89,86.28,887,-4088.49,190.25,-4278.74,-5.31,157.15,4.67,15.34,12.09,0.8401,StopLoss,sideways,4
BB Squeeze Breakout,UPL,2009-07-24,2009-08-10,89.09,84.58,859,-3881.08,181.38,-4062.46,-5.31,149.18,4.43,15.34,11.48,0.7975,StopLoss,bull,17
BB Squeeze Breakout,UPL,2009-10-07,2009-10-08,98.22,93.24,740,-3685.85,173.03,-3858.88,-5.31,141.68,4.21,15.34,10.9,0.7574,StopLoss,bull,1
BB Squeeze Breakout,UPL,2009-11-25,2009-11-27,86.64,82.24,797,-3501.6,165.14,-3666.74,-5.31,134.59,4.0,15.34,10.36,0.7195,StopLoss,bull,2
BB Squeeze Breakout,UPL,2009-12-01,2010-01-12,88.23,94.19,743,4430.05,165.59,4264.46,6.51,135.53,4.03,15.34,9.83,0.7246,Signal,bull,42
BB Squeeze Breakout,UPL,2010-03-05,2010-03-15,91.6,86.96,760,-3530.52,166.38,-3696.9,-5.31,135.71,4.03,15.34,10.44,0.7255,StopLoss,bull,10
BB Squeeze Breakout,UPL,2010-04-30,2010-05-19,95.01,90.19,696,-3353.4,158.8,-3512.2,-5.31,128.9,3.83,15.34,9.92,0.6891,StopLoss,sideways,19
BB Squeeze Breakout,UPL,2010-05-31,2010-06-01,101.68,96.52,617,-3181.5,151.45,-3332.95,-5.31,122.29,3.63,15.34,9.41,0.6538,StopLoss,sideways,1
BB Squeeze Breakout,UPL,2010-06-04,2010-06-08,104.53,99.23,570,-3021.44,144.6,-3166.04,-5.31,116.14,3.45,15.34,8.94,0.6209,StopLoss,bull,4
BB Squeeze Breakout,UPL,2010-07-27,2010-08-26,104.0,105.19,544,647.59,141.72,505.87,0.89,113.79,3.38,15.34,8.49,0.6083,Signal,bull,30
BB Squeeze Breakout,UPL,2010-10-14,2010-10-18,110.9,105.28,514,-2890.77,139.01,-3029.78,-5.32,111.12,3.3,15.34,8.55,0.594,StopLoss,bull,4
BB Squeeze Breakout,UPL,2010-10-21,2010-10-29,115.52,109.67,469,-2747.65,132.89,-2880.54,-5.32,105.61,3.14,15.34,8.13,0.5646,StopLoss,bull,8
BB Squeeze Breakout,UPL,2011-03-30,2011-04-29,85.56,85.22,601,-203.73,129.39,-333.12,-0.65,102.64,3.05,15.34,7.71,0.5487,Signal,bear,30
BB Squeeze Breakout,UPL,2011-05-13,2011-05-24,95.17,90.34,537,-2591.75,126.22,-2717.97,-5.32,99.62,2.96,15.34,7.67,0.5326,StopLoss,bear,11
BB Squeeze Breakout,UPL,2011-07-27,2011-08-04,93.18,88.45,521,-2461.81,120.66,-2582.47,-5.32,94.63,2.81,15.34,7.28,0.5059,StopLoss,sideways,8
BB Squeeze Breakout,UPL,2012-01-10,2012-01-13,82.93,78.72,556,-2338.32,115.38,-2453.7,-5.32,89.88,2.67,15.34,6.92,0.4805,StopLoss,bear,3
BB Squeeze Breakout,UPL,2012-02-14,2012-02-22,90.01,85.44,486,-2218.36,110.24,-2328.6,-5.32,85.27,2.53,15.34,6.56,0.4558,StopLoss,sideways,8
BB Squeeze Breakout,UPL,2012-06-26,2012-07-23,68.4,70.84,608,1482.24,109.28,1372.96,3.3,84.66,2.51,15.34,6.24,0.4526,Signal,bear,27
BB Squeeze Breakout,UPL,2012-12-03,2012-12-27,72.86,71.74,588,-657.6,109.85,-767.45,-1.79,85.02,2.53,15.34,6.43,0.4545,Signal,sideways,24
BB Squeeze Breakout,UPL,2012-12-31,2013-01-24,75.7,76.96,556,700.73,109.6,591.13,1.4,84.88,2.52,15.34,6.31,0.4538,Signal,bull,24
BB Squeeze Breakout,UPL,2013-04-17,2013-05-08,73.32,86.47,582,7655.87,118.09,7537.78,17.66,93.0,2.76,15.34,6.4,0.4972,TakeProfit,sideways,21
BB Squeeze Breakout,UPL,2013-06-05,2013-06-07,96.23,91.35,518,-2527.86,123.49,-2651.35,-5.32,97.17,2.89,15.34,7.48,0.5194,StopLoss,bull,2
BB Squeeze Breakout,UPL,2013-07-19,2013-07-24,87.16,82.74,543,-2400.06,118.02,-2518.08,-5.32,92.25,2.74,15.34,7.1,0.4932,StopLoss,bull,5
BB Squeeze Breakout,UPL,2013-10-04,2013-11-20,90.98,95.88,494,2424.24,117.72,2306.52,5.13,92.31,2.74,15.34,6.74,0.4935,Signal,bull,47
BB Squeeze Breakout,UPL,2013-12-09,2014-01-10,103.23,121.76,456,8445.66,128.69,8316.97,17.67,102.59,3.05,15.34,7.06,0.5485,TakeProfit,bull,32
BB Squeeze Breakout,UPL,2014-04-03,2014-04-28,118.9,140.23,463,9876.24,147.89,9728.35,17.67,119.97,3.56,15.34,8.26,0.6414,TakeProfit,bull,25
BB Squeeze Breakout,UPL,2014-04-28,2014-06-11,163.78,179.05,392,5987.75,164.2,5823.55,9.07,134.39,3.99,15.34,9.63,0.7184,Signal,bull,44
BB Squeeze Breakout,UPL,2014-06-30,2014-07-08,202.17,191.92,345,-3537.21,166.67,-3703.88,-5.31,135.96,4.04,15.34,10.46,0.7269,StopLoss,bull,8
BB Squeeze Breakout,UPL,2014-09-03,2014-09-16,205.37,204.8,322,-181.69,162.1,-343.79,-0.52,132.08,3.92,15.34,9.92,0.7061,Signal,bull,13
BB Squeeze Breakout,UPL,2014-11-13,2014-11-25,214.59,203.71,307,-3340.95,158.27,-3499.22,-5.31,128.42,3.81,15.34,9.88,0.6865,StopLoss,bull,12
BB Squeeze Breakout,UPL,2015-01-14,2015-02-04,214.56,253.06,292,11240.51,166.21,11074.3,17.68,136.55,4.06,15.34,9.4,0.73,TakeProfit,bull,21
BB Squeeze Breakout,UPL,2015-02-04,2015-02-25,257.33,244.28,284,-3706.2,173.9,-3880.1,-5.31,142.46,4.23,15.34,10.96,0.7616,StopLoss,bull,21
BB Squeeze Breakout,UPL,2015-04-06,2015-04-17,269.73,256.05,257,-3515.45,165.74,-3681.19,-5.31,135.13,4.01,15.34,10.4,0.7224,StopLoss,bull,11
BB Squeeze Breakout,UPL,2015-05-26,2015-05-27,338.59,321.42,194,-3331.1,157.85,-3488.95,-5.31,128.04,3.8,15.34,9.85,0.6845,StopLoss,bull,1
BB Squeeze Breakout,UPL,2015-08-04,2015-08-12,339.01,327.74,184,-2073.6,151.8,-2225.4,-3.57,122.68,3.64,15.34,9.36,0.6559,Signal,bull,8
BB Squeeze Breakout,UPL,2016-03-03,2016-04-13,256.77,302.83,235,10825.58,160.64,10664.94,17.67,131.51,3.91,15.34,9.05,0.703,TakeProfit,bear,41
BB Squeeze Breakout,UPL,2016-04-13,2016-05-02,304.55,359.19,232,12676.41,185.48,12490.93,17.68,153.99,4.57,15.34,10.6,0.8232,TakeProfit,sideways,19
BB Squeeze Breakout,UPL,2016-05-02,2016-05-18,359.62,341.39,229,-4176.36,194.01,-4370.37,-5.31,160.53,4.77,15.34,12.35,0.8582,StopLoss,bull,16
BB Squeeze Breakout,UPL,2016-07-22,2016-09-01,356.01,381.87,220,5688.6,195.27,5493.33,7.01,162.33,4.82,15.34,11.75,0.8678,Signal,bull,41
BB Squeeze Breakout,UPL,2016-09-14,2016-09-29,424.4,402.88,197,-4239.91,196.73,-4436.64,-5.31,162.97,4.84,15.34,12.54,0.8713,StopLoss,bull,15
BB Squeeze Breakout,UPL,2016-10-19,2016-10-28,432.9,410.95,183,-4017.51,187.21,-4204.72,-5.31,154.43,4.59,15.34,11.88,0.8256,StopLoss,bull,9
BB Squeeze Breakout,UPL,2016-12-08,2016-12-14,426.75,405.11,176,-3808.89,178.29,-3987.18,-5.31,146.41,4.35,15.34,11.27,0.7827,StopLoss,bull,6
BB Squeeze Breakout,UPL,2017-01-17,2017-02-10,447.71,442.64,160,-812.01,173.68,-985.69,-1.38,142.46,4.23,15.34,10.75,0.7616,Signal,bull,24
BB Squeeze Breakout,UPL,2017-04-18,2017-05-19,464.08,481.91,152,2710.71,174.89,2535.82,3.59,143.79,4.27,15.34,10.58,0.7687,Signal,bull,31
BB Squeeze Breakout,UPL,2017-06-01,2017-06-23,534.51,511.82,136,-3085.59,173.67,-3259.26,-4.48,142.3,4.23,15.34,10.9,0.7607,Signal,bull,22
BB Squeeze Breakout,UPL,2017-07-25,2017-08-08,542.92,529.8,128,-1679.69,168.02,-1847.71,-2.66,137.31,4.08,15.34,10.42,0.7341,Signal,bull,14
BB Squeeze Breakout,UPL,2017-10-27,2017-10-31,510.64,490.5,133,-2679.6,163.48,-2843.08,-4.19,133.15,3.95,15.34,10.19,0.7118,Signal,bull,4
BB Squeeze Breakout,UPL,2017-12-28,2018-01-25,468.87,471.87,139,416.8,160.59,256.21,0.39,130.76,3.88,15.34,9.78,0.6991,Signal,bear,28
BB Squeeze Breakout,UPL,2018-03-27,2018-04-24,452.59,456.99,145,637.35,161.83,475.52,0.72,131.89,3.92,15.34,9.84,0.7051,Signal,bear,28
BB Squeeze Breakout,UPL,2018-08-29,2018-09-19,422.71,429.93,156,1125.68,163.04,962.64,1.46,133.01,3.95,15.34,9.89,0.7111,Signal,sideways,21
BB Squeeze Breakout,UPL,2018-10-31,2018-12-03,419.2,454.95,160,5720.79,170.31,5550.48,8.28,139.86,4.15,15.34,10.06,0.7477,Signal,sideways,33
BB Squeeze Breakout,UPL,2019-01-11,2019-01-23,487.02,473.74,148,-1965.38,173.47,-2138.85,-2.97,142.19,4.22,15.34,10.81,0.7602,Signal,bull,12
BB Squeeze Breakout,UPL,2019-02-05,2019-03-20,494.79,583.56,142,12605.36,184.52,12420.84,17.68,153.13,4.55,15.34,10.54,0.8186,TakeProfit,bull,43
BB Squeeze Breakout,UPL,2019-04-26,2019-06-13,603.2,628.83,136,3485.08,201.24,3283.84,4.0,167.56,4.98,15.34,12.31,0.8958,Signal,bull,48
BB Squeeze Breakout,UPL,2019-09-09,2019-09-18,551.9,523.91,154,-4310.2,199.74,-4509.94,-5.31,165.68,4.92,15.34,12.75,0.8857,StopLoss,sideways,9
BB Squeeze Breakout,UPL,2019-09-30,2019-10-03,567.4,538.63,142,-4085.97,190.14,-4276.11,-5.31,157.06,4.66,15.34,12.09,0.8396,StopLoss,sideways,3
BB Squeeze Breakout,UPL,2019-12-27,2020-01-14,545.14,547.69,141,359.87,186.51,173.36,0.23,154.09,4.58,15.34,11.53,0.8238,Signal,bear,18
BB Squeeze Breakout,UPL,2020-04-30,2020-05-04,394.63,374.62,195,-3902.49,182.29,-4084.78,-5.31,150.0,4.46,15.34,11.54,0.8019,StopLoss,bear,4
BB Squeeze Breakout,UPL,2020-06-01,2020-06-15,393.93,373.95,186,-3715.73,174.3,-3890.03,-5.31,142.83,4.24,15.34,10.99,0.7635,StopLoss,bear,14
BB Squeeze Breakout,UPL,2020-06-23,2020-06-25,435.08,413.01,159,-3508.15,165.42,-3673.57,-5.31,134.85,4.0,15.34,10.38,0.7209,StopLoss,bear,2
BB Squeeze Breakout,UPL,2020-07-31,2020-08-03,449.22,426.44,147,-3348.79,158.61,-3507.4,-5.31,128.72,3.82,15.34,9.91,0.6881,StopLoss,bear,3
BB Squeeze Breakout,UPL,2020-08-10,2020-09-07,464.39,469.47,135,685.67,155.36,530.31,0.85,126.07,3.74,15.34,9.4,0.674,Signal,sideways,28
BB Squeeze Breakout,UPL,2020-09-15,2020-09-24,503.44,477.91,125,-3191.34,151.87,-3343.21,-5.31,122.67,3.64,15.34,9.44,0.6558,StopLoss,bull,9
BB Squeeze Breakout,UPL,2020-12-03,2020-12-10,432.21,410.29,139,-3046.63,145.68,-3192.31,-5.31,117.11,3.48,15.34,9.01,0.6261,StopLoss,bull,7
BB Squeeze Breakout,UPL,2021-01-08,2021-01-27,478.68,564.56,119,10219.75,152.51,10067.24,17.67,124.15,3.69,15.34,8.54,0.6637,TakeProfit,bull,19
BB Squeeze Breakout,UPL,2021-02-25,2021-02-26,563.6,535.02,118,-3372.64,159.63,-3532.27,-5.31,129.64,3.85,15.34,9.98,0.693,StopLoss,bull,1
BB Squeeze Breakout,UPL,2021-03-01,2021-03-25,561.32,565.55,112,474.2,155.53,318.67,0.51,126.21,3.75,15.34,9.43,0.6747,Signal,bull,24
BB Squeeze Breakout,UPL,2021-04-01,2021-04-12,621.2,589.7,102,-3213.25,152.81,-3366.06,-5.31,123.51,3.67,15.34,9.5,0.6603,StopLoss,bull,11
BB Squeeze Breakout,UPL,2021-05-10,2021-05-19,641.16,756.19,94,10812.81,160.47,10652.34,17.67,131.35,3.9,15.34,9.04,0.7022,TakeProfit,bull,9
BB Squeeze Breakout,UPL,2021-07-15,2021-07-30,804.06,763.29,87,-3547.52,167.11,-3714.63,-5.31,136.36,4.05,15.34,10.49,0.729,StopLoss,bull,15
BB Squeeze Breakout,UPL,2021-11-10,2021-11-22,741.61,704.0,90,-3384.82,160.15,-3544.97,-5.31,130.11,3.86,15.34,10.01,0.6955,StopLoss,bull,12
BB Squeeze Breakout,UPL,2022-01-06,2022-01-21,752.62,755.86,84,271.66,156.1,115.56,0.18,126.71,3.76,15.34,9.48,0.6774,Signal,bull,15
BB Squeeze Breakout,UPL,2022-07-22,2022-08-22,697.1,724.89,91,2529.74,158.92,2370.82,3.74,129.4,3.84,15.34,9.52,0.6918,Signal,sideways,31
BB Squeeze Breakout,UPL,2022-10-31,2022-12-09,711.49,743.39,92,2934.61,163.83,2770.78,4.23,133.85,3.98,15.34,9.82,0.7156,Signal,sideways,39
BB Squeeze Breakout,UPL,2023-01-19,2023-02-02,728.4,691.46,94,-3472.25,163.89,-3636.14,-5.31,133.47,3.96,15.34,10.27,0.7135,StopLoss,bull,14
BB Squeeze Breakout,UPL,2023-04-03,2023-04-25,710.96,695.64,91,-1393.36,157.66,-1551.02,-2.4,128.0,3.8,15.34,9.7,0.6843,Signal,sideways,22
BB Squeeze Breakout,UPL,2023-09-14,2023-09-28,625.25,598.18,101,-2734.4,152.83,-2887.23,-4.57,123.57,3.67,15.34,9.47,0.6606,Signal,bear,14
BB Squeeze Breakout,UPL,2023-12-04,2023-12-20,572.94,565.7,106,-768.14,149.5,-917.64,-1.51,120.7,3.58,15.34,9.11,0.6452,Signal,bear,16
BB Squeeze Breakout,UPL,2024-04-04,2024-04-19,487.88,463.14,123,-3043.21,145.53,-3188.74,-5.31,116.97,3.47,15.34,9.0,0.6253,StopLoss,bear,15
BB Squeeze Breakout,UPL,2024-05-13,2024-05-14,528.61,501.8,107,-2868.34,138.05,-3006.39,-5.32,110.25,3.27,15.34,8.48,0.5894,StopLoss,bear,1
BB Squeeze Breakout,UPL,2024-06-10,2024-07-09,545.83,557.59,99,1164.64,136.62,1028.02,1.9,109.24,3.24,15.34,8.11,0.584,Signal,sideways,29
BB Squeeze Breakout,UPL,2024-09-05,2024-09-19,613.4,582.29,89,-2768.51,133.78,-2902.29,-5.32,106.42,3.16,15.34,8.19,0.5689,StopLoss,bull,14
BB Squeeze Breakout,UPL,2025-01-30,2025-02-28,562.09,626.9,93,6027.05,137.74,5889.31,11.27,110.58,3.28,15.34,7.84,0.5911,Signal,sideways,29
BB Squeeze Breakout,UPL,2025-06-30,2025-08-01,655.58,664.82,88,812.79,144.38,668.41,1.16,116.2,3.45,15.34,8.65,0.6212,Signal,bull,32
BB Squeeze Breakout,UPL,2025-10-28,2025-12-01,702.95,750.47,83,3944.43,149.07,3795.36,6.51,120.63,3.58,15.34,8.75,0.6449,Signal,bull,34
